"ECG","PPG","filteredecg","filteredppg"
-157708.391041667,1851.41062499999,-58986.5479145583,196.4219411375
-146600.391041667,1854.41062499999,-39246.3802145583,190.9952411375
-115512.391041667,1850.41062499999,-13626.6721145583,184.7455411375
-86393.3910416667,1857.41062499999,9348.69398544167,177.8170411375
-87672.3910416667,1848.41062499999,19706.7081854417,170.3891411375
-94493.3910416667,1840.41062499999,6461.73098544167,162.5136411375
-123381.391041667,1825.41062499999,-9465.68521455833,154.0851411375
-131388.391041667,1820.41062499999,-26646.3590145583,145.1127411375
-150431.391041667,1796.41062499999,-40609.2967145583,135.8201411375
-166852.391041667,1790.41062499999,-51575.1009145583,125.5998411375
-169832.391041667,1789.41062499999,-53945.7221145583,114.4535411375
-151078.391041667,1775.41062499999,-41905.0062145583,103.5182411375
-149540.391041667,1766.41062499999,-36717.7382145583,92.6481411375
-147874.391041667,1753.41062499999,-33631.1278145583,81.4608411375
-149387.391041667,1746.41062499999,-27931.6645145583,70.7380411375
-133690.391041667,1741.41062499999,-20678.2977145583,60.1127411375
-133737.391041667,1724.41062499999,-17442.9971145583,49.3349411375
-151782.391041667,1709.41062499999,-26309.7727145583,39.3621411375
-144790.391041667,1708.41062499999,-17591.5453145583,30.2512411375
-127417.391041667,1700.41062499999,-6003.56341455833,21.4782411375
-126883.391041667,1679.41062499999,-6313.87221455833,13.1294411375
-144771.391041667,1681.41062499999,-7776.86931455833,5.7232411375
-130947.391041667,1671.41062499999,-5837.71561455833,-0.9145588625
-119713.391041667,1671.41062499999,5858.13518544167,-7.7368588625
-122550.391041667,1676.41062499999,8658.51658544167,-13.7884588625
-119448.391041667,1660.41062499999,9873.58858544167,-18.8709588625
-117253.391041667,1662.41062499999,15388.6173854417,-25.0717588625
-111049.391041667,1646.41062499999,19269.1436854417,-31.8174588625
-112963.391041667,1636.41062499999,22763.7251854417,-38.3078588625
-107115.391041667,1633.41062499999,26330.3824854417,-46.2902588625
-106835.391041667,1625.41062499999,26731.2471854417,-56.4267588625
-111566.391041667,1623.41062499999,25725.6667854417,-67.6720588625
-112655.391041667,1618.41062499999,25161.5154854417,-79.2125588625
-110608.391041667,1596.41062499999,28576.4897854417,-92.2043588625
-108793.391041667,1576.41062499999,38081.2636854417,-106.6706588625
-76432.3910416667,1570.41062499999,57758.4784854417,-120.0991588625
-77070.3910416667,1546.41062499999,59318.3604854417,-133.8935588625
-92017.3910416667,1536.41062499999,54589.3610854417,-148.9041588625
-88026.3910416667,1514.41062499999,53731.5107854417,-161.7879588625
-85526.3910416667,1515.41062499999,57792.6832854417,-172.8754588625
-83879.3910416667,1504.41062499999,62192.4490854417,-183.6515588625
-81336.3910416667,1494.41062499999,63902.9362854417,-192.5049588625
-87269.3910416667,1489.41062499999,57785.1021854417,-199.1000588625
-99870.3910416667,1488.41062499999,52369.3301854417,-204.2533588625
-90350.3910416667,1480.41062499999,56492.6395854417,-208.0824588625
-86688.3910416667,1479.41062499999,61778.5966854417,-210.4790588625
-92831.3910416667,1485.41062499999,57732.3878854417,-211.5129588625
-98834.3910416667,1479.41062499999,55709.4873854417,-211.4871588625
-97288.3910416667,1487.41062499999,54841.4274854417,-210.2501588625
-95768.3910416667,1478.41062499999,55337.6331854417,-207.5037588625
-103885.391041667,1483.41062499999,50745.0871854417,-203.2257588625
-110012.391041667,1509.41062499999,43378.3030854417,-197.5640588625
-120443.391041667,1501.41062499999,35053.7101854417,-190.4760588625
-130369.391041667,1507.41062499999,25556.5469854417,-181.2879588625
-141744.391041667,1525.41062499999,19082.1194854417,-170.2347588625
-133180.391041667,1540.41062499999,19946.0008854417,-158.6365588625
-140885.391041667,1539.41062499999,15266.4461854417,-145.5353588625
-150401.391041667,1558.41062499999,8974.26178544167,-130.5760588625
-153795.391041667,1595.41062499999,4730.57838544167,-115.9835588625
-156514.391041667,1607.41062499999,3369.61788544167,-100.7786588625
-158351.391041667,1608.41062499999,6.89718544166666,-84.1729588625
-171700.391041667,1623.41062499999,-11930.8768145583,-68.6776588625
-185689.391041667,1654.41062499999,-17565.0412145583,-53.6567588625
-177029.391041667,1666.41062499999,-18482.0204145583,-38.1292588625
-177327.391041667,1667.41062499999,-14049.5165145583,-24.0885588625
-175824.391041667,1687.41062499999,-12973.0460145583,-11.5668588625
-173805.391041667,1707.41062499999,-15102.1836145583,0.3918411375
-190837.391041667,1720.41062499999,-22562.0464145583,11.2758411375
-186521.391041667,1725.41062499999,-19652.5292145583,20.6900411375
-178140.391041667,1735.41062499999,-14478.5235145583,29.0160411375
-179056.391041667,1741.41062499999,-15038.8917145583,36.9071411375
-189074.391041667,1743.41062499999,-21817.8906145583,43.7801411375
-193561.391041667,1757.41062499999,-26669.6901145583,49.4654411375
-187187.391041667,1760.41062499999,-19400.7797145583,55.2364411375
-177016.391041667,1756.41062499999,-18495.3988145583,60.9247411375
-189225.391041667,1772.41062499999,-22213.6059145583,65.9562411375
-202201.391041667,1781.41062499999,-31469.9080145583,70.9957411375
-194346.391041667,1776.41062499999,-26893.0001145583,76.2478411375
-187940.391041667,1795.41062499999,-19667.7743145583,81.3769411375
-185929.391041667,1793.41062499999,-19655.5648145583,86.2375411375
-195503.391041667,1803.41062499999,-24972.3741145583,91.1216411375
-198639.391041667,1810.41062499999,-29976.3172145583,95.9999411375
-197449.391041667,1800.41062499999,-28270.3300145583,100.2457411375
-193106.391041667,1808.41062499999,-24206.2577145583,104.3551411375
-189511.391041667,1824.41062499999,-20500.9853145583,108.4576411375
-189962.391041667,1814.41062499999,-20729.5900145583,111.3776411375
-192901.391041667,1829.41062499999,-21692.4651145583,113.4817411375
-192389.391041667,1834.41062499999,-21811.7724145583,115.2403411375
-188091.391041667,1824.41062499999,-18592.2281145583,115.6324411375
-188477.391041667,1829.41062499999,-20597.4416145583,114.2214411375
-195076.391041667,1824.41062499999,-23665.4117145583,111.6621411375
-195098.391041667,1838.41062499999,-25041.9172145583,108.5706411375
-190519.391041667,1818.41062499999,-18099.4393145583,103.7858411375
-179358.391041667,1812.41062499999,-12283.3659145583,98.3451411375
-185205.391041667,1801.41062499999,-13497.6824145583,92.5124411375
-187313.391041667,1793.41062499999,-15846.4075145583,85.3710411375
-183035.391041667,1791.41062499999,-13667.9003145583,79.0636411375
-181921.391041667,1792.41062499999,-11276.4925145583,73.1262411375
-179316.391041667,1794.41062499999,-10411.1586145583,66.6905411375
-183878.391041667,1777.41062499999,-12897.3967145583,61.2933411375
-187215.391041667,1773.41062499999,-17264.2669145583,56.9411411375
-193076.391041667,1765.41062499999,-21315.7426145583,52.9276411375
-190382.391041667,1769.41062499999,-23387.9042145583,49.7195411375
-196466.391041667,1768.41062499999,-27458.0317145583,47.2020411375
-199252.391041667,1765.41062499999,-31374.1115145583,45.1573411375
-201678.391041667,1762.41062499999,-31942.6584145583,43.8970411375
-197627.391041667,1760.41062499999,-31917.9257145583,44.0137411375
-201032.391041667,1768.41062499999,-32306.8760145583,45.2091411375
-200985.391041667,1770.41062499999,-35028.5598145583,46.4584411375
-204908.391041667,1767.41062499999,-39866.1725145583,48.5717411375
-208972.391041667,1773.41062499999,-41940.5569145583,51.7648411375
-201154.391041667,1775.41062499999,-34892.0693145583,54.1219411375
-185512.391041667,1782.41062499999,-24502.3753145583,55.5556411375
-179417.391041667,1777.41062499999,-15589.8798145583,57.0678411375
-178174.391041667,1793.41062499999,-13738.1989145583,58.3764411375
-174123.391041667,1794.41062499999,-11616.3312145583,59.3368411375
-172494.391041667,1786.41062499999,-11609.0673145583,60.0893411375
-178371.391041667,1791.41062499999,-15621.6117145583,60.7790411375
-180467.391041667,1774.41062499999,-20001.0677145583,61.4973411375
