"ECG","PPG","filteredecg","filteredppg"
24454.7653333333,-2255.49866666668,-7748.5902896875,44.2384155458333
31909.7653333333,-2268.49866666668,-4282.5220896875,26.0763155458333
25147.7653333333,-2269.49866666668,-6150.2647896875,8.33221554583333
21236.7653333333,-2275.49866666668,-10127.6927896875,-8.98788445416667
22003.7653333333,-2298.49866666668,-13050.6333896875,-25.9125844541667
17607.7653333333,-2324.49866666668,-12487.1584896875,-42.4936844541667
27474.7653333333,-2313.49866666668,-6188.3235896875,-58.7126844541667
34200.7653333333,-2338.49866666668,-960.6547896875,-74.5624844541667
27789.7653333333,-2351.49866666668,-4960.0073896875,-90.1121844541667
23081.7653333333,-2362.49866666668,-7503.1640896875,-105.270884454167
26706.7653333333,-2342.49866666668,-8228.0489896875,-120.001384454167
27542.7653333333,-2349.49866666668,-4887.8583896875,-134.453384454167
30887.7653333333,-2364.49866666668,-5716.5968896875,-148.844984454167
24326.7653333333,-2371.49866666668,-7623.6997896875,-163.027184454167
25903.7653333333,-2389.49866666668,-9668.1183896875,-176.598984454167
26339.7653333333,-2406.49866666668,-6262.8397896875,-191.049884454167
34208.7653333333,-2413.49866666668,-3139.2392896875,-206.184084454167
28398.7653333333,-2422.49866666668,-5297.6488896875,-219.072384454167
25431.7653333333,-2406.49866666668,-6185.1710896875,-230.938484454167
30714.7653333333,-2407.49866666668,-4040.4808896875,-242.838584454167
38858.7653333333,-2441.49866666668,3976.1181103125,-251.592684454167
44085.7653333333,-2438.49866666668,6369.4362103125,-258.056484454167
40448.7653333333,-2421.49866666668,6030.6541103125,-263.406884454167
38953.7653333333,-2427.49866666668,4487.4917103125,-264.945684454167
41686.7653333333,-2399.49866666668,4961.9156103125,-262.751784454167
41118.7653333333,-2401.49866666668,6387.0535103125,-258.162784454167
43749.7653333333,-2403.49866666668,9019.9706103125,-250.368384454167
47370.7653333333,-2392.49866666668,7948.2118103125,-237.586584454167
39830.7653333333,-2364.49866666668,9390.3987103125,-220.732584454167
57659.7653333333,-2320.49866666668,20689.4167103125,-203.041984454167
69679.7653333333,-2298.49866666668,26932.0676103125,-182.291284454167
60333.7653333333,-2253.49866666668,27481.2159103125,-157.556184454167
57567.7653333333,-2238.49866666668,18969.6944103125,-134.020384454167
49620.7653333333,-2215.49866666668,18688.6902103125,-110.159184454167
58320.7653333333,-2168.49866666668,21607.4905103125,-83.8834844541667
64317.7653333333,-2135.49866666668,24923.6091103125,-59.5307844541667
55612.7653333333,-2120.49866666668,23373.3547103125,-36.6370844541667
61339.7653333333,-2093.49866666668,21303.5713103125,-13.4097844541667
56631.7653333333,-2065.49866666668,24491.9114103125,7.80641554583333
64405.7653333333,-2030.49866666668,22674.1541103125,26.9734155458333
52498.7653333333,-2017.49866666668,16791.0211103125,45.2592155458333
39943.7653333333,-2009.49866666668,4078.0979103125,62.1287155458333
35392.7653333333,-1942.49866666668,786.8736103125,76.6505155458333
38497.7653333333,-1930.49866666668,505.5086103125,89.3958155458333
35788.7653333333,-1928.49866666668,-1159.3749896875,102.083615545833
31078.7653333333,-1927.49866666668,-4424.3328896875,113.762115545833
31412.7653333333,-1906.49866666668,-6964.4824896875,124.808715545833
27869.7653333333,-1890.49866666668,-6912.4011896875,136.082415545833
32244.7653333333,-1870.49866666668,-6246.1306896875,146.485515545833
30213.7653333333,-1851.49866666668,-6828.1622896875,156.795415545833
28781.7653333333,-1840.49866666668,-5650.0722896875,167.630615545833
37168.7653333333,-1813.49866666668,-5779.7120896875,178.522515545833
21762.7653333333,-1786.49866666668,-10812.7024896875,188.617515545833
26871.7653333333,-1779.49866666668,-7230.0019896875,198.330215545833
40326.7653333333,-1774.49866666668,-3023.0366896875,207.979715545833
25860.7653333333,-1752.49866666668,-5962.0439896875,216.568915545833
29569.7653333333,-1731.49866666668,-7536.9220896875,223.715915545833
30695.7653333333,-1740.49866666668,-7963.6933896875,229.942215545833
26376.7653333333,-1734.49866666668,-7329.3136896875,235.606415545833
35027.7653333333,-1702.49866666668,-5908.2436896875,240.700115545833
32217.7653333333,-1697.49866666668,-5359.5661896875,245.061115545833
26582.7653333333,-1684.49866666668,-7686.8989896875,248.817215545833
33909.7653333333,-1687.49866666668,-5599.7287896875,252.104715545833
34395.7653333333,-1664.49866666668,-3537.2975896875,254.844915545833
29650.7653333333,-1661.49866666668,-5697.3942896875,256.842815545833
33214.7653333333,-1658.49866666668,-3192.1049896875,257.570615545833
37267.7653333333,-1656.49866666668,-1295.3174896875,257.293015545833
31403.7653333333,-1647.49866666668,-5425.1803896875,257.003615545833
25792.7653333333,-1628.49866666668,-8406.7543896875,256.570715545833
28998.7653333333,-1644.49866666668,-8826.7600896875,255.518915545833
32089.7653333333,-1637.49866666668,-4144.5342896875,254.326015545833
38000.7653333333,-1639.49866666668,266.5678103125,253.226415545833
41309.7653333333,-1642.49866666668,1380.1631103125,251.914715545833
28823.7653333333,-1597.49866666668,-5425.2541896875,250.058915545833
27580.7653333333,-1619.49866666668,-6931.7193896875,247.482515545833
31865.7653333333,-1607.49866666668,-5560.0723896875,244.465215545833
33800.7653333333,-1614.49866666668,-2200.5530896875,241.360115545833
34865.7653333333,-1607.49866666668,-4020.0949896875,237.843715545833
28056.7653333333,-1602.49866666668,-6913.9585896875,233.818615545833
28756.7653333333,-1620.49866666668,-6971.9067896875,229.976515545833
31807.7653333333,-1606.49866666668,-8940.5955896875,225.828215545833
22002.7653333333,-1618.49866666668,-10214.3689896875,221.119915545833
29921.7653333333,-1611.49866666668,-8638.3019896875,216.896215545833
32196.7653333333,-1588.49866666668,-5710.1937896875,213.152415545833
34331.7653333333,-1599.49866666668,-3717.8080896875,209.483715545833
29831.7653333333,-1599.49866666668,-2705.8788896875,206.334915545833
36214.7653333333,-1591.49866666668,-6796.8223896875,204.333815545833
24677.7653333333,-1598.49866666668,-11626.6787896875,203.035615545833
17052.7653333333,-1580.49866666668,-12518.5312896875,201.276615545833
39536.7653333333,-1596.49866666668,-5092.0875896875,199.202415545833
36690.7653333333,-1604.49866666668,351.4013103125,197.310115545833
25013.7653333333,-1569.49866666668,-7492.7405896875,194.962815545833
29105.7653333333,-1557.49866666668,-7187.7985896875,192.212415545833
33289.7653333333,-1571.49866666668,-2965.3918896875,189.342515545833
31798.7653333333,-1552.49866666668,-2809.4670896875,186.546615545833
29537.7653333333,-1574.49866666668,-2175.2415896875,183.803615545833
41126.7653333333,-1587.49866666668,2174.2389103125,180.503315545833
35613.7653333333,-1560.49866666668,1287.9653103125,176.954115545833
31259.7653333333,-1567.49866666668,-862.4109896875,173.272315545833
37964.7653333333,-1567.49866666668,-771.7311896875,168.559615545833
28799.7653333333,-1566.49866666668,-4693.0160896875,163.018615545833
26617.7653333333,-1558.49866666668,-8036.8364896875,157.103515545833
29095.7653333333,-1554.49866666668,-5371.1192896875,150.293415545833
33036.7653333333,-1549.49866666668,-3150.3499896875,142.001915545833
32976.7653333333,-1582.49866666668,-2226.1985896875,132.684615545833
28845.7653333333,-1566.49866666668,-3504.0474896875,123.383715545833
29857.7653333333,-1578.49866666668,-7495.6255896875,113.347615545833
18628.7653333333,-1594.49866666668,-11272.6457896875,102.193215545833
24414.7653333333,-1606.49866666668,-14176.4834896875,91.5158155458333
20229.7653333333,-1611.49866666668,-8768.2702896875,81.5259155458333
36210.7653333333,-1591.49866666668,-3251.3308896875,71.4059155458333
28492.7653333333,-1614.49866666668,-3452.7498896875,61.2086155458333
23646.7653333333,-1606.49866666668,-7184.4059896875,51.7831155458333
22544.7653333333,-1603.49866666668,-11136.7437896875,42.9383155458333
21274.7653333333,-1621.49866666668,-13753.9777896875,33.1666155458333
14829.7653333333,-1615.49866666668,-18679.4947896875,22.5679155458333
15643.7653333333,-1639.49866666668,-16665.4132896875,11.8016155458333
34962.7653333333,-1644.49866666668,2433.9068103125,0.199015545833333
68639.7653333333,-1638.49866666668,36072.1432103125,-13.1072844541667
101192.765333333,-1651.49866666668,69410.4779103125,-27.5610844541667
124814.765333333,-1668.49866666668,87344.9040103125,-41.6958844541667
113271.765333333,-1670.49866666668,82330.7441103125,-55.7595844541667
96788.7653333333,-1671.49866666668,61341.7584103125,-70.3683844541667
61186.7653333333,-1697.49866666668,26958.0883103125,-84.6090844541667
25448.7653333333,-1704.49866666668,2907.0780103125,-98.3638844541667
27481.7653333333,-1714.49866666668,-10834.5408896875,-112.139584454167
19149.7653333333,-1722.49866666668,-7827.1271896875,-125.959684454167
27307.7653333333,-1729.49866666668,-12677.4406896875,-140.008484454167
8901.76533333334,-1740.49866666668,-18343.5262896875,-154.171984454167
9980.76533333334,-1724.49866666668,-22935.3266896875,-168.026284454167
13795.7653333333,-1738.49866666668,-20621.7740896875,-182.042484454167
16056.7653333333,-1787.49866666668,-17386.4068896875,-196.243384454167
11819.7653333333,-1758.49866666668,-16802.3601896875,-209.532884454167
19542.7653333333,-1768.49866666668,-13149.3157896875,-221.681284454167
20950.7653333333,-1802.49866666668,-9852.5096896875,-233.386084454167
20243.7653333333,-1812.49866666668,-10834.0827896875,-244.941684454167
17768.7653333333,-1791.49866666668,-11202.3583896875,-255.140884454167
16058.7653333333,-1806.49866666668,-11045.0517896875,-264.188684454167
24929.7653333333,-1817.49866666668,-11419.3481896875,-274.497984454167
10296.7653333333,-1798.49866666668,-15044.2161896875,-284.605584454167
16520.7653333333,-1808.49866666668,-13230.1868896875,-295.131784454167
27006.7653333333,-1810.49866666668,-7667.7616896875,-308.075884454167
24269.7653333333,-1824.49866666668,-3979.2457896875,-321.685084454167
21766.7653333333,-1854.49866666668,-7924.4768896875,-335.870184454167
