"ECG","PPG","filteredecg","filteredppg"
-46977.3207916667,-7787.47120833333,-10561.0634052542,-739.724601091667
-46238.3207916667,-7779.47120833333,-9764.75790525417,-724.200001091667
-44487.3207916667,-7777.47120833333,-8013.81260525417,-706.544101091667
-42177.3207916667,-7765.47120833333,-4225.83280525417,-686.960901091667
-37565.3207916667,-7730.47120833333,-509.404205254167,-665.762501091667
-34692.3207916667,-7739.47120833333,745.497694745833,-643.110201091667
-40337.3207916667,-7705.47120833333,-2967.40520525417,-618.699901091667
-41893.3207916667,-7681.47120833333,-6326.96650525417,-592.561901091667
-43471.3207916667,-7637.47120833333,-2455.28210525417,-565.359601091667
-29242.3207916667,-7624.47120833333,2030.02209474583,-535.765901091667
-32885.3207916667,-7593.47120833333,5112.86279474583,-503.683801091667
-36123.3207916667,-7534.47120833333,3492.18579474583,-471.621401091667
-29336.3207916667,-7525.47120833333,5319.11199474583,-438.725801091667
-31652.3207916667,-7499.47120833333,7834.85189474583,-404.259101091667
-27553.3207916667,-7454.47120833333,9036.28239474583,-370.902101091667
-27164.3207916667,-7413.47120833333,10408.5090947458,-338.324601091667
-28164.3207916667,-7387.47120833333,11671.0901947458,-305.439701091667
-22007.3207916667,-7374.47120833333,12779.1375947458,-273.793501091667
-28611.3207916667,-7365.47120833333,10843.8321947458,-244.366301091667
-30649.3207916667,-7315.47120833333,10158.9682947458,-216.089901091667
-18509.3207916667,-7274.47120833333,15252.9638947458,-187.438001091667
-22529.3207916667,-7239.47120833333,16680.6899947458,-159.327701091667
-21665.3207916667,-7227.47120833333,16603.5204947458,-132.221401091667
-19214.3207916667,-7202.47120833333,16457.1151947458,-103.910201091667
-25091.3207916667,-7199.47120833333,14992.5326947458,-74.0897010916667
-22213.3207916667,-7167.47120833333,12930.9996947458,-43.9548010916667
-28215.3207916667,-7143.47120833333,10903.9362947458,-13.5466010916667
-27052.3207916667,-7097.47120833333,12856.9825947458,18.1149989083333
-20559.3207916667,-7042.47120833333,14993.4476947458,50.7362989083333
-25207.3207916667,-7034.47120833333,14021.4338947458,82.3649989083333
-29771.3207916667,-7009.47120833333,6637.38339474583,114.137198908333
-43227.3207916667,-6983.47120833333,1321.07859474583,146.794098908333
-26449.3207916667,-6907.47120833333,5713.81439474583,177.791198908333
-30233.3207916667,-6901.47120833333,5603.31449474583,206.646798908333
-35738.3207916667,-6901.47120833333,2531.26139474583,234.653298908333
-38359.3207916667,-6873.47120833333,-2605.70360525417,261.927498908333
-44157.3207916667,-6842.47120833333,-3876.22210525417,289.247498908333
-38108.3207916667,-6812.47120833333,-4240.02090525417,316.203898908333
-44630.3207916667,-6803.47120833333,-5645.29160525417,341.131598908333
-44444.3207916667,-6785.47120833333,-6085.27130525417,364.650198908333
-41715.3207916667,-6748.47120833333,-7015.33860525417,387.460298908333
-49332.3207916667,-6711.47120833333,-11368.5136052542,408.018498908333
-50405.3207916667,-6687.47120833333,-10034.4810052542,426.621998908333
-41658.3207916667,-6681.47120833333,-7825.40730525417,443.991198908333
-46497.3207916667,-6675.47120833333,-8919.21330525417,459.217498908333
-51131.3207916667,-6684.47120833333,-15115.7844052542,471.411398908333
-54399.3207916667,-6690.47120833333,-16165.3807052542,481.765098908333
-49042.3207916667,-6653.47120833333,-15387.9516052542,490.453098908333
-51931.3207916667,-6651.47120833333,-13170.2889052542,496.859098908333
-44797.3207916667,-6652.47120833333,-10034.8277052542,502.010898908333
-43621.3207916667,-6631.47120833333,-10000.8540052542,505.703198908333
-48693.3207916667,-6642.47120833333,-11388.6752052542,507.666498908333
-47312.3207916667,-6658.47120833333,-12717.2479052542,508.831598908333
-47667.3207916667,-6630.47120833333,-11575.0740052542,507.720298908333
-45756.3207916667,-6640.47120833333,-10136.0366052542,504.323198908333
-43793.3207916667,-6650.47120833333,-9679.00120525417,501.774798908333
-49140.3207916667,-6671.47120833333,-15715.4118052542,499.332998908333
-56964.3207916667,-6691.47120833333,-21743.6661052542,495.612898908333
-57319.3207916667,-6677.47120833333,-20445.7353052542,492.784698908333
-46786.3207916667,-6681.47120833333,-18233.9347052542,491.856098908333
-52130.3207916667,-6678.47120833333,-17043.7913052542,491.499598908333
