"ECG","PPG","filteredecg","filteredppg"
189838.657458333,-2635.32345833333,-50.1360919541667,0.979393495833333
189838.657458333,-2628.32345833333,-50.1360919541667,4.35879349583333
189838.657458333,-2639.32345833333,-50.1360919541667,5.17449349583333
189838.657458333,-2631.32345833333,-50.1360919541667,6.71769349583333
189838.657458333,-2637.32345833333,-50.1360919541667,8.17119349583333
189838.657458333,-2633.32345833333,-50.1360919541667,4.95979349583333
189838.657458333,-2643.32345833333,-50.1360919541667,6.82249349583333
189838.657458333,-2629.32345833333,-50.1360919541667,9.04999349583333
189838.657458333,-2641.32345833333,-50.1360919541667,10.3842934958333
189838.657458333,-2636.32345833333,-50.1360919541667,12.3843934958333
189838.657458333,-2635.32345833333,-50.1360919541667,14.0206934958333
189838.657458333,-2637.32345833333,-50.1360919541667,11.9463934958333
189838.657458333,-2645.32345833333,-50.1360919541667,7.12629349583333
189838.657458333,-2651.32345833333,-50.1360919541667,4.42099349583333
189838.657458333,-2640.32345833333,-50.1360919541667,8.66679349583333
189838.657458333,-2643.32345833333,-50.1360919541667,11.6754934958333
189838.657458333,-2637.32345833333,-50.1360919541667,13.4440934958333
189838.657458333,-2645.32345833333,-50.1360919541667,15.5223934958333
189838.657458333,-2635.32345833333,-50.1360919541667,17.9512934958333
189838.657458333,-2639.32345833333,-50.1360919541667,18.2925934958333
189838.657458333,-2647.32345833333,-50.1360919541667,11.1383934958333
189838.657458333,-2650.32345833333,-50.1360919541667,12.4679934958333
189838.657458333,-2641.32345833333,-50.1360919541667,15.5526934958333
189838.657458333,-2645.32345833333,-50.1360919541667,15.1539934958333
189838.657458333,-2650.32345833333,-50.1360919541667,14.9364934958333
189838.657458333,-2645.32345833333,-50.1360919541667,15.2120934958333
189838.657458333,-2645.32345833333,-50.1360919541667,15.9227934958333
189838.657458333,-2651.32345833333,-50.1360919541667,13.9841934958333
189838.657458333,-2652.32345833333,-50.1360919541667,10.1601934958333
189838.657458333,-2658.32345833333,-50.1360919541667,3.75889349583333
189838.657458333,-2670.32345833333,-50.1360919541667,-1.96260650416667
189838.657458333,-2669.32345833333,-50.1360919541667,-5.28870650416667
189838.657458333,-2667.32345833333,-50.1360919541667,-4.64740650416667
189838.657458333,-2671.32345833333,-50.1360919541667,-1.70110650416667
189838.657458333,-2661.32345833333,-50.1360919541667,0.152393495833333
189838.657458333,-2669.32345833333,-50.1360919541667,-2.89360650416667
189838.657458333,-2677.32345833333,-50.1360919541667,-7.76660650416667
189838.657458333,-2678.32345833333,-50.1360919541667,-11.4514065041667
189838.657458333,-2675.32345833333,-50.1360919541667,-12.6537065041667
189838.657458333,-2683.32345833333,-50.1360919541667,-11.3041065041667
189838.657458333,-2673.32345833333,-50.1360919541667,-9.96160650416667
189838.657458333,-2676.32345833333,-50.1360919541667,-11.7797065041667
189838.657458333,-2686.32345833333,-50.1360919541667,-12.5526065041667
189838.657458333,-2675.32345833333,-50.1360919541667,-13.6279065041667
189838.657458333,-2683.32345833333,-50.1360919541667,-16.4541065041667
189838.657458333,-2692.32345833333,-50.1360919541667,-25.0343065041667
189838.657458333,-2694.32345833333,-50.1360919541667,-30.2079065041667
189838.657458333,-2698.32345833333,-50.1360919541667,-31.6494065041667
189838.657458333,-2691.32345833333,-50.1360919541667,-33.5032065041667
189838.657458333,-2711.32345833333,-50.1360919541667,-37.7514065041667
189838.657458333,-2698.32345833333,-50.1360919541667,-36.7802065041667
189838.657458333,-2701.32345833333,-50.1360919541667,-34.1683065041667
189838.657458333,-2698.32345833333,-50.1360919541667,-35.4703065041667
189838.657458333,-2701.32345833333,-50.1360919541667,-38.5727065041667
189838.657458333,-2705.32345833333,-50.1360919541667,-41.8912065041667
189838.657458333,-2706.32345833333,-50.1360919541667,-42.3411065041667
189838.657458333,-2701.32345833333,-50.1360919541667,-41.5538065041667
189838.657458333,-2701.32345833333,-50.1360919541667,-39.1227065041667
189838.657458333,-2697.32345833333,-50.1360919541667,-33.0455065041667
189838.657458333,-2684.32345833333,-50.1360919541667,-31.6065065041667
189838.657458333,-2695.32345833333,-50.1360919541667,-31.6280065041667
189838.657458333,-2691.32345833333,-50.1360919541667,-30.2876065041667
189838.657458333,-2679.32345833333,-50.1360919541667,-28.2502065041667
189838.657458333,-2686.32345833333,-50.1360919541667,-26.2160065041667
189838.657458333,-2683.32345833333,-50.1360919541667,-23.2636065041667
189838.657458333,-2667.32345833333,-50.1360919541667,-17.7638065041667
189838.657458333,-2670.32345833333,-50.1360919541667,-14.3977065041667
189838.657458333,-2675.32345833333,-50.1360919541667,-17.5285065041667
189838.657458333,-2667.32345833333,-50.1360919541667,-16.4546065041667
189838.657458333,-2668.32345833333,-50.1360919541667,-15.1593065041667
189838.657458333,-2670.32345833333,-50.1360919541667,-16.7755065041667
189838.657458333,-2665.32345833333,-50.1360919541667,-14.2985065041667
189838.657458333,-2662.32345833333,-50.1360919541667,-11.5808065041667
189838.657458333,-2660.32345833333,-50.1360919541667,-13.0017065041667
189838.657458333,-2664.32345833333,-50.1360919541667,-12.1826065041667
189838.657458333,-2654.32345833333,-50.1360919541667,-10.2225065041667
189838.657458333,-2654.32345833333,-50.1360919541667,-6.38690650416667
189838.657458333,-2649.32345833333,-50.1360919541667,-4.34100650416667
189838.657458333,-2649.32345833333,-50.1360919541667,-1.77280650416667
189838.657458333,-2636.32345833333,-50.1360919541667,2.36529349583333
189838.657458333,-2642.32345833333,-50.1360919541667,-2.76840650416667
189838.657458333,-2650.32345833333,-50.1360919541667,-8.25570650416667
189838.657458333,-2643.32345833333,-50.1360919541667,-3.55520650416667
189838.657458333,-2631.32345833333,-50.1360919541667,-1.00620650416667
189838.657458333,-2638.32345833333,-50.1360919541667,0.856193495833333
189838.657458333,-2632.32345833333,-50.1360919541667,2.14799349583333
189838.657458333,-2622.32345833333,-50.1360919541667,10.1047934958333
189838.657458333,-2615.32345833333,-50.1360919541667,16.2180934958333
189838.657458333,-2616.32345833333,-50.1360919541667,12.1240934958333
189838.657458333,-2627.32345833333,-50.1360919541667,6.02419349583333
189838.657458333,-2626.32345833333,-50.1360919541667,3.73839349583333
189838.657458333,-2609.32345833333,-50.1360919541667,12.4531934958333
189838.657458333,-2608.32345833333,-50.1360919541667,18.1337934958333
