"ECG","PPG","filteredecg","filteredppg"
64044.9723333333,-4905.22554166667,-566.659491216667,356.420862308333
58243.9723333333,-4930.22554166667,-3261.17799121667,366.806562308333
61028.9723333333,-4892.22554166667,-3363.24039121667,376.335662308333
61686.9723333333,-4878.22554166667,-3782.42249121667,385.086962308333
54961.9723333333,-4869.22554166667,-3447.77879121667,393.172862308333
66695.9723333333,-4865.22554166667,-1476.87609121667,400.643862308333
59825.9723333333,-4874.22554166667,-198.111191216667,407.455062308333
65117.9723333333,-4871.22554166667,750.677908783333,413.600362308333
64210.9723333333,-4851.22554166667,3647.89010878333,419.187562308333
66401.9723333333,-4866.22554166667,4401.42640878333,423.816962308333
63987.9723333333,-4857.22554166667,4060.95910878333,427.495262308333
64265.9723333333,-4846.22554166667,1713.01240878333,430.940162308333
58387.9723333333,-4862.22554166667,-383.317591216667,434.964062308333
59863.9723333333,-4854.22554166667,-2085.89179121667,439.024762308333
56185.9723333333,-4855.22554166667,-1764.25579121667,441.808762308333
58533.9723333333,-4835.22554166667,-2504.84729121667,443.583462308333
54639.9723333333,-4839.22554166667,-3344.67549121667,444.948762308333
54557.9723333333,-4847.22554166667,-4647.01739121667,445.089462308333
54516.9723333333,-4844.22554166667,-3218.34279121667,443.934062308333
57300.9723333333,-4831.22554166667,-1506.38319121667,441.904462308333
56118.9723333333,-4858.22554166667,-1032.64839121667,438.925062308333
54823.9723333333,-4884.22554166667,-2961.85949121667,434.081062308333
51133.9723333333,-4869.22554166667,-4505.88429121667,427.588862308333
53940.9723333333,-4871.22554166667,-3101.84669121667,421.069162308333
55739.9723333333,-4881.22554166667,-1550.56659121667,413.268062308333
55423.9723333333,-4895.22554166667,-1417.78729121667,403.909062308333
49915.9723333333,-4894.22554166667,-4635.47699121667,396.079262308333
49276.9723333333,-4898.22554166667,-5203.66999121667,391.246562308333
51777.9723333333,-4905.22554166667,-4690.38339121667,387.376362308333
48564.9723333333,-4953.22554166667,-3483.39839121667,382.301362308333
53174.9723333333,-4950.22554166667,-3984.54689121667,377.344262308333
49101.9723333333,-4949.22554166667,-5786.32629121667,373.128162308333
40818.9723333333,-4940.22554166667,-8944.81849121667,366.436562308333
48929.9723333333,-4901.22554166667,-6452.12539121667,357.288462308333
48656.9723333333,-4909.22554166667,-3141.22719121667,347.431162308333
48492.9723333333,-4963.22554166667,-3890.03959121667,336.240362308333
47368.9723333333,-4989.22554166667,-3566.44209121667,321.996462308333
46988.9723333333,-4989.22554166667,-2206.52799121667,305.430362308333
54720.9723333333,-5038.22554166667,-35.0630912166667,289.593962308333
49072.9723333333,-5036.22554166667,1763.65230878333,272.788062308333
56391.9723333333,-5072.22554166667,4069.74660878333,253.814362308333
58073.9723333333,-5074.22554166667,9695.98520878333,236.476362308333
61529.9723333333,-5071.22554166667,9242.03260878333,222.254662308333
54027.9723333333,-5115.22554166667,6727.02000878333,209.120262308333
53370.9723333333,-5095.22554166667,4253.93670878333,195.611762308333
53002.9723333333,-5114.22554166667,4201.11110878333,183.465062308333
50360.9723333333,-5116.22554166667,1851.31530878333,171.254162308333
47682.9723333333,-5145.22554166667,2170.83580878333,157.910462308333
53123.9723333333,-5181.22554166667,2253.74450878333,144.988562308333
44194.9723333333,-5181.22554166667,-146.547991216667,130.219162308333
44654.9723333333,-5191.22554166667,-1277.78619121667,114.211862308333
45011.9723333333,-5185.22554166667,-1874.99599121667,97.8299623083333
41854.9723333333,-5237.22554166667,-3118.93639121667,79.1846623083333
41266.9723333333,-5245.22554166667,-4185.89039121667,58.0724623083333
39010.9723333333,-5256.22554166667,-5092.71409121667,35.5283623083333
39567.9723333333,-5281.22554166667,-7069.25129121667,11.5212623083333
35690.9723333333,-5316.22554166667,-4651.53809121667,-16.2628376916667
46082.9723333333,-5327.22554166667,-2100.68749121667,-47.1039376916667
38840.9723333333,-5377.22554166667,-2190.54059121667,-76.4816376916667
