"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,49,77,119,140,210,350,NA,1,NA,1,NA,1,1,1
2,167,194,237,135,215,350,590,1,585,1,590,1,1,1
3,286,314,357,140,215,355,595,1,600,1,600,1,1,1
4,405,433,475,140,210,350,595,1,595,1,590,1,1,1
5,523,549,591,130,210,340,590,1,580,1,580,1,1,1
6,640,668,713,140,225,365,585,1,595,1,610,1,1,1
7,758,783,828,125,225,350,590,1,575,1,575,1,1,1
8,876,902,947,130,225,355,590,1,595,1,595,1,1,1
9,993,1020,1062,135,210,345,585,1,590,1,575,1,1,1
10,1110,1136,1181,130,225,355,585,1,580,1,595,1,1,1
11,1227,1254,1297,135,215,350,585,1,590,1,580,1,1,1
12,1345,1372,1415,135,215,350,590,1,590,1,590,1,1,1
13,1462,1489,1533,135,220,355,585,1,585,1,590,1,1,1
14,1579,1606,1651,135,225,360,585,1,585,1,590,1,1,1
15,1696,1723,1767,135,220,355,585,1,585,1,580,1,1,1
16,1814,1841,1884,135,215,350,590,1,590,1,585,1,1,1
17,1930,1957,1999,135,210,345,580,1,580,1,575,1,1,1
18,2046,2072,2118,130,230,360,580,1,575,1,595,1,1,1
19,2163,2189,2233,130,220,350,585,1,585,1,575,1,1,1
20,2280,2306,2350,130,220,350,585,1,585,1,585,1,1,1
21,2396,2421,2466,125,225,350,580,1,575,1,580,1,1,1
22,2512,2539,2584,135,225,360,580,1,590,1,590,1,1,1
23,2629,2656,2699,135,215,350,585,1,585,1,575,1,1,1
24,2746,2773,2816,135,215,350,585,1,585,1,585,1,1,1
25,2862,2889,2931,135,210,345,580,1,580,1,575,1,1,1
26,2979,3005,3050,130,225,355,585,1,580,1,595,1,1,1
27,3096,3122,3164,130,210,340,585,1,585,1,570,1,1,1
28,3212,3239,3282,135,215,350,580,1,585,1,590,1,1,1
29,3328,3354,3399,130,225,355,580,1,575,1,585,1,1,1
30,3445,3472,3517,135,225,360,585,1,590,1,590,1,1,1
31,3562,3590,3632,140,210,350,585,1,590,1,575,1,1,1
32,3678,3706,3750,140,220,360,580,1,580,1,590,1,1,1
33,3795,3821,3867,130,230,360,585,1,575,1,585,1,1,1
34,3912,3940,3983,140,215,355,585,1,595,1,580,1,1,1
35,4029,4056,4100,135,220,355,585,1,580,1,585,1,1,1
36,4145,4171,4214,130,215,345,580,1,575,1,570,1,1,1
37,4262,4288,4332,130,220,350,585,1,585,1,590,1,1,1
38,4379,4405,4451,130,230,360,585,1,585,1,595,1,1,1
39,4496,4523,4562,135,195,330,585,1,590,1,555,1,1,0
40,4612,4638,4682,130,220,350,580,1,575,1,600,1,1,1
41,4727,4754,4797,135,215,350,575,1,580,1,575,1,1,1
42,4843,4870,4915,135,225,360,580,1,580,1,590,1,1,1
43,4957,4984,5027,135,215,350,570,1,570,1,560,1,1,1
44,5071,5099,5143,140,220,360,570,1,575,1,580,1,1,1
45,5184,5210,5253,130,215,345,565,1,555,1,550,1,1,1
46,5298,5326,5365,140,195,335,570,1,580,1,560,1,1,0
47,5412,5438,5480,130,210,340,570,1,560,1,575,1,1,1
48,5526,5553,5594,135,205,340,570,1,575,1,570,1,1,1
49,5639,5666,5711,135,225,360,565,1,565,1,585,1,1,1
50,5754,5781,5825,135,220,355,575,1,575,1,570,1,1,1
51,5868,5894,5937,130,215,345,570,1,565,1,560,1,1,1
52,5982,6008,6053,130,225,355,570,1,570,1,580,1,1,1
53,6098,6124,6170,130,230,360,580,1,580,1,585,1,1,1
54,6213,6240,6282,135,210,345,575,1,580,1,560,1,1,1
55,6327,6354,6397,135,215,350,570,1,570,1,575,1,1,1
56,6443,6469,6514,130,225,355,580,1,575,1,585,1,1,1
57,6558,6586,6628,140,210,350,575,1,585,1,570,1,1,1
58,6674,6701,6741,135,200,335,580,1,575,1,565,1,1,0
59,6789,6816,6860,135,220,355,575,1,575,1,595,1,1,1
60,6905,6930,6977,125,235,360,580,1,570,1,585,1,1,1
61,7020,7047,7089,135,210,345,575,1,585,1,560,1,1,1
62,7136,7162,7205,130,215,345,580,1,575,1,580,1,1,1
63,7250,7277,7320,135,215,350,570,1,575,1,575,1,1,1
64,7364,7390,7438,130,240,370,570,1,565,1,590,1,1,0
65,7479,7507,7547,140,200,340,575,1,585,1,545,1,1,0
66,7594,7620,7666,130,230,360,575,1,565,1,595,1,1,1
67,7709,7735,7783,130,240,370,575,1,575,1,585,1,1,0
68,7824,7852,7896,140,220,360,575,1,585,1,565,1,1,1
69,7940,7967,8014,135,235,370,580,1,575,1,590,1,1,1
70,8055,8081,8127,130,230,360,575,1,570,1,565,1,1,1
71,8170,8198,8244,140,230,370,575,1,585,1,585,1,1,1
72,8286,8313,8356,135,215,350,580,1,575,1,560,1,1,1
73,8401,8427,8472,130,225,355,575,1,570,1,580,1,1,1
74,8518,8545,8588,135,215,350,585,1,590,1,580,1,1,1
75,8636,8662,8705,130,215,345,590,1,585,1,585,1,1,1
76,8752,8778,8822,130,220,350,580,1,580,1,585,1,1,1
77,8868,8895,8938,135,215,350,580,1,585,1,580,1,1,1
78,8985,9012,9057,135,225,360,585,1,585,1,595,1,1,1
79,9103,9129,9171,130,210,340,590,1,585,1,570,1,1,1
80,9218,9246,9289,140,215,355,575,1,585,1,590,1,1,1
81,9334,9361,9406,135,225,360,580,1,575,1,585,1,1,1
82,9449,9477,9519,140,210,350,575,1,580,1,565,1,1,1
83,9563,9591,9634,140,215,355,570,1,570,1,575,1,1,1
84,9676,9703,9747,135,220,355,565,1,560,1,565,1,1,1
85,9789,9816,9859,135,215,350,565,1,565,1,560,1,1,1
86,9902,9930,9973,140,215,355,565,1,570,1,570,1,1,1
87,10015,10042,10085,135,215,350,565,1,560,1,560,1,1,1
88,10128,10155,10199,135,220,355,565,1,565,1,570,1,1,1
89,10242,10269,10311,135,210,345,570,1,570,1,560,1,1,1
90,10356,10383,10426,135,215,350,570,1,570,1,575,1,1,1
91,10470,10496,10542,130,230,360,570,1,565,1,580,1,1,1
92,10584,10612,10654,140,210,350,570,1,580,1,560,1,1,1
93,10699,10726,10772,135,230,365,575,1,570,1,590,1,1,1
94,10814,10840,10885,130,225,355,575,1,570,1,565,1,1,1
95,10928,10955,10996,135,205,340,570,1,575,1,555,1,1,1
96,11042,11069,11113,135,220,355,570,1,570,1,585,1,1,1
97,11157,11184,11226,135,210,345,575,1,575,1,565,1,1,1
98,11271,11298,11342,135,220,355,570,1,570,1,580,1,1,1
99,11386,11414,11458,140,220,360,575,1,580,1,580,1,1,1
100,11500,11527,11572,135,225,360,570,1,565,1,570,1,1,1
101,11616,11642,11688,130,230,360,580,1,575,1,580,1,1,1
102,11731,11758,11805,135,235,370,575,1,580,1,585,1,1,1
103,11848,11875,11922,135,235,370,585,1,585,1,585,1,1,1
104,11966,11994,12037,140,215,355,590,1,595,1,575,1,1,1
105,12085,12112,12153,135,205,340,595,1,590,1,580,1,1,1
106,12203,12230,12275,135,225,360,590,1,590,1,610,1,1,1
107,12322,12349,12394,135,225,360,595,1,595,1,595,1,1,1
108,12443,12469,12516,130,235,365,605,1,600,1,610,1,1,1
109,12562,12589,12633,135,220,355,595,1,600,1,585,1,1,1
110,12682,12709,12753,135,220,355,600,1,600,1,600,1,1,1
111,12802,12828,12875,130,235,365,600,1,595,1,610,1,1,1
112,12922,12950,12992,140,210,350,600,1,610,0,585,1,1,1
113,13041,13068,13112,135,220,355,595,1,590,1,600,1,1,1
114,13158,13186,13232,140,230,370,585,1,590,1,600,1,1,1
115,13277,13304,13348,135,220,355,595,1,590,1,580,1,1,1
116,13393,13422,13466,145,220,365,580,1,590,1,590,1,1,1
117,13509,13536,13578,135,210,345,580,1,570,1,560,1,1,1
118,13624,13652,13695,140,215,355,575,1,580,1,585,1,1,1
