"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
2,86,124,187,190,315,505,NA,1,NA,1,NA,1,1,1
3,229,267,327,190,300,490,715,1,715,1,700,1,1,1
4,375,413,459,190,230,420,730,1,730,1,660,1,1,1
5,511,551,612,200,305,505,680,1,690,1,765,1,1,1
6,657,695,743,190,240,430,730,1,720,1,655,1,1,1
7,799,839,899,200,300,500,710,1,720,1,780,1,1,1
8,935,974,1015,195,205,400,680,1,675,1,580,1,1,1
9,1063,1104,1151,205,235,440,640,1,650,1,680,1,1,1
10,1192,1230,1274,190,220,410,645,1,630,1,615,1,1,1
11,1322,1361,1411,195,250,445,650,1,655,1,685,1,1,1
12,1449,1489,1542,200,265,465,635,1,640,1,655,1,1,1
13,1571,1612,1667,205,275,480,610,1,615,1,625,1,1,1
14,1688,1729,1765,205,180,385,585,1,585,1,490,0,1,1
15,1803,1841,1888,190,235,425,575,1,560,1,615,1,1,1
16,1917,1956,1993,195,185,380,570,1,575,1,525,0,1,1
17,2030,2067,2108,185,205,390,565,1,555,0,575,1,1,1
18,2153,2189,2236,180,235,415,615,1,610,1,640,1,1,1
19,2302,2338,2392,180,270,450,745,1,745,1,780,1,1,1
20,2450,2488,2544,190,280,470,740,1,750,1,760,1,1,1
21,2593,2632,2690,195,290,485,715,1,720,1,730,1,1,1
22,2738,2777,2839,195,310,505,725,1,725,1,745,1,1,1
23,2881,2922,2973,205,255,460,715,1,725,1,670,1,1,1
24,3027,3066,3123,195,285,480,730,1,720,1,750,1,1,1
25,3158,3199,3240,205,205,410,655,1,665,1,585,1,1,1
26,3284,3324,3371,200,235,435,630,1,625,1,655,1,1,1
27,3413,3451,3502,190,255,445,645,1,635,1,655,1,1,1
28,3548,3586,3642,190,280,470,675,1,675,1,700,1,1,1
29,3683,3722,3765,195,215,410,675,1,680,1,615,1,1,1
30,3820,3858,3917,190,295,485,685,1,680,1,760,1,1,1
31,3965,4003,4059,190,280,470,725,1,725,1,710,1,1,1
32,4110,4148,4202,190,270,460,725,1,725,1,715,1,1,1
33,4251,4290,4342,195,260,455,705,1,710,1,700,1,1,1
34,4393,4433,4487,200,270,470,710,1,715,1,725,1,1,1
35,4542,4582,4630,200,240,440,745,1,745,1,715,1,1,1
36,4684,4722,4769,190,235,425,710,1,700,1,695,1,1,1
37,4817,4856,4905,195,245,440,665,1,670,1,680,1,1,1
38,4952,4991,5047,195,280,475,675,1,675,1,710,1,1,1
39,5091,5130,5185,195,275,470,695,1,695,1,690,1,1,1
40,5232,5271,5330,195,295,490,705,1,705,1,725,1,1,1
41,5374,5413,5466,195,265,460,710,1,710,1,680,1,1,1
42,5521,5560,5619,195,295,490,735,1,735,1,765,1,1,1
43,5674,5714,5769,200,275,475,765,1,770,1,750,1,1,1
44,5819,5858,5918,195,300,495,725,1,720,1,745,1,1,1
45,5960,6000,6048,200,240,440,705,1,710,1,650,1,1,1
46,6103,6143,6195,200,260,460,715,1,715,1,735,1,1,1
47,6242,6283,6335,205,260,465,695,1,700,1,700,1,1,1
48,6376,6417,6478,205,305,510,670,1,670,1,715,1,1,1
49,6518,6556,6605,190,245,435,710,1,695,1,635,1,1,1
50,6657,6696,6755,195,295,490,695,1,700,1,750,1,1,1
51,6797,6836,6884,195,240,435,700,1,700,1,645,1,1,1
52,6931,6970,7028,195,290,485,670,1,670,1,720,1,1,1
53,7073,7112,7166,195,270,465,710,1,710,1,690,1,1,1
54,7222,7261,7316,195,275,470,745,1,745,1,750,1,1,1
55,7361,7402,7454,205,260,465,695,1,705,1,690,1,1,1
56,7503,7541,7590,190,245,435,710,1,695,1,680,1,1,1
57,7641,7681,7735,200,270,470,690,1,700,1,725,1,1,1
58,7781,7821,7866,200,225,425,700,1,700,1,655,1,1,1
59,7912,7952,7997,200,225,425,655,1,655,1,655,1,1,1
60,8047,8086,8142,195,280,475,675,1,670,1,725,1,1,1
61,8190,8229,8278,195,245,440,715,1,715,1,680,1,1,1
62,8330,8369,8421,195,260,455,700,1,700,1,715,1,1,1
63,8464,8503,8548,195,225,420,670,1,670,1,635,1,1,1
64,8598,8637,8688,195,255,450,670,1,670,1,700,1,1,1
65,8736,8775,8825,195,250,445,690,1,690,1,685,1,1,1
66,8870,8909,8958,195,245,440,670,1,670,1,665,1,1,1
67,9006,9045,9096,195,255,450,680,1,680,1,690,1,1,1
68,9144,9183,9235,195,260,455,690,1,690,1,695,1,1,1
69,9285,9324,9377,195,265,460,705,1,705,1,710,1,1,1
70,9424,9463,9513,195,250,445,695,1,695,1,680,1,1,1
71,9558,9597,9645,195,240,435,670,1,670,1,660,1,1,1
72,9692,9732,9780,200,240,440,670,1,675,1,675,1,1,1
73,9824,9863,9912,195,245,440,660,1,655,1,660,1,1,1
74,9953,9992,10041,195,245,440,645,1,645,1,645,1,1,1
75,10082,10121,10175,195,270,465,645,1,645,1,670,1,1,1
76,10210,10248,10299,190,255,445,640,1,635,1,620,1,1,1
77,10343,10381,10426,190,225,415,665,1,665,1,635,1,1,1
78,10474,10512,10556,190,220,410,655,1,655,1,650,1,1,1
79,10601,10639,10684,190,225,415,635,1,635,1,640,1,1,1
80,10730,10769,10820,195,255,450,645,1,650,1,680,1,1,1
81,10864,10902,10946,190,220,410,670,1,665,1,630,1,1,1
82,10994,11033,11075,195,210,405,650,1,655,1,645,1,1,1
83,11124,11162,11215,190,265,455,650,1,645,1,700,1,1,1
85,11393,11431,11479,190,240,430,1345,0,1345,0,1320,0,1,1
86,11524,11562,11617,190,275,465,655,1,655,1,690,1,1,1
89,11788,11826,11878,190,260,450,1320,0,1320,0,1305,0,1,1
90,11936,11962,12007,130,225,355,740,1,680,1,645,1,0,1
91,12050,12089,12134,195,225,420,570,1,635,1,635,1,1,1
92,12180,12218,12269,190,255,445,650,1,645,1,675,1,1,1
93,12315,12353,12403,190,250,440,675,1,675,1,670,1,1,1
94,12451,12489,12532,190,215,405,680,1,680,1,645,1,1,1
95,12580,12619,12662,195,215,410,645,1,650,1,650,1,1,1
96,12710,12747,12805,185,290,475,650,1,640,1,715,1,1,1
97,12842,12880,12932,190,260,450,660,1,665,1,635,1,1,1
98,12972,13010,13056,190,230,420,650,1,650,1,620,1,1,1
99,13103,13141,13187,190,230,420,655,1,655,1,655,1,1,1
100,13233,13271,13324,190,265,455,650,1,650,1,685,1,1,1
101,13367,13405,13457,190,260,450,670,1,670,1,665,1,1,1
102,13498,13537,13578,195,205,400,655,1,660,1,605,1,1,1
103,13627,13667,13710,200,215,415,645,1,650,1,660,1,1,1
104,13755,13795,13844,200,245,445,640,1,640,1,670,1,1,1
105,13885,13923,13972,190,245,435,650,1,640,1,640,1,1,1
106,14012,14051,14094,195,215,410,635,1,640,1,610,1,1,1
107,14138,14176,14225,190,245,435,630,1,625,1,655,1,1,1
108,14262,14301,14351,195,250,445,620,1,625,1,630,1,1,1
109,14389,14427,14472,190,225,415,635,1,630,1,605,1,1,1
110,14517,14555,14598,190,215,405,640,1,640,1,630,1,1,1
111,14644,14683,14734,195,255,450,635,1,640,1,680,1,1,1
112,14773,14811,14855,190,220,410,645,1,640,1,605,1,1,1
113,14906,14943,14987,185,220,405,665,1,660,1,660,1,1,1
114,15037,15077,15121,200,220,420,655,1,670,1,670,1,1,1
115,15167,15207,15267,200,300,500,650,1,650,1,730,1,1,1
116,15297,15337,15384,200,235,435,650,1,650,1,585,1,1,1
117,15431,15471,15523,200,260,460,670,1,670,1,695,1,1,1
118,15563,15602,15652,195,250,445,660,1,655,1,645,1,1,1
119,15700,15739,15800,195,305,500,685,1,685,1,740,1,1,1
120,15843,15881,15944,190,315,505,715,1,710,1,720,1,1,1
121,15994,16033,16093,195,300,495,755,1,760,1,745,1,1,1
122,16144,16185,16240,205,275,480,750,1,760,1,735,1,1,1
123,16286,16327,16389,205,310,515,710,1,710,1,745,1,1,1
124,16430,16470,16522,200,260,460,720,1,715,1,665,1,1,1
125,16576,16616,16672,200,280,480,730,1,730,1,750,1,1,1
126,16713,16754,16804,205,250,455,685,1,690,1,660,1,1,1
127,16850,16890,16948,200,290,490,685,1,680,1,720,1,1,1
128,16992,17031,17084,195,265,460,710,1,705,1,680,1,1,1
129,17141,17180,17241,195,305,500,745,1,745,1,785,1,1,1
130,17287,17328,17384,205,280,485,730,1,740,1,715,1,1,1
131,17415,17470,17524,275,270,545,640,1,710,1,700,1,0,1
132,17576,17616,17672,200,280,480,805,0,730,1,740,1,1,1
133,17725,17765,17825,200,300,500,745,1,745,1,765,1,1,1
134,17871,17912,17969,205,285,490,730,1,735,1,720,1,1,1
135,18003,18044,18091,205,235,440,660,1,660,1,610,1,1,1
136,18135,18174,18226,195,260,455,660,1,650,1,675,1,1,1
137,18277,18315,18367,190,260,450,710,1,705,1,705,1,1,1
138,18420,18459,18514,195,275,470,715,1,720,1,735,1,1,1
139,18561,18599,18649,190,250,440,705,1,700,1,675,1,1,1
140,18694,18733,18783,195,250,445,665,1,670,1,670,1,1,1
141,18833,18873,18927,200,270,470,695,1,700,1,720,1,1,1
142,18978,19017,19070,195,265,460,725,1,720,1,715,1,1,1
143,19114,19154,19204,200,250,450,680,1,685,1,670,1,1,1
144,19249,19287,19332,190,225,415,675,1,665,1,640,1,1,1
145,19384,19424,19478,200,270,470,675,1,685,1,730,1,1,1
146,19528,19567,19621,195,270,465,720,1,715,1,715,1,1,1
147,19672,19712,19762,200,250,450,720,1,725,1,705,1,1,1
148,19812,19853,19905,205,260,465,700,1,705,1,715,1,1,1
149,19957,19996,20050,195,270,465,725,1,715,1,725,1,1,1
150,20105,20145,20197,200,260,460,740,1,745,1,735,1,1,1
153,20388,20428,20480,200,260,460,1415,0,1415,0,1415,0,1,1
154,20532,20571,20631,195,300,495,720,1,715,1,755,1,1,1
155,20680,20719,20778,195,295,490,740,1,740,1,735,1,1,1
156,20825,20865,20918,200,265,465,725,1,730,1,700,1,1,1
157,20963,21004,21059,205,275,480,690,1,695,1,705,1,1,1
158,21089,21130,21175,205,225,430,630,1,630,1,580,1,1,1
159,21216,21255,21303,195,240,435,635,1,625,1,640,1,1,1
160,21355,21393,21444,190,255,445,695,1,690,1,705,1,1,1
161,21502,21540,21592,190,260,450,735,1,735,1,740,1,1,1
162,21644,21684,21736,200,260,460,710,1,720,1,720,1,1,1
163,21776,21817,21863,205,230,435,660,1,665,1,635,1,1,1
164,21903,21942,21992,195,250,445,635,1,625,1,645,1,1,1
165,22034,22073,22123,195,250,445,655,1,655,1,655,1,1,1
166,22168,22207,22259,195,260,455,670,1,670,1,680,1,1,1
167,22303,22343,22390,200,235,435,675,1,680,1,655,1,1,1
168,22430,22470,22517,200,235,435,635,1,635,1,635,1,1,1
169,22553,22591,22635,190,220,410,615,1,605,1,590,1,1,1
170,22678,22717,22763,195,230,425,625,1,630,1,640,1,1,1
171,22812,22850,22897,190,235,425,670,1,665,1,670,1,1,1
172,22952,22990,23038,190,240,430,700,1,700,1,705,1,1,1
173,23088,23127,23175,195,240,435,680,1,685,1,685,1,1,1
174,23219,23259,23308,200,245,445,655,1,660,1,665,1,1,1
175,23350,23389,23438,195,245,440,655,1,650,1,650,1,1,1
176,23485,23524,23579,195,275,470,675,1,675,1,705,1,1,1
177,23625,23664,23719,195,275,470,700,1,700,1,700,1,1,1
178,23759,23799,23841,200,210,410,670,1,675,1,610,1,1,1
179,23890,23929,23979,195,250,445,655,1,650,1,690,1,1,1
