"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,50,77,117,135,200,335,NA,1,NA,1,NA,1,1,1
2,187,215,255,140,200,340,685,1,690,1,690,1,1,1
3,324,352,391,140,195,335,685,1,685,1,680,1,1,1
4,462,490,531,140,205,345,690,1,690,1,700,1,1,1
5,599,628,667,145,195,340,685,1,690,1,680,1,1,1
6,736,764,803,140,195,335,685,1,680,1,680,1,1,1
7,873,900,942,135,210,345,685,1,680,1,695,1,1,1
8,1010,1038,1079,140,205,345,685,1,690,1,685,1,1,1
9,1146,1174,1215,140,205,345,680,1,680,1,680,1,1,1
10,1284,1311,1350,135,195,330,690,1,685,1,675,1,1,1
11,1420,1447,1490,135,215,350,680,1,680,1,700,1,1,1
12,1557,1585,1626,140,205,345,685,1,690,1,680,1,1,1
13,1694,1721,1763,135,210,345,685,1,680,1,685,1,1,1
14,1829,1857,1896,140,195,335,675,1,680,1,665,1,1,1
15,1963,1990,2031,135,205,340,670,1,665,1,675,1,1,1
16,2097,2125,2164,140,195,335,670,1,675,1,665,1,1,1
17,2231,2259,2298,140,195,335,670,1,670,1,670,1,1,1
18,2365,2392,2434,135,210,345,670,1,665,1,680,1,1,1
19,2498,2526,2566,140,200,340,665,1,670,1,660,1,1,1
20,2632,2660,2700,140,200,340,670,1,670,1,670,1,1,1
21,2765,2792,2834,135,210,345,665,1,660,1,670,1,1,1
22,2898,2925,2966,135,205,340,665,1,665,1,660,1,1,1
23,3031,3059,3100,140,205,345,665,1,670,1,670,1,1,1
24,3165,3193,3233,140,200,340,670,1,670,1,665,1,1,1
25,3299,3327,3367,140,200,340,670,1,670,1,670,1,1,1
26,3433,3461,3503,140,210,350,670,1,670,1,680,1,1,1
27,3568,3596,3638,140,210,350,675,1,675,1,675,1,1,1
28,3704,3731,3773,135,210,345,680,1,675,1,675,1,1,1
29,3838,3866,3907,140,205,345,670,1,675,1,670,1,1,1
30,3972,4000,4039,140,195,335,670,1,670,1,660,1,1,1
31,4107,4134,4173,135,195,330,675,1,670,1,670,1,1,1
32,4240,4268,4309,140,205,345,665,1,670,1,680,1,1,1
33,4374,4401,4441,135,200,335,670,1,665,1,660,1,1,1
34,4508,4535,4575,135,200,335,670,1,670,1,670,1,1,1
35,4642,4670,4710,140,200,340,670,1,675,1,675,1,1,1
36,4774,4803,4842,145,195,340,660,1,665,1,660,1,1,1
37,4907,4936,4975,145,195,340,665,1,665,1,665,1,1,1
38,5037,5065,5107,140,210,350,650,1,645,1,660,1,1,1
39,5166,5194,5236,140,210,350,645,1,645,1,645,1,1,1
40,5294,5321,5363,135,210,345,640,1,635,1,635,1,1,1
41,5422,5450,5489,140,195,335,640,1,645,1,630,1,1,1
42,5549,5577,5618,140,205,345,635,1,635,1,645,1,1,1
43,5675,5703,5743,140,200,340,630,1,630,1,625,1,1,1
44,5799,5827,5869,140,210,350,620,1,620,1,630,1,1,1
45,5924,5952,5992,140,200,340,625,1,625,1,615,1,1,1
46,6048,6075,6115,135,200,335,620,1,615,1,615,1,1,1
47,6172,6199,6238,135,195,330,620,1,620,1,615,1,1,1
48,6295,6322,6362,135,200,335,615,1,615,1,620,1,1,1
49,6418,6445,6487,135,210,345,615,1,615,1,625,1,1,1
50,6541,6567,6611,130,220,350,615,1,610,1,620,1,1,1
51,6663,6691,6733,140,210,350,610,1,620,1,610,1,1,1
52,6786,6814,6854,140,200,340,615,1,615,1,605,1,1,1
53,6909,6936,6978,135,210,345,615,1,610,1,620,1,1,1
54,7033,7059,7101,130,210,340,620,1,615,1,615,1,1,1
55,7157,7184,7225,135,205,340,620,1,625,1,620,1,1,1
56,7284,7311,7353,135,210,345,635,1,635,1,640,1,1,1
57,7411,7437,7481,130,220,350,635,1,630,1,640,1,1,1
58,7538,7565,7604,135,195,330,635,1,640,1,615,1,1,1
59,7665,7691,7733,130,210,340,635,1,630,1,645,1,1,1
60,7793,7820,7861,135,205,340,640,1,645,1,640,1,1,1
61,7922,7948,7988,130,200,330,645,1,640,1,635,1,1,1
62,8052,8078,8118,130,200,330,650,1,650,1,650,1,1,1
63,8184,8210,8251,130,205,335,660,1,660,1,665,1,1,1
64,8315,8342,8381,135,195,330,655,1,660,1,650,1,1,1
65,8446,8472,8519,130,235,365,655,1,650,1,690,1,1,0
66,8576,8602,8643,130,205,335,650,1,650,1,620,1,1,1
67,8707,8733,8773,130,200,330,655,1,655,1,650,1,1,1
68,8837,8863,8905,130,210,340,650,1,650,1,660,1,1,1
69,8968,8994,9034,130,200,330,655,1,655,1,645,1,1,1
70,9099,9126,9166,135,200,335,655,1,660,1,660,1,1,1
71,9227,9253,9298,130,225,355,640,1,635,1,660,1,1,1
72,9359,9384,9426,125,210,335,660,1,655,1,640,1,1,1
73,9490,9516,9558,130,210,340,655,1,660,1,660,1,1,1
74,9619,9647,9687,140,200,340,645,1,655,1,645,1,1,1
75,9749,9776,9818,135,210,345,650,1,645,1,655,1,1,1
76,9879,9906,9947,135,205,340,650,1,650,1,645,1,1,1
77,10011,10037,10079,130,210,340,660,1,655,1,660,1,1,1
78,10144,10171,10215,135,220,355,665,1,670,1,680,1,1,1
79,10280,10306,10350,130,220,350,680,1,675,1,675,1,1,1
80,10416,10443,10486,135,215,350,680,1,685,1,680,1,1,1
81,10552,10580,10622,140,210,350,680,1,685,1,680,1,1,1
82,10688,10715,10757,135,210,345,680,1,675,1,675,1,1,1
83,10826,10854,10910,140,280,420,690,1,695,1,765,0,1,0
84,10964,10992,11034,140,210,350,690,1,690,1,620,1,1,1
85,11100,11127,11169,135,210,345,680,1,675,1,675,1,1,1
86,11235,11262,11305,135,215,350,675,1,675,1,680,1,1,1
87,11368,11396,11437,140,205,345,665,1,670,1,660,1,1,1
88,11501,11529,11571,140,210,350,665,1,665,1,670,1,1,1
89,11634,11662,11704,140,210,350,665,1,665,1,665,1,1,1
90,11766,11793,11834,135,205,340,660,1,655,1,650,1,1,1
91,11897,11925,11968,140,215,355,655,1,660,1,670,1,1,1
92,12028,12056,12098,140,210,350,655,1,655,1,650,1,1,1
93,12159,12186,12228,135,210,345,655,1,650,1,650,1,1,1
94,12289,12317,12359,140,210,350,650,1,655,1,655,1,1,1
95,12420,12447,12488,135,205,340,655,1,650,1,645,1,1,1
96,12549,12578,12620,145,210,355,645,1,655,1,660,1,1,1
97,12679,12707,12749,140,210,350,650,1,645,1,645,1,1,1
98,12808,12837,12877,145,200,345,645,1,650,1,640,1,1,1
99,12937,12965,13018,140,265,405,645,1,640,1,705,1,1,0
100,13066,13094,13134,140,200,340,645,1,645,1,580,0,1,1
101,13197,13225,13267,140,210,350,655,1,655,1,665,1,1,1
102,13327,13355,13397,140,210,350,650,1,650,1,650,1,1,1
103,13457,13486,13528,145,210,355,650,1,655,1,655,1,1,1
104,13588,13617,13670,145,265,410,655,1,655,1,710,1,1,0
105,13719,13747,13789,140,210,350,655,1,650,1,595,1,1,1
106,13849,13877,13918,140,205,345,650,1,650,1,645,1,1,1
107,13977,14005,14046,140,205,345,640,1,640,1,640,1,1,1
108,14103,14131,14173,140,210,350,630,1,630,1,635,1,1,1
109,14229,14257,14301,140,220,360,630,1,630,1,640,1,1,1
110,14354,14383,14422,145,195,340,625,1,630,1,605,1,1,1
111,14480,14508,14548,140,200,340,630,1,625,1,630,1,1,1
112,14604,14633,14676,145,215,360,620,1,625,1,640,1,1,1
113,14728,14757,14800,145,215,360,620,1,620,1,620,1,1,1
114,14854,14883,14922,145,195,340,630,1,630,1,610,1,1,1
115,14980,15008,15053,140,225,365,630,1,625,1,655,1,1,1
116,15106,15135,15175,145,200,345,630,1,635,1,610,1,1,1
117,15231,15259,15301,140,210,350,625,1,620,1,630,1,1,1
118,15356,15384,15426,140,210,350,625,1,625,1,625,1,1,1
119,15482,15510,15552,140,210,350,630,1,630,1,630,1,1,1
