"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,42,47,89,25,210,235,NA,1,NA,1,NA,1,1,1
2,142,183,224,205,205,410,500,0,680,1,675,1,0,1
3,282,318,372,180,270,450,700,1,675,1,740,1,1,1
4,419,456,499,185,215,400,685,1,690,1,635,1,1,1
5,550,587,631,185,220,405,655,1,655,1,660,1,1,1
6,684,721,766,185,225,410,670,1,670,1,675,1,1,1
7,824,860,918,180,290,470,700,1,695,1,760,1,1,0
8,964,1000,1045,180,225,405,700,1,700,1,635,1,1,1
9,1101,1139,1193,190,270,460,685,1,695,1,740,1,1,1
10,1243,1280,1329,185,245,430,710,1,705,1,680,1,1,1
11,1382,1421,1458,195,185,380,695,1,705,1,645,1,1,1
12,1515,1555,1603,200,240,440,665,1,670,1,725,1,1,1
13,1648,1686,1731,190,225,415,665,1,655,1,640,1,1,1
14,1782,1818,1862,180,220,400,670,1,660,1,655,1,1,1
15,1916,1954,1996,190,210,400,670,1,680,1,670,1,1,1
16,2052,2089,2132,185,215,400,680,1,675,1,680,1,1,1
17,2186,2221,2268,175,235,410,670,1,660,1,680,1,1,1
18,2325,2362,2407,185,225,410,695,1,705,1,695,1,1,1
19,2465,2502,2541,185,195,380,700,1,700,1,670,1,1,1
20,2603,2640,2706,185,330,515,690,1,690,1,825,0,1,0
21,2741,2778,2848,185,350,535,690,1,690,1,710,1,1,0
22,2885,2922,2963,185,205,390,720,1,720,1,575,0,1,1
23,3023,3062,3109,195,235,430,690,1,700,1,730,1,1,1
24,3159,3198,3253,195,275,470,680,1,680,1,720,1,1,1
25,3297,3334,3383,185,245,430,690,1,680,1,650,1,1,1
26,3430,3469,3522,195,265,460,665,1,675,1,695,1,1,1
27,3562,3600,3638,190,190,380,660,1,655,1,580,0,1,1
28,3696,3731,3777,175,230,405,670,1,655,1,695,1,1,1
29,3827,3865,3909,190,220,410,655,1,670,1,660,1,1,1
30,3955,3993,4043,190,250,440,640,1,640,1,670,1,1,1
31,4084,4122,4164,190,210,400,645,1,645,1,605,1,1,1
32,4216,4254,4319,190,325,515,660,1,660,1,775,1,1,0
33,4349,4384,4429,175,225,400,665,1,650,1,550,0,1,1
34,4479,4518,4560,195,210,405,650,1,670,1,655,1,1,1
35,4616,4653,4697,185,220,405,685,1,675,1,685,1,1,1
36,4753,4790,4838,185,240,425,685,1,685,1,705,1,1,1
37,4888,4927,4974,195,235,430,675,1,685,1,680,1,1,1
38,5025,5063,5106,190,215,405,685,1,680,1,660,1,1,1
39,5164,5202,5256,190,270,460,695,1,695,1,750,1,1,1
40,5299,5339,5391,200,260,460,675,1,685,1,675,1,1,1
41,5431,5470,5516,195,230,425,660,1,655,1,625,1,1,1
42,5565,5604,5647,195,215,410,670,1,670,1,655,1,1,1
43,5696,5734,5780,190,230,420,655,1,650,1,665,1,1,1
44,5825,5863,5902,190,195,385,645,1,645,1,610,1,1,1
45,5958,5995,6049,185,270,455,665,1,660,1,735,1,1,1
46,6091,6129,6172,190,215,405,665,1,670,1,615,1,1,1
47,6223,6261,6300,190,195,385,660,1,660,1,640,1,1,1
48,6357,6395,6437,190,210,400,670,1,670,1,685,1,1,1
49,6495,6532,6581,185,245,430,690,1,685,1,720,1,1,1
50,6634,6671,6729,185,290,475,695,1,695,1,740,1,1,0
51,6769,6808,6850,195,210,405,675,1,685,1,605,1,1,1
52,6911,6947,6997,180,250,430,710,1,695,1,735,1,1,1
53,7046,7085,7129,195,220,415,675,1,690,1,660,1,1,1
54,7177,7214,7258,185,220,405,655,1,645,1,645,1,1,1
55,7310,7346,7388,180,210,390,665,1,660,1,650,1,1,1
56,7445,7483,7522,190,195,385,675,1,685,1,670,1,1,1
57,7577,7613,7656,180,215,395,660,1,650,1,670,1,1,1
58,7710,7747,7788,185,205,390,665,1,670,1,660,1,1,1
59,7852,7887,7935,175,240,415,710,1,700,1,735,1,1,1
60,7998,8036,8085,190,245,435,730,0,745,0,750,1,1,1
61,8140,8177,8230,185,265,450,710,1,705,1,725,1,1,1
62,8279,8317,8362,190,225,415,695,1,700,1,660,1,1,1
