"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,32,71,104,195,165,360,NA,1,NA,1,NA,1,1,1
2,170,207,252,185,225,410,690,1,680,1,740,0,1,1
3,306,346,387,200,205,405,680,1,695,1,675,1,1,1
4,440,477,514,185,185,370,670,1,655,1,635,1,1,1
5,573,610,660,185,250,435,665,1,665,1,730,1,1,1
6,706,746,786,200,200,400,665,1,680,1,630,1,1,1
7,838,876,912,190,180,370,660,1,650,1,630,1,1,1
8,965,1004,1043,195,195,390,635,1,640,1,655,1,1,1
9,1096,1136,1170,200,170,370,655,1,660,1,635,1,1,1
10,1227,1266,1305,195,195,390,655,1,650,1,675,1,1,1
11,1357,1395,1430,190,175,365,650,1,645,1,625,1,1,1
12,1492,1529,1571,185,210,395,675,1,670,1,705,1,1,1
13,1627,1665,1709,190,220,410,675,1,680,1,690,1,1,1
14,1766,1803,1846,185,215,400,695,1,690,1,685,1,1,1
15,1903,1941,1978,190,185,375,685,1,690,1,660,1,1,1
16,2037,2077,2111,200,170,370,670,1,680,1,665,1,1,1
17,2166,2206,2244,200,190,390,645,1,645,1,665,1,1,1
18,2297,2338,2380,205,210,415,655,1,660,1,680,1,1,1
19,2431,2469,2508,190,195,385,670,1,655,1,640,1,1,1
20,2562,2599,2646,185,235,420,655,1,650,1,690,1,1,1
21,2693,2733,2770,200,185,385,655,1,670,1,620,1,1,1
22,2822,2862,2900,200,190,390,645,1,645,1,650,1,1,1
23,2955,2993,3039,190,230,420,665,1,655,1,695,1,1,1
26,3211,3252,3291,205,195,400,1280,0,1295,0,1260,0,1,1
27,3344,3383,3420,195,185,380,665,1,655,1,645,1,1,1
28,3478,3517,3563,195,230,425,670,1,670,1,715,1,1,1
29,3613,3654,3690,205,180,385,675,1,685,1,635,1,1,1
30,3748,3787,3827,195,200,395,675,1,665,1,685,1,1,1
31,3877,3918,3955,205,185,390,645,1,655,1,640,1,1,1
32,4006,4046,4085,200,195,395,645,1,640,1,650,1,1,1
33,4135,4175,4212,200,185,385,645,1,645,1,635,1,1,1
34,4264,4304,4346,200,210,410,645,1,645,1,670,1,1,1
35,4392,4431,4471,195,200,395,640,1,635,1,625,1,1,1
36,4521,4561,4600,200,195,395,645,1,650,1,645,1,1,1
37,4653,4691,4733,190,210,400,660,1,650,1,665,1,1,1
38,4784,4824,4859,200,175,375,655,1,665,1,630,1,1,1
39,4913,4952,4993,195,205,400,645,1,640,1,670,1,1,1
40,5045,5084,5125,195,205,400,660,1,660,1,660,1,1,1
41,5182,5221,5260,195,195,390,685,1,685,1,675,1,1,1
42,5319,5359,5401,200,210,410,685,1,690,1,705,1,1,1
43,5454,5493,5532,195,195,390,675,1,670,1,655,1,1,1
44,5590,5630,5668,200,190,390,680,1,685,1,680,1,1,1
45,5725,5766,5806,205,200,405,675,1,680,1,690,1,1,1
46,5860,5899,5935,195,180,375,675,1,665,1,645,1,1,1
47,5987,6029,6062,210,165,375,635,1,650,1,635,1,1,1
48,6115,6155,6193,200,190,390,640,1,630,1,655,1,1,1
49,6245,6284,6322,195,190,385,650,1,645,1,645,1,1,1
50,6375,6415,6464,200,245,445,650,1,655,1,710,1,1,1
51,6508,6545,6587,185,210,395,665,1,650,1,615,1,1,1
52,6645,6682,6725,185,215,400,685,1,685,1,690,1,1,1
53,6791,6829,6867,190,190,380,730,0,735,0,710,1,1,1
54,6936,6974,7012,190,190,380,725,0,725,0,725,1,1,1
55,7077,7116,7160,195,220,415,705,1,710,1,740,0,1,1
56,7216,7255,7294,195,195,390,695,1,695,1,670,1,1,1
57,7353,7393,7431,200,190,390,685,1,690,1,685,1,1,1
58,7489,7529,7574,200,225,425,680,1,680,1,715,1,1,1
59,7625,7664,7704,195,200,395,680,1,675,1,650,1,1,1
60,7759,7799,7838,200,195,395,670,1,675,1,670,1,1,1
61,7892,7932,7971,200,195,395,665,1,665,1,665,1,1,1
62,8024,8065,8100,205,175,380,660,1,665,1,645,1,1,1
63,8151,8192,8228,205,180,385,635,1,635,1,640,1,1,1
64,8284,8324,8362,200,190,390,665,1,660,1,670,1,1,1
65,8416,8455,8495,195,200,395,660,1,655,1,665,1,1,1
66,8550,8590,8634,200,220,420,670,1,675,1,695,1,1,1
67,8689,8727,8769,190,210,400,695,1,685,1,675,1,1,1
68,8833,8870,8908,185,190,375,720,0,715,1,695,1,1,1
69,8972,9012,9050,200,190,390,695,1,710,1,710,1,1,1
70,9106,9147,9187,205,200,405,670,1,675,1,685,1,1,1
71,9241,9282,9325,205,215,420,675,1,675,1,690,1,1,1
72,9375,9414,9457,195,215,410,670,1,660,1,660,1,1,1
73,9506,9545,9590,195,225,420,655,1,655,1,665,1,1,1
74,9637,9677,9717,200,200,400,655,1,660,1,635,1,1,1
75,9755,9807,9844,260,185,445,590,0,650,1,635,1,0,1
76,9896,9938,9975,210,185,395,705,1,655,1,655,1,1,1
79,10166,10203,10249,185,230,415,1350,0,1325,0,1370,0,1,1
80,10299,10338,10384,195,230,425,665,1,675,1,675,1,1,1
81,10436,10475,10518,195,215,410,685,1,685,1,670,1,1,1
82,10566,10608,10647,210,195,405,650,1,665,1,645,1,1,1
83,10700,10741,10778,205,185,390,670,1,665,1,655,1,1,1
84,10832,10871,10916,195,225,420,660,1,650,1,690,1,1,1
85,10963,11001,11046,190,225,415,655,1,650,1,650,1,1,1
86,11093,11131,11171,190,200,390,650,1,650,1,625,1,1,1
87,11219,11260,11297,205,185,390,630,1,645,1,630,1,1,1
88,11346,11385,11421,195,180,375,635,1,625,1,620,1,1,1
89,11472,11511,11552,195,205,400,630,1,630,1,655,1,1,1
90,11602,11640,11682,190,210,400,650,1,645,1,650,1,1,1
91,11732,11770,11816,190,230,420,650,1,650,1,670,1,1,1
92,11865,11902,11950,185,240,425,665,1,660,1,670,1,1,1
93,11999,12038,12075,195,185,380,670,1,680,1,625,1,1,1
94,12130,12169,12207,195,190,385,655,1,655,1,660,1,1,1
95,12262,12302,12340,200,190,390,660,1,665,1,665,1,1,1
96,12394,12434,12472,200,190,390,660,1,660,1,660,1,1,1
97,12526,12565,12600,195,175,370,660,1,655,1,640,1,1,1
98,12658,12697,12736,195,195,390,660,1,660,1,680,1,1,1
99,12786,12826,12873,200,235,435,640,1,645,1,685,1,1,1
100,12916,12956,12997,200,205,405,650,1,650,1,620,1,1,1
101,13044,13082,13121,190,195,385,640,1,630,1,620,1,1,1
102,13172,13211,13250,195,195,390,640,1,645,1,645,1,1,1
103,13302,13340,13387,190,235,425,650,1,645,1,685,1,1,1
104,13431,13469,13513,190,220,410,645,1,645,1,630,1,1,1
105,13562,13600,13638,190,190,380,655,1,655,1,625,1,1,1
106,13692,13730,13773,190,215,405,650,1,650,1,675,1,1,1
107,13827,13864,13904,185,200,385,675,1,670,1,655,1,1,1
108,13963,14001,14038,190,185,375,680,1,685,1,670,1,1,1
109,14101,14140,14197,195,285,480,690,1,695,1,795,0,1,0
110,14241,14279,14322,190,215,405,700,1,695,1,625,1,1,1
111,14374,14414,14450,200,180,380,665,1,675,1,640,1,1,1
112,14506,14546,14586,200,200,400,660,1,660,1,680,1,1,1
113,14638,14677,14720,195,215,410,660,1,655,1,670,1,1,1
114,14772,14811,14854,195,215,410,670,1,670,1,670,1,1,1
115,14905,14945,14992,200,235,435,665,1,670,1,690,1,1,1
116,15040,15079,15119,195,200,395,675,1,670,1,635,1,1,1
117,15169,15211,15245,210,170,380,645,1,660,1,630,1,1,1
118,15302,15340,15381,190,205,395,665,1,645,1,680,1,1,1
119,15434,15474,15515,200,205,405,660,1,670,1,670,1,1,1
120,15566,15603,15646,185,215,400,660,1,645,1,655,1,1,1
121,15699,15738,15779,195,205,400,665,1,675,1,665,1,1,1
122,15832,15870,15909,190,195,385,665,1,660,1,650,1,1,1
123,15962,16002,16043,200,205,405,650,1,660,1,670,1,1,1
124,16094,16134,16176,200,210,410,660,1,660,1,665,1,1,1
125,16228,16269,16309,205,200,405,670,1,675,1,665,1,1,1
126,16364,16403,16448,195,225,420,680,1,670,1,695,1,1,1
127,16499,16538,16583,195,225,420,675,1,675,1,675,1,1,1
