"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,20,54,120,170,330,500,NA,1,NA,1,NA,1,1,1
2,151,186,234,175,240,415,655,0,660,1,570,0,1,1
3,292,324,373,160,245,405,705,1,690,1,695,1,0,1
4,442,474,545,160,355,515,750,1,750,1,860,1,0,1
5,595,629,689,170,300,470,765,1,775,1,720,1,1,1
6,753,788,851,175,315,490,790,1,795,1,810,1,1,1
7,906,939,999,165,300,465,765,1,755,1,740,1,0,1
8,1068,1102,1179,170,385,555,810,1,815,1,900,1,1,1
9,1230,1265,1325,175,300,475,810,1,815,1,730,1,1,1
10,1375,1411,1461,180,250,430,725,1,730,1,680,1,1,1
11,1522,1557,1614,175,285,460,735,1,730,1,765,1,1,1
12,1676,1710,1778,170,340,510,770,1,765,1,820,1,1,1
13,1828,1863,1909,175,230,405,760,1,765,1,655,1,1,1
14,1968,2004,2058,180,270,450,700,1,705,1,745,1,1,1
15,2100,2136,2195,180,295,475,660,0,660,1,685,1,1,1
16,2236,2271,2331,175,300,475,680,1,675,1,680,1,1,1
17,2370,2404,2459,170,275,445,670,0,665,1,640,1,1,1
18,2503,2538,2591,175,265,440,665,0,670,1,660,1,1,1
19,2647,2681,2740,170,295,465,720,1,715,1,745,1,1,1
20,2800,2834,2900,170,330,500,765,1,765,1,800,1,1,1
21,2957,2993,3062,180,345,525,785,1,795,1,810,1,1,1
22,3115,3151,3215,180,320,500,790,1,790,1,765,1,1,1
23,3278,3312,3380,170,340,510,815,1,805,1,825,1,1,1
24,3437,3472,3552,175,400,575,795,1,800,1,860,1,1,1
25,3594,3631,3700,185,345,530,785,1,795,1,740,1,1,1
26,3746,3781,3846,175,325,500,760,1,750,1,730,1,1,1
27,3898,3932,3994,170,310,480,760,1,755,1,740,1,1,1
28,4053,4089,4139,180,250,430,775,1,785,1,725,1,1,1
29,4199,4234,4300,175,330,505,730,1,725,1,805,1,1,1
30,4350,4386,4458,180,360,540,755,1,760,1,790,1,1,1
32,4518,4551,4614,165,315,480,840,1,825,1,780,1,0,1
33,4674,4709,4778,175,345,520,780,1,790,1,820,1,1,1
34,4833,4867,4937,170,350,520,795,1,790,1,795,1,1,1
36,4999,5034,5110,175,380,555,830,1,835,1,865,1,1,1
38,5172,5207,5281,175,370,545,865,1,865,1,855,1,1,1
40,5340,5376,5442,180,330,510,840,1,845,1,805,1,1,1
41,5499,5535,5608,180,365,545,795,1,795,1,830,1,1,1
42,5662,5696,5768,170,360,530,815,1,805,1,800,1,1,1
44,5827,5862,5923,175,305,480,825,1,830,1,775,1,1,1
45,5991,6027,6093,180,330,510,820,1,825,1,850,1,1,1
48,6299,6334,6391,175,285,460,1540,0,1535,0,1490,0,1,1
49,6459,6493,6555,170,310,480,800,1,795,1,820,1,1,1
50,6614,6651,6714,185,315,500,775,1,790,1,795,1,1,1
51,6764,6800,6863,180,315,495,750,1,745,1,745,1,1,1
53,6926,6959,7040,165,405,570,810,1,795,1,885,1,0,1
55,7093,7127,7199,170,360,530,835,1,840,1,795,1,1,1
56,7254,7290,7355,180,325,505,805,1,815,1,780,1,1,1
57,7403,7439,7505,180,330,510,745,1,745,1,750,1,1,1
58,7561,7596,7664,175,340,515,790,1,785,1,795,1,1,1
59,7721,7756,7819,175,315,490,800,1,800,1,775,1,1,1
60,7876,7912,7983,180,355,535,775,1,780,1,820,1,1,1
61,8024,8060,8125,180,325,505,740,1,740,1,710,1,1,1
62,8181,8216,8289,175,365,540,785,1,780,1,820,1,1,1
64,8346,8380,8447,170,335,505,825,1,820,1,790,1,1,1
65,8498,8535,8604,185,345,530,760,1,775,1,785,1,1,1
66,8646,8682,8737,180,275,455,740,1,735,1,665,1,1,1
67,8800,8834,8899,170,325,495,770,1,760,1,810,1,1,1
68,8959,8994,9063,175,345,520,795,1,800,1,820,1,1,1
69,9110,9146,9196,180,250,430,755,1,760,1,665,1,1,1
70,9250,9285,9349,175,320,495,700,1,695,1,765,1,1,1
72,9411,9445,9509,170,320,490,805,1,800,1,800,1,1,1
73,9575,9609,9680,170,355,525,820,1,820,1,855,1,1,1
74,9735,9771,9837,180,330,510,800,1,810,1,785,1,1,1
75,9887,9923,9994,180,355,535,760,1,760,1,785,1,1,1
76,10046,10081,10146,175,325,500,795,1,790,1,760,1,1,1
77,10206,10242,10314,180,360,540,800,1,805,1,840,1,1,1
78,10365,10402,10463,185,305,490,795,1,800,1,745,1,1,1
79,10508,10544,10598,180,270,450,715,1,710,1,675,1,1,1
80,10649,10685,10749,180,320,500,705,1,705,1,755,1,1,1
81,10798,10832,10892,170,300,470,745,1,735,1,715,1,1,1
82,10955,10990,11062,175,360,535,785,1,790,1,850,1,1,1
83,11113,11150,11214,185,320,505,790,1,800,1,760,1,1,1
84,11264,11300,11374,180,370,550,755,1,750,1,800,1,1,1
85,11416,11452,11520,180,340,520,760,1,760,1,730,1,1,1
87,11576,11611,11678,175,335,510,800,1,795,1,790,1,1,1
89,11738,11773,11839,175,330,505,810,1,810,1,805,1,1,1
90,11890,11925,11989,175,320,495,760,1,760,1,750,1,1,1
91,12053,12088,12155,175,335,510,815,1,815,1,830,1,1,1
93,12216,12251,12318,175,335,510,815,1,815,1,815,1,1,1
94,12370,12406,12470,180,320,500,770,1,775,1,760,1,1,1
95,12518,12554,12619,180,325,505,740,1,740,1,745,1,1,1
96,12673,12709,12765,180,280,460,775,1,775,1,730,1,1,1
97,12829,12864,12924,175,300,475,780,1,775,1,795,1,1,1
98,12980,13017,13079,185,310,495,755,1,765,1,775,1,1,1
99,13133,13169,13229,180,300,480,765,1,760,1,750,1,1,1
100,13290,13325,13391,175,330,505,785,1,780,1,810,1,1,1
101,13450,13487,13548,185,305,490,800,1,810,1,785,1,1,1
102,13595,13632,13691,185,295,480,725,1,725,1,715,1,1,1
103,13747,13782,13847,175,325,500,760,1,750,1,780,1,1,1
104,13902,13937,14005,175,340,515,775,1,775,1,790,1,1,1
105,14061,14097,14161,180,320,500,795,1,800,1,780,1,1,1
106,14213,14248,14317,175,345,520,760,1,755,1,780,1,1,1
107,14371,14406,14480,175,370,545,790,1,790,1,815,1,1,1
109,14535,14571,14634,180,315,495,820,1,825,1,770,1,1,1
110,14689,14725,14790,180,325,505,770,1,770,1,780,1,1,1
111,14843,14879,14937,180,290,470,770,1,770,1,735,1,1,1
