"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
2,93,126,174,165,240,405,NA,1,NA,1,NA,1,1,1
3,227,261,307,170,230,400,670,1,675,1,665,1,1,1
4,363,398,445,175,235,410,680,1,685,1,690,1,1,1
5,494,528,576,170,240,410,655,1,650,1,655,1,1,1
6,634,668,725,170,285,455,700,1,700,1,745,1,1,1
7,775,809,859,170,250,420,705,1,705,1,670,1,1,1
8,914,949,996,175,235,410,695,1,700,1,685,1,1,1
9,1044,1079,1126,175,235,410,650,1,650,1,650,1,1,1
10,1175,1209,1258,170,245,415,655,1,650,1,660,1,1,1
11,1305,1339,1385,170,230,400,650,1,650,1,635,1,1,1
12,1431,1467,1512,180,225,405,630,1,640,1,635,1,1,1
13,1553,1589,1633,180,220,400,610,1,610,1,605,1,1,1
14,1680,1714,1763,170,245,415,635,1,625,1,650,1,1,1
15,1806,1841,1887,175,230,405,630,1,635,1,620,1,1,1
16,1936,1971,2032,175,305,480,650,1,650,1,725,1,1,0
17,2065,2099,2144,170,225,395,645,1,640,1,560,1,1,1
18,2196,2230,2275,170,225,395,655,1,655,1,655,1,1,1
19,2332,2367,2416,175,245,420,680,1,685,1,705,1,1,1
20,2470,2504,2551,170,235,405,690,1,685,1,675,1,1,1
21,2600,2634,2679,170,225,395,650,1,650,1,640,1,1,1
22,2728,2764,2810,180,230,410,640,1,650,1,655,1,1,1
23,2861,2895,2946,170,255,425,665,1,655,1,680,1,1,1
24,2996,3030,3078,170,240,410,675,1,675,1,660,1,1,1
25,3132,3167,3212,175,225,400,680,1,685,1,670,1,1,1
26,3267,3302,3350,175,240,415,675,1,675,1,690,1,1,1
27,3406,3440,3488,170,240,410,695,1,690,1,690,1,1,1
28,3542,3577,3637,175,300,475,680,1,685,1,745,1,1,0
29,3678,3714,3777,180,315,495,680,1,685,1,700,1,1,0
30,3805,3842,3884,185,210,395,635,1,640,1,535,1,1,1
31,3930,3964,4013,170,245,415,625,1,610,1,645,1,1,1
32,4062,4097,4148,175,255,430,660,1,665,1,675,1,1,1
33,4194,4229,4276,175,235,410,660,1,660,1,640,1,1,1
34,4321,4357,4402,180,225,405,635,1,640,1,630,1,1,1
35,4448,4483,4530,175,235,410,635,1,630,1,640,1,1,1
36,4580,4615,4663,175,240,415,660,1,660,1,665,1,1,1
37,4713,4747,4795,170,240,410,665,1,660,1,660,1,1,1
38,4843,4878,4927,175,245,420,650,1,655,1,660,1,1,1
39,4971,5005,5052,170,235,405,640,1,635,1,625,1,1,1
40,5105,5139,5185,170,230,400,670,1,670,1,665,1,1,1
41,5238,5272,5322,170,250,420,665,1,665,1,685,1,1,1
42,5371,5406,5450,175,220,395,665,1,670,1,640,1,1,1
43,5496,5532,5582,180,250,430,625,1,630,1,660,1,1,1
44,5627,5661,5711,170,250,420,655,1,645,1,645,1,1,1
45,5761,5796,5844,175,240,415,670,1,675,1,665,1,1,1
46,5899,5934,5985,175,255,430,690,1,690,1,705,1,1,1
47,6032,6068,6110,180,210,390,665,1,670,1,625,1,1,1
48,6168,6203,6255,175,260,435,680,1,675,1,725,1,1,1
49,6303,6339,6385,180,230,410,675,1,680,1,650,1,1,1
50,6439,6475,6520,180,225,405,680,1,680,1,675,1,1,1
51,6565,6601,6648,180,235,415,630,1,630,1,640,1,1,1
52,6695,6730,6782,175,260,435,650,1,645,1,670,1,1,1
53,6828,6862,6912,170,250,420,665,1,660,1,650,1,1,1
54,6966,7002,7047,180,225,405,690,1,700,1,675,1,1,1
55,7096,7132,7179,180,235,415,650,1,650,1,660,1,1,1
56,7227,7262,7310,175,240,415,655,1,650,1,655,1,1,1
57,7356,7392,7443,180,255,435,645,1,650,1,665,1,1,1
58,7483,7520,7563,185,215,400,635,1,640,1,600,1,1,1
59,7606,7641,7688,175,235,410,615,1,605,1,625,1,1,1
60,7732,7768,7817,180,245,425,630,1,635,1,645,1,1,1
61,7858,7893,7938,175,225,400,630,1,625,1,605,1,1,1
62,7977,8013,8056,180,215,395,595,1,600,1,590,1,1,1
63,8094,8129,8173,175,220,395,585,1,580,1,585,1,1,1
64,8216,8250,8297,170,235,405,610,1,605,1,620,1,1,1
65,8342,8377,8417,175,200,375,630,1,635,1,600,1,1,1
66,8472,8509,8551,185,210,395,650,1,660,1,670,1,1,1
67,8596,8633,8673,185,200,385,620,1,620,1,610,1,1,1
68,8721,8757,8801,180,220,400,625,1,620,1,640,1,1,1
69,8846,8882,8922,180,200,380,625,1,625,1,605,1,1,1
70,8977,9012,9059,175,235,410,655,1,650,1,685,1,1,1
71,9108,9145,9191,185,230,415,655,1,665,1,660,1,1,1
72,9233,9270,9313,185,215,400,625,1,625,1,610,1,1,1
73,9354,9390,9435,180,225,405,605,1,600,1,610,1,1,1
74,9480,9514,9566,170,260,430,630,1,620,1,655,1,1,1
75,9617,9652,9700,175,240,415,685,1,690,1,670,1,1,1
76,9757,9792,9839,175,235,410,700,1,700,1,695,1,1,1
77,9889,9924,9967,175,215,390,660,1,660,1,640,1,1,1
78,10003,10054,10103,255,245,500,570,1,650,1,680,1,0,1
79,10173,10188,10235,75,235,310,850,0,670,1,660,1,0,1
80,10265,10321,10372,280,255,535,460,0,665,1,685,1,0,1
81,10410,10451,10499,205,240,445,725,1,650,1,635,1,0,1
82,10549,10585,10640,180,275,455,695,1,670,1,705,1,1,1
83,10689,10726,10775,185,245,430,700,1,705,1,675,1,1,1
84,10824,10860,10917,180,285,465,675,1,670,1,710,1,1,1
85,10963,10998,11050,175,260,435,695,1,690,1,665,1,1,1
86,11104,11140,11190,180,250,430,705,1,710,1,700,1,1,1
87,11243,11276,11345,165,345,510,695,1,680,1,775,0,0,0
88,11383,11418,11471,175,265,440,700,1,710,1,630,1,1,1
89,11512,11550,11592,190,210,400,645,1,660,1,605,1,0,1
91,11755,11793,11838,190,225,415,1215,0,1215,0,1230,0,0,1
92,11876,11912,11955,180,215,395,605,1,595,1,585,1,1,1
93,11997,12033,12079,180,230,410,605,1,605,1,620,1,1,1
94,12123,12159,12208,180,245,425,630,1,630,1,645,1,1,1
95,12254,12290,12339,180,245,425,655,1,655,1,655,1,1,1
96,12383,12419,12467,180,240,420,645,1,645,1,640,1,1,1
97,12521,12558,12622,185,320,505,690,1,695,1,775,0,1,0
98,12661,12698,12755,185,285,470,700,1,700,1,665,1,1,1
99,12798,12836,12883,190,235,425,685,1,690,1,640,1,0,1
100,12929,12965,13016,180,255,435,655,1,645,1,665,1,1,1
101,13063,13099,13147,180,240,420,670,1,670,1,655,1,1,1
102,13196,13233,13282,185,245,430,665,1,670,1,675,1,1,1
103,13331,13368,13416,185,240,425,675,1,675,1,670,1,1,1
104,13459,13495,13540,180,225,405,640,1,635,1,620,1,1,1
105,13591,13626,13684,175,290,465,660,1,655,1,720,1,1,0
106,13729,13765,13815,180,250,430,690,1,695,1,655,1,1,1
107,13870,13907,13959,185,260,445,705,1,710,1,720,1,1,1
108,14003,14040,14081,185,205,390,665,1,665,1,610,1,1,1
109,14135,14172,14222,185,250,435,660,1,660,1,705,1,1,1
110,14272,14308,14379,180,355,535,685,1,680,1,785,0,1,0
111,14414,14452,14521,190,345,535,710,1,720,1,710,1,0,0
112,14553,14591,14637,190,230,420,695,1,695,1,580,1,0,1
