"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
3,268,305,365,185,300,485,NA,1,NA,1,NA,1,1,1
4,427,465,533,190,340,530,795,1,800,1,840,0,1,1
5,583,624,685,205,305,510,780,1,795,1,760,1,0,1
6,739,777,844,190,335,525,780,1,765,1,795,1,1,1
7,896,934,1000,190,330,520,785,1,785,1,780,1,1,1
8,1051,1088,1150,185,310,495,775,1,770,1,750,1,1,1
9,1207,1245,1308,190,315,505,780,1,785,1,790,1,1,1
10,1364,1401,1460,185,295,480,785,1,780,1,760,1,1,1
11,1518,1555,1615,185,300,485,770,1,770,1,775,1,1,1
12,1672,1708,1757,180,245,425,770,1,765,1,710,1,1,0
13,1825,1861,1924,180,315,495,765,1,765,1,835,0,1,1
14,1977,2012,2073,175,305,480,760,1,755,1,745,1,1,1
15,2128,2165,2226,185,305,490,755,1,765,1,765,1,1,1
16,2278,2313,2379,175,330,505,750,1,740,1,765,1,1,1
17,2429,2463,2529,170,330,500,755,1,750,1,750,1,1,1
18,2581,2617,2679,180,310,490,760,1,770,1,750,1,1,1
19,2733,2769,2831,180,310,490,760,1,760,1,760,1,1,1
20,2885,2918,2985,165,335,500,760,1,745,1,770,1,1,1
21,3035,3070,3131,175,305,480,750,1,760,1,730,1,1,1
22,3189,3223,3289,170,330,500,770,1,765,1,790,1,1,1
23,3343,3377,3445,170,340,510,770,1,770,1,780,1,1,1
24,3498,3533,3590,175,285,460,775,1,780,1,725,1,1,1
25,3653,3686,3748,165,310,475,775,1,765,1,790,1,1,1
26,3806,3842,3908,180,330,510,765,1,780,1,800,1,1,1
27,3962,3996,4055,170,295,465,780,1,770,1,735,1,1,1
28,4119,4152,4224,165,360,525,785,1,780,1,845,0,1,0
29,4275,4310,4383,175,365,540,780,1,790,1,795,1,1,0
30,4428,4461,4530,165,345,510,765,1,755,1,735,1,1,1
31,4585,4620,4681,175,305,480,785,1,795,1,755,1,1,1
32,4743,4778,4844,175,330,505,790,1,790,1,815,1,1,1
33,4898,4934,4999,180,325,505,775,1,780,1,775,1,1,1
34,5057,5092,5159,175,335,510,795,1,790,1,800,1,1,1
35,5213,5248,5315,175,335,510,780,1,780,1,780,1,1,1
36,5371,5408,5474,185,330,515,790,1,800,1,795,1,1,1
37,5526,5551,5628,125,385,510,775,1,715,0,770,1,0,0
38,5684,5724,5789,200,325,525,790,1,865,0,805,1,0,1
39,5844,5878,5944,170,330,500,800,1,770,1,775,1,1,1
40,6002,6038,6103,180,325,505,790,1,800,1,795,1,1,1
41,6159,6195,6258,180,315,495,785,1,785,1,775,1,1,1
42,6315,6350,6415,175,325,500,780,1,775,1,785,1,1,1
43,6472,6506,6574,170,340,510,785,1,780,1,795,1,1,1
44,6630,6665,6732,175,335,510,790,1,795,1,790,1,1,1
45,6786,6821,6893,175,360,535,780,1,780,1,805,1,1,0
46,6944,6977,7039,165,310,475,790,1,780,1,730,1,1,1
47,7099,7132,7200,165,340,505,775,1,775,1,805,1,1,1
48,7257,7292,7356,175,320,495,790,1,800,1,780,1,1,1
49,7413,7449,7512,180,315,495,780,1,785,1,780,1,1,1
50,7571,7606,7672,175,330,505,790,1,785,1,800,1,1,1
51,7726,7760,7830,170,350,520,775,1,770,1,790,1,1,1
52,7882,7917,7981,175,320,495,780,1,785,1,755,1,1,1
53,8037,8072,8138,175,330,505,775,1,775,1,785,1,1,1
54,8193,8228,8295,175,335,510,780,1,780,1,785,1,1,1
55,8347,8381,8445,170,320,490,770,1,765,1,750,1,1,1
56,8500,8534,8601,170,335,505,765,1,765,1,780,1,1,1
57,8654,8688,8755,170,335,505,770,1,770,1,770,1,1,1
58,8812,8844,8910,160,330,490,790,1,780,1,775,1,1,1
59,8968,9003,9066,175,315,490,780,1,795,1,780,1,1,1
60,9121,9156,9221,175,325,500,765,1,765,1,775,1,1,1
61,9274,9307,9375,165,340,505,765,1,755,1,770,1,1,1
62,9427,9462,9529,175,335,510,765,1,775,1,770,1,1,1
63,9581,9616,9677,175,305,480,770,1,770,1,740,1,1,1
64,9733,9767,9836,170,345,515,760,1,755,1,795,1,1,1
65,9889,9924,9988,175,320,495,780,1,785,1,760,1,1,1
66,10040,10077,10134,185,285,470,755,1,765,1,730,1,1,1
67,10193,10228,10293,175,325,500,765,1,755,1,795,1,1,1
68,10346,10384,10447,190,315,505,765,1,780,1,770,1,1,1
69,10499,10534,10595,175,305,480,765,1,750,1,740,1,1,1
70,10653,10688,10753,175,325,500,770,1,770,1,790,1,1,1
71,10805,10839,10905,170,330,500,760,1,755,1,760,1,1,1
72,10957,10990,11058,165,340,505,760,1,755,1,765,1,1,1
73,11108,11143,11207,175,320,495,755,1,765,1,745,1,1,1
74,11260,11295,11356,175,305,480,760,1,760,1,745,1,1,1
75,11411,11445,11515,170,350,520,755,1,750,1,795,1,1,1
76,11562,11597,11664,175,335,510,755,1,760,1,745,1,1,1
77,11714,11748,11811,170,315,485,760,1,755,1,735,1,1,1
78,11866,11901,11969,175,340,515,760,1,765,1,790,1,1,1
79,12018,12052,12117,170,325,495,760,1,755,1,740,1,1,1
80,12170,12205,12266,175,305,480,760,1,765,1,745,1,1,1
81,12321,12357,12421,180,320,500,755,1,760,1,775,1,1,1
82,12475,12509,12573,170,320,490,770,1,760,1,760,1,1,1
83,12628,12664,12728,180,320,500,765,1,775,1,775,1,1,1
84,12783,12818,12882,175,320,495,775,1,770,1,770,1,1,1
85,12937,12973,13030,180,285,465,770,1,775,1,740,1,1,1
86,13089,13123,13192,170,345,515,760,1,750,1,810,1,1,1
87,13244,13279,13342,175,315,490,775,1,780,1,750,1,1,1
88,13401,13434,13505,165,355,520,785,1,775,1,815,1,1,1
89,13557,13593,13660,180,335,515,780,1,795,1,775,1,1,1
90,13715,13750,13813,175,315,490,790,1,785,1,765,1,1,1
91,13872,13907,13970,175,315,490,785,1,785,1,785,1,1,1
92,14030,14066,14135,180,345,525,790,1,795,1,825,1,1,1
93,14186,14222,14288,180,330,510,780,1,780,1,765,1,1,1
