"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,53,95,144,210,245,455,NA,1,NA,1,NA,1,1,1
2,201,244,291,215,235,450,740,1,745,1,735,1,0,1
3,343,385,429,210,220,430,710,1,705,1,690,1,1,1
4,483,526,567,215,205,420,700,1,705,1,690,1,0,1
5,622,665,707,215,210,425,695,1,695,1,700,1,0,1
6,761,802,845,205,215,420,695,1,685,1,690,1,1,1
7,902,943,991,205,240,445,705,1,705,1,730,1,1,1
8,1054,1093,1141,195,240,435,760,1,750,1,750,1,1,1
9,1208,1247,1294,195,235,430,770,1,770,1,765,1,1,1
10,1363,1404,1450,205,230,435,775,1,785,1,780,1,1,1
11,1515,1556,1602,205,230,435,760,1,760,1,760,1,1,1
12,1668,1709,1754,205,225,430,765,1,765,1,760,1,1,1
13,1820,1861,1907,205,230,435,760,1,760,1,765,1,1,1
14,1974,2014,2072,200,290,490,770,1,765,1,825,1,1,1
15,2121,2163,2216,210,265,475,735,1,745,1,720,1,1,1
16,2266,2307,2348,205,205,410,725,1,720,1,660,1,1,1
17,2406,2449,2495,215,230,445,700,1,710,1,735,1,0,1
18,2547,2588,2632,205,220,425,705,1,695,1,685,1,1,1
21,2836,2877,2925,205,240,445,1445,0,1445,0,1465,0,1,1
22,2983,3023,3078,200,275,475,735,1,730,1,765,1,1,1
23,3132,3173,3216,205,215,420,745,1,750,1,690,1,1,1
24,3280,3321,3368,205,235,440,740,1,740,1,760,1,1,1
25,3431,3471,3524,200,265,465,755,1,750,1,780,1,1,1
26,3586,3627,3675,205,240,445,775,1,780,1,755,1,1,1
27,3743,3783,3834,200,255,455,785,1,780,1,795,1,1,1
28,3897,3938,4014,205,380,585,770,1,775,1,900,0,1,0
29,4044,4087,4132,215,225,440,735,1,745,1,590,0,0,1
30,4188,4230,4278,210,240,450,720,1,715,1,730,1,1,1
31,4331,4372,4417,205,225,430,715,1,710,1,695,1,1,1
32,4476,4515,4563,195,240,435,725,1,715,1,730,1,1,1
33,4620,4661,4712,205,255,460,720,1,730,1,745,1,1,1
