"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
2,93,121,169,140,240,380,NA,1,NA,1,NA,1,1,1
3,220,247,296,135,245,380,635,1,630,1,635,1,1,1
4,344,371,420,135,245,380,620,1,620,1,620,1,1,1
5,469,496,546,135,250,385,625,1,625,1,630,1,1,1
6,595,622,672,135,250,385,630,1,630,1,630,1,1,1
7,722,749,798,135,245,380,635,1,635,1,630,1,1,1
8,848,875,922,135,235,370,630,1,630,1,620,1,1,1
9,972,999,1048,135,245,380,620,1,620,1,630,1,1,1
10,1097,1124,1172,135,240,375,625,1,625,1,620,1,1,1
11,1224,1251,1300,135,245,380,635,1,635,1,640,1,1,1
12,1351,1378,1426,135,240,375,635,1,635,1,630,1,1,1
13,1478,1505,1551,135,230,365,635,1,635,1,625,1,1,1
14,1604,1632,1683,140,255,395,630,1,635,1,660,1,1,1
15,1732,1758,1809,130,255,385,640,1,630,1,630,1,1,1
16,1862,1890,1938,140,240,380,650,1,660,1,645,1,1,1
17,1992,2019,2067,135,240,375,650,1,645,1,645,1,1,1
18,2119,2146,2194,135,240,375,635,1,635,1,635,1,1,1
19,2244,2271,2321,135,250,385,625,1,625,1,635,1,1,1
20,2369,2397,2446,140,245,385,625,1,630,1,625,1,1,1
21,2494,2521,2572,135,255,390,625,1,620,1,630,1,1,1
22,2619,2646,2699,135,265,400,625,1,625,1,635,1,1,1
23,2745,2772,2821,135,245,380,630,1,630,1,610,1,1,1
24,2868,2896,2945,140,245,385,615,1,620,1,620,1,1,1
25,2992,3019,3068,135,245,380,620,1,615,1,615,1,1,1
26,3115,3143,3191,140,240,380,615,1,620,1,615,1,1,1
27,3239,3270,3316,155,230,385,620,1,635,1,625,1,0,1
28,3363,3388,3444,125,280,405,620,1,590,1,640,1,0,1
29,3485,3514,3576,145,310,455,610,1,630,1,660,1,1,0
30,3606,3634,3684,140,250,390,605,1,600,1,540,0,1,1
