"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,64,114,192,250,390,640,NA,1,NA,1,NA,1,1,1
2,211,259,306,240,235,475,735,1,725,1,570,0,1,1
3,358,399,458,205,295,500,735,1,700,0,760,1,0,1
4,507,552,612,225,300,525,745,1,765,1,770,1,1,1
5,659,702,750,215,240,455,760,1,750,1,690,1,1,1
6,815,859,910,220,255,475,780,1,785,1,800,1,1,1
7,970,1018,1063,240,225,465,775,1,795,1,765,1,1,1
8,1128,1173,1222,225,245,470,790,1,775,1,795,1,1,1
10,1289,1334,1384,225,250,475,805,1,805,1,810,1,1,1
12,1454,1500,1551,230,255,485,825,1,830,1,835,1,1,1
14,1623,1670,1719,235,245,480,845,1,850,1,840,1,1,1
16,1788,1833,1882,225,245,470,825,1,815,1,815,1,1,1
18,1950,1996,2046,230,250,480,810,1,815,1,820,1,1,1
19,2110,2158,2205,240,235,475,800,1,810,1,795,1,1,1
20,2267,2315,2360,240,225,465,785,1,785,1,775,1,1,1
21,2422,2470,2527,240,285,525,775,1,775,1,835,1,1,1
22,2576,2622,2669,230,235,465,770,1,760,1,710,1,1,1
23,2728,2775,2820,235,225,460,760,1,765,1,755,1,1,1
24,2884,2928,2976,220,240,460,780,1,765,1,780,1,1,1
25,3041,3085,3140,220,275,495,785,1,785,1,820,1,1,1
26,3194,3240,3286,230,230,460,765,1,775,1,730,1,1,1
27,3344,3389,3440,225,255,480,750,1,745,1,770,1,1,1
28,3492,3538,3584,230,230,460,740,1,745,1,720,1,1,1
29,3638,3683,3733,225,250,475,730,0,725,1,745,1,1,1
30,3786,3833,3918,235,425,660,740,1,750,1,925,1,1,1
31,3940,3983,4043,215,300,515,770,1,750,1,625,1,1,1
33,4104,4149,4216,225,335,560,820,1,830,1,865,1,1,1
35,4275,4318,4389,215,355,570,855,1,845,1,865,1,1,1
