"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,78,111,150,165,195,360,NA,1,NA,1,NA,1,1,1
2,202,234,296,160,310,470,620,1,615,1,730,1,1,1
5,467,497,551,150,270,420,1325,0,1315,0,1275,0,1,1
6,601,633,690,160,285,445,670,1,680,1,695,1,1,1
7,739,771,812,160,205,365,690,1,690,1,610,1,1,1
8,864,897,952,165,275,440,625,1,630,1,700,1,1,1
9,985,1017,1063,160,230,390,605,1,600,1,555,1,1,1
10,1119,1150,1202,155,260,415,670,1,665,1,695,1,1,1
11,1263,1293,1337,150,220,370,720,1,715,1,675,1,1,1
12,1405,1439,1489,170,250,420,710,1,730,1,760,1,1,1
13,1537,1570,1613,165,215,380,660,1,655,1,620,1,1,1
14,1668,1700,1788,160,440,600,655,1,650,1,875,1,1,1
15,1806,1840,1881,170,205,375,690,1,700,1,465,1,1,1
16,1923,1981,2064,290,415,705,585,1,705,1,915,1,0,1
17,2074,2114,2176,200,310,510,755,1,665,1,560,1,1,1
18,2198,2233,2274,175,205,380,620,1,595,1,490,1,1,1
19,2330,2364,2403,170,195,365,660,1,655,1,645,1,1,1
20,2464,2495,2581,155,430,585,670,1,655,1,890,1,1,1
21,2594,2633,2695,195,310,505,650,1,690,1,570,1,1,1
23,2837,2869,2911,160,210,370,1215,0,1180,0,1080,0,1,1
24,2967,3000,3042,165,210,375,650,1,655,1,655,1,1,1
25,3103,3139,3212,180,365,545,680,1,695,1,850,1,1,1
26,3237,3277,3349,200,360,560,670,1,690,1,685,1,1,1
27,3363,3403,3475,200,360,560,630,1,630,1,630,1,1,1
28,3487,3521,3567,170,230,400,620,1,590,1,460,1,1,1
29,3621,3659,3736,190,385,575,670,1,690,1,845,1,1,1
30,3759,3795,3877,180,410,590,690,1,680,1,705,1,1,1
31,3895,3934,4013,195,395,590,680,1,695,1,680,1,1,1
32,4023,4063,4132,200,345,545,640,1,645,1,595,1,1,1
33,4144,4183,4238,195,275,470,605,1,600,1,530,1,1,1
34,4267,4302,4344,175,210,385,615,1,595,1,530,1,1,1
35,4393,4429,4506,180,385,565,630,1,635,1,810,1,1,1
36,4523,4559,4648,180,445,625,650,1,650,1,710,1,1,1
38,4783,4820,4900,185,400,585,1300,0,1305,0,1260,0,1,1
39,4925,4962,5061,185,495,680,710,1,710,1,805,1,1,1
41,5113,5147,5239,170,460,630,940,0,925,0,890,1,1,1
42,5270,5318,5375,240,285,525,785,0,855,0,680,1,0,1
43,5398,5430,5480,160,250,410,640,1,560,1,525,1,1,1
44,5534,5572,5656,190,420,610,680,1,710,1,880,1,1,1
45,5670,5705,5799,175,470,645,680,1,665,1,715,1,1,1
46,5804,5843,5894,195,255,450,670,1,690,1,475,1,1,1
47,5930,5967,6044,185,385,570,630,1,620,1,750,1,1,1
48,6056,6092,6133,180,205,385,630,1,625,1,445,1,1,1
49,6185,6221,6305,180,420,600,645,1,645,1,860,1,1,1
50,6312,6350,6419,190,345,535,635,1,645,1,570,1,1,1
51,6435,6476,6554,205,390,595,615,1,630,1,675,1,1,1
52,6556,6592,6660,180,340,520,605,1,580,1,530,1,1,1
53,6680,6716,6757,180,205,385,620,1,620,1,485,1,1,1
54,6808,6845,6921,185,380,565,640,1,645,1,820,1,1,1
55,6938,6977,7040,195,315,510,650,1,660,1,595,1,1,1
57,7182,7217,7256,175,195,370,1220,0,1200,0,1080,0,1,1
58,7305,7341,7416,180,375,555,615,1,620,1,800,1,1,1
59,7428,7466,7535,190,345,535,615,1,625,1,595,1,1,1
60,7550,7589,7649,195,300,495,610,1,615,1,570,1,1,1
62,7783,7820,7858,185,190,375,1165,0,1155,0,1045,1,1,1
63,7906,7943,7996,185,265,450,615,1,615,1,690,1,1,1
