"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
2,94,123,172,145,245,390,NA,1,NA,1,NA,1,1,1
3,230,259,307,145,240,385,680,1,680,1,675,1,1,1
4,366,395,444,145,245,390,680,1,680,1,685,1,1,1
5,505,535,584,150,245,395,695,1,700,1,700,1,1,1
6,638,668,714,150,230,380,665,1,665,1,650,1,1,1
7,773,800,851,135,255,390,675,1,660,1,685,1,1,1
8,906,935,984,145,245,390,665,1,675,1,665,1,1,1
9,1043,1072,1120,145,240,385,685,1,685,1,680,1,1,1
10,1181,1210,1259,145,245,390,690,1,690,1,695,1,1,1
11,1316,1344,1391,140,235,375,675,1,670,1,660,1,1,1
12,1477,1478,1525,5,235,240,805,0,670,1,670,1,0,1
13,1581,1611,1659,150,240,390,520,0,665,1,670,1,1,1
14,1711,1740,1786,145,230,375,650,1,645,1,635,1,1,1
15,1842,1871,1918,145,235,380,655,1,655,1,660,1,1,1
16,1974,2002,2050,140,240,380,660,1,655,1,660,1,1,1
17,2111,2138,2187,135,245,380,685,1,680,1,685,1,1,1
18,2253,2280,2331,135,255,390,710,1,710,1,720,1,1,1
19,2399,2426,2475,135,245,380,730,1,730,1,720,1,1,1
20,2545,2573,2621,140,240,380,730,1,735,1,730,1,1,1
21,2684,2713,2761,145,240,385,695,1,700,1,700,1,1,1
23,2970,2990,3039,100,245,345,1430,0,1385,0,1390,0,0,1
24,3103,3130,3177,135,235,370,665,1,700,1,690,1,1,1
25,3238,3265,3313,135,240,375,675,1,675,1,680,1,1,1
26,3371,3398,3446,135,240,375,665,1,665,1,665,1,1,1
27,3505,3533,3580,140,235,375,670,1,675,1,670,1,1,1
28,3636,3663,3710,135,235,370,655,1,650,1,650,1,1,1
29,3771,3798,3846,135,240,375,675,1,675,1,680,1,1,1
30,3907,3933,3981,130,240,370,680,1,675,1,675,1,1,1
31,4046,4072,4121,130,245,375,695,1,695,1,700,1,1,1
32,4181,4208,4256,135,240,375,675,1,680,1,675,1,1,1
33,4315,4343,4391,140,240,380,670,1,675,1,675,1,1,1
34,4447,4475,4521,140,230,370,660,1,660,1,650,1,1,1
35,4579,4606,4654,135,240,375,660,1,655,1,665,1,1,1
36,4709,4738,4783,145,225,370,650,1,660,1,645,1,1,1
37,4834,4861,4908,135,235,370,625,1,615,1,625,1,1,1
38,4960,4986,5033,130,235,365,630,1,625,1,625,1,1,1
39,5087,5114,5161,135,235,370,635,1,640,1,640,1,1,1
40,5218,5245,5295,135,250,385,655,1,655,1,670,1,1,1
41,5351,5377,5427,130,250,380,665,1,660,1,660,1,1,1
42,5484,5511,5559,135,240,375,665,1,670,1,660,1,1,1
43,5620,5646,5696,130,250,380,680,1,675,1,685,1,1,1
44,5754,5781,5828,135,235,370,670,1,675,1,660,1,1,1
45,5885,5911,5958,130,235,365,655,1,650,1,650,1,1,1
46,6017,6043,6092,130,245,375,660,1,660,1,670,1,1,1
47,6150,6176,6222,130,230,360,665,1,665,1,650,1,1,1
48,6281,6308,6355,135,235,370,655,1,660,1,665,1,1,1
49,6414,6441,6489,135,240,375,665,1,665,1,670,1,1,1
50,6550,6577,6625,135,240,375,680,1,680,1,680,1,1,1
51,6683,6709,6757,130,240,370,665,1,660,1,660,1,1,1
52,6817,6843,6890,130,235,365,670,1,670,1,665,1,1,1
53,6951,6978,7025,135,235,370,670,1,675,1,675,1,1,1
54,7090,7117,7165,135,240,375,695,1,695,1,700,1,1,1
55,7228,7255,7302,135,235,370,690,1,690,1,685,1,1,1
56,7362,7389,7434,135,225,360,670,1,670,1,660,1,1,1
57,7496,7524,7568,140,220,360,670,1,675,1,670,1,1,1
58,7631,7659,7703,140,220,360,675,1,675,1,675,1,1,1
59,7762,7789,7835,135,230,365,655,1,650,1,660,1,1,1
60,7896,7922,7968,130,230,360,670,1,665,1,665,1,1,1
61,8028,8054,8105,130,255,385,660,1,660,1,685,1,1,1
62,8163,8190,8240,135,250,385,675,1,680,1,675,1,1,1
63,8296,8323,8371,135,240,375,665,1,665,1,655,1,1,1
64,8432,8458,8507,130,245,375,680,1,675,1,680,1,1,1
65,8570,8597,8644,135,235,370,690,1,695,1,685,1,1,1
66,8710,8738,8785,140,235,375,700,1,705,1,705,1,1,1
67,8846,8872,8922,130,250,380,680,1,670,1,685,1,1,1
68,8979,9006,9054,135,240,375,665,1,670,1,660,1,1,1
69,9112,9139,9187,135,240,375,665,1,665,1,665,1,1,1
70,9247,9273,9324,130,255,385,675,1,670,1,685,1,1,1
71,9386,9413,9461,135,240,375,695,1,700,1,685,1,1,1
72,9526,9552,9602,130,250,380,700,1,695,1,705,1,1,1
73,9663,9690,9740,135,250,385,685,1,690,1,690,1,1,1
74,9798,9825,9875,135,250,385,675,1,675,1,675,1,1,1
75,9934,9960,10009,130,245,375,680,1,675,1,670,1,1,1
76,10071,10098,10152,135,270,405,685,1,690,1,715,1,1,1
77,10211,10238,10287,135,245,380,700,1,700,1,675,1,1,1
78,10346,10373,10423,135,250,385,675,1,675,1,680,1,1,1
79,10482,10509,10558,135,245,380,680,1,680,1,675,1,1,1
80,10623,10649,10696,130,235,365,705,1,700,1,690,1,1,1
81,10766,10791,10842,125,255,380,715,1,710,1,730,1,1,1
82,10911,10937,10986,130,245,375,725,1,730,1,720,1,1,1
83,11055,11081,11131,130,250,380,720,1,720,1,725,1,1,1
84,11193,11219,11269,130,250,380,690,1,690,1,690,1,1,1
85,11332,11359,11407,135,240,375,695,1,700,1,690,1,1,1
86,11472,11500,11550,140,250,390,700,1,705,1,715,1,1,1
87,11605,11632,11681,135,245,380,665,1,660,1,655,1,1,1
88,11740,11766,11814,130,240,370,675,1,670,1,665,1,1,1
89,11874,11900,11947,130,235,365,670,1,670,1,665,1,1,1
90,12009,12035,12081,130,230,360,675,1,675,1,670,1,1,1
91,12148,12176,12225,140,245,385,695,1,705,1,720,1,1,1
92,12284,12311,12358,135,235,370,680,1,675,1,665,1,1,1
93,12422,12449,12494,135,225,360,690,1,690,1,680,1,1,1
94,12565,12590,12640,125,250,375,715,1,705,1,730,1,1,1
95,12706,12732,12777,130,225,355,705,1,710,1,685,1,1,1
96,12844,12871,12922,135,255,390,690,1,695,1,725,1,1,1
97,12979,13006,13053,135,235,370,675,1,675,1,655,1,1,1
98,13117,13143,13191,130,240,370,690,1,685,1,690,1,1,1
99,13257,13284,13332,135,240,375,700,1,705,1,705,1,1,1
100,13406,13431,13481,125,250,375,745,1,735,1,745,1,1,1
101,13556,13583,13631,135,240,375,750,1,760,1,750,1,1,1
102,13706,13732,13785,130,265,395,750,1,745,1,770,1,1,1
103,13847,13875,13925,140,250,390,705,1,715,1,700,1,1,1
104,13991,14017,14067,130,250,380,720,1,710,1,710,1,1,1
105,14137,14162,14213,125,255,380,730,1,725,1,730,1,1,1
106,14281,14308,14359,135,255,390,720,1,730,1,730,1,1,1
107,14427,14454,14504,135,250,385,730,1,730,1,725,1,1,1
