"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
3,331,380,443,245,315,560,NA,1,NA,1,NA,1,1,1
5,507,544,626,185,410,595,880,1,820,1,915,1,0,1
6,665,715,799,250,420,670,790,1,855,1,865,1,0,0
7,821,868,927,235,295,530,780,1,765,1,640,0,1,0
8,984,1029,1101,225,360,585,815,1,805,1,870,1,1,1
11,1338,1390,1479,260,445,705,1770,0,1805,0,1890,0,0,0
13,1511,1559,1641,240,410,650,865,1,845,1,810,1,0,1
15,1680,1731,1804,255,365,620,845,1,860,1,815,1,0,1
17,1843,1890,1964,235,370,605,815,1,795,1,800,1,1,1
18,2002,2049,2110,235,305,540,795,1,795,1,730,1,1,1
19,2162,2206,2259,220,265,485,800,1,785,1,745,1,1,0
20,2319,2369,2441,250,360,610,785,1,815,1,910,1,0,1
21,2467,2512,2574,225,310,535,740,1,715,0,665,0,1,1
22,2611,2658,2729,235,355,590,720,1,730,1,775,1,1,1
23,2760,2806,2864,230,290,520,745,1,740,1,675,0,1,0
25,2920,2965,3034,225,345,570,800,1,795,1,850,1,1,1
27,3080,3126,3200,230,370,600,800,1,805,1,830,1,1,1
29,3247,3294,3367,235,365,600,835,1,840,1,835,1,1,1
30,3407,3454,3512,235,290,525,800,1,800,1,725,1,1,0
31,3559,3605,3674,230,345,575,760,1,755,1,810,1,1,1
32,3713,3758,3833,225,375,600,770,1,765,1,795,1,1,1
33,3869,3914,3987,225,365,590,780,1,780,1,770,1,1,1
34,4026,4073,4142,235,345,580,785,1,795,1,775,1,1,1
36,4187,4231,4304,220,365,585,805,1,790,1,810,1,1,1
37,4347,4393,4464,230,355,585,800,1,810,1,800,1,1,1
38,4506,4553,4613,235,300,535,795,1,800,1,745,1,1,0
39,4653,4700,4780,235,400,635,735,1,735,1,835,1,1,1
40,4803,4848,4921,225,365,590,750,1,740,1,705,1,1,1
41,4959,5002,5066,215,320,535,780,1,770,1,725,1,0,1
43,5126,5169,5231,215,310,525,835,1,835,1,825,1,0,1
44,5282,5328,5391,230,315,545,780,1,795,1,800,1,1,1
46,5444,5490,5570,230,400,630,810,1,810,1,895,1,1,1
48,5611,5658,5736,235,390,625,835,1,840,1,830,1,1,1
50,5774,5820,5890,230,350,580,815,1,810,1,770,1,1,1
51,5936,5981,6064,225,415,640,810,1,805,1,870,1,1,1
53,6098,6147,6223,245,380,625,810,1,830,1,795,1,0,1
54,6256,6302,6367,230,325,555,790,1,775,1,720,1,1,1
55,6412,6460,6534,240,370,610,780,1,790,1,835,1,0,1
56,6570,6615,6670,225,275,500,790,1,775,1,680,0,1,0
57,6730,6777,6841,235,320,555,800,1,810,1,855,1,1,1
58,6886,6932,7005,230,365,595,780,1,775,1,820,1,1,1
59,7040,7085,7152,225,335,560,770,1,765,1,735,1,1,1
60,7200,7243,7314,215,355,570,800,1,790,1,810,1,0,1
61,7363,7409,7492,230,415,645,815,1,830,1,890,1,1,1
62,7522,7566,7644,220,390,610,795,1,785,1,760,1,1,1
63,7681,7725,7801,220,380,600,795,1,795,1,785,1,1,1
64,7841,7887,7962,230,375,605,800,1,810,1,805,1,1,1
65,7999,8045,8116,230,355,585,790,1,790,1,770,1,1,1
66,8160,8205,8277,225,360,585,805,1,800,1,805,1,1,1
68,8324,8371,8441,235,350,585,820,1,830,1,820,1,1,1
70,8485,8530,8597,225,335,560,805,1,795,1,780,1,1,1
72,8649,8694,8765,225,355,580,820,1,820,1,840,1,1,1
74,8821,8867,8953,230,430,660,860,1,865,1,940,0,1,0
76,9000,9045,9117,225,360,585,895,1,890,1,820,1,1,1
78,9170,9215,9294,225,395,620,850,1,850,1,885,1,1,1
80,9337,9383,9452,230,345,575,835,1,840,1,790,1,1,1
81,9496,9543,9615,235,360,595,795,1,800,1,815,1,1,1
82,9647,9693,9760,230,335,565,755,1,750,1,725,1,1,1
83,9797,9842,9909,225,335,560,750,1,745,1,745,1,1,1
84,9954,9999,10068,225,345,570,785,1,785,1,795,1,1,1
86,10121,10165,10228,220,315,535,835,1,830,1,800,1,1,1
87,10285,10331,10403,230,360,590,820,1,830,1,875,1,1,1
88,10447,10492,10568,225,380,605,810,1,805,1,825,1,1,1
90,10610,10656,10727,230,355,585,815,1,820,1,795,1,1,1
91,10770,10815,10884,225,345,570,800,1,795,1,785,1,1,1
92,10925,10970,11036,225,330,555,775,1,775,1,760,1,1,1
93,11079,11125,11191,230,330,560,770,1,775,1,775,1,1,1
94,11237,11283,11347,230,320,550,790,1,790,1,780,1,1,1
95,11389,11433,11504,220,355,575,760,1,750,1,785,1,1,1
96,11539,11585,11651,230,330,560,750,1,760,1,735,1,1,1
97,11695,11740,11812,225,360,585,780,1,775,1,805,1,1,1
98,11848,11893,11960,225,335,560,765,1,765,1,740,1,1,1
99,12005,12050,12117,225,335,560,785,1,785,1,785,1,1,1
101,12167,12212,12285,225,365,590,810,1,810,1,840,1,1,1
103,12328,12373,12446,225,365,590,805,1,805,1,805,1,1,1
104,12492,12537,12613,225,380,605,820,1,820,1,835,1,1,1
105,12655,12699,12765,220,330,550,815,1,810,1,760,1,1,1
106,12819,12864,12938,225,370,595,820,1,825,1,865,1,1,1
107,12979,13024,13101,225,385,610,800,1,800,1,815,1,1,1
109,13141,13186,13255,225,345,570,810,1,810,1,770,1,1,1
110,13305,13349,13424,220,375,595,820,1,815,1,845,1,1,1
112,13466,13512,13583,230,355,585,805,1,815,1,795,1,1,1
114,13637,13683,13767,230,420,650,855,1,855,1,920,1,1,0
116,13809,13853,13928,220,375,595,860,1,850,1,805,1,1,1
117,13976,14022,14101,230,395,625,835,1,845,1,865,1,1,1
119,14141,14186,14260,225,370,595,825,1,820,1,795,1,1,1
120,14303,14348,14423,225,375,600,810,1,810,1,815,1,1,1
122,14467,14512,14587,225,375,600,820,1,820,1,820,1,1,1
124,14631,14675,14741,220,330,550,820,1,815,1,770,1,1,1
125,14792,14837,14915,225,390,615,805,1,810,1,870,1,1,1
127,14958,15003,15074,225,355,580,830,1,830,1,795,1,1,1
129,15130,15175,15244,225,345,570,860,1,860,1,850,1,1,1
131,15300,15345,15422,225,385,610,850,1,850,1,890,1,1,1
133,15474,15519,15584,225,325,550,870,1,870,1,810,1,1,1
135,15643,15689,15770,230,405,635,845,1,850,1,930,0,1,1
137,15818,15862,15936,220,370,590,875,1,865,1,830,1,1,1
139,15985,16031,16107,230,380,610,835,1,845,1,855,1,1,1
140,16151,16198,16268,235,350,585,830,1,835,1,805,1,1,1
141,16309,16355,16427,230,360,590,790,1,785,1,795,1,1,1
142,16466,16512,16586,230,370,600,785,1,785,1,795,1,1,1
143,16617,16662,16730,225,340,565,755,1,750,1,720,1,1,1
144,16773,16818,16878,225,300,525,780,1,780,1,740,1,1,0
145,16933,16977,17055,220,390,610,800,1,795,1,885,1,1,1
146,17090,17134,17207,220,365,585,785,1,785,1,760,1,1,1
147,17254,17298,17374,220,380,600,820,1,820,1,835,1,1,1
149,17424,17469,17538,225,345,570,850,1,855,1,820,1,1,1
151,17590,17635,17707,225,360,585,830,1,830,1,845,1,1,1
153,17757,17802,17874,225,360,585,835,1,835,1,835,1,1,1
155,17923,17968,18044,225,380,605,830,1,830,1,850,1,1,1
156,18083,18128,18200,225,360,585,800,1,800,1,780,1,1,1
157,18244,18290,18361,230,355,585,805,1,810,1,805,1,1,1
158,18407,18451,18531,220,400,620,815,1,805,1,850,1,1,1
159,18569,18615,18687,230,360,590,810,1,820,1,780,1,1,1
161,18737,18783,18857,230,370,600,840,1,840,1,850,1,1,1
163,18911,18955,19030,220,375,595,870,1,860,1,865,1,1,1
165,19081,19127,19196,230,345,575,850,1,860,1,830,1,1,1
167,19255,19301,19370,230,345,575,870,1,870,1,870,1,1,1
169,19422,19469,19537,235,340,575,835,1,840,1,835,1,1,1
170,19584,19629,19704,225,375,600,810,1,800,1,835,1,1,1
172,19750,19794,19872,220,390,610,830,1,825,1,840,1,1,1
174,19917,19963,20038,230,375,605,835,1,845,1,830,1,1,1
176,20096,20143,20214,235,355,590,895,1,900,0,880,1,1,1
178,20276,20321,20403,225,410,635,900,0,890,1,945,0,1,1
180,20445,20490,20562,225,360,585,845,1,845,1,795,1,1,1
182,20613,20660,20736,235,380,615,840,1,850,1,870,1,1,1
183,20772,20818,20888,230,350,580,795,1,790,1,760,1,1,1
184,20932,20977,21052,225,375,600,800,1,795,1,820,1,1,1
185,21091,21136,21209,225,365,590,795,1,795,1,785,1,1,1
186,21244,21289,21365,225,380,605,765,1,765,1,780,1,1,1
187,21401,21446,21511,225,325,550,785,1,785,1,730,1,1,1
189,21564,21610,21682,230,360,590,815,1,820,1,855,1,1,1
190,21717,21762,21836,225,370,595,765,1,760,1,770,1,1,1
191,21873,21917,21978,220,305,525,780,1,775,1,710,1,1,1
192,22030,22076,22140,230,320,550,785,1,795,1,810,1,1,1
193,22182,22226,22293,220,335,555,760,1,750,1,765,1,1,1
194,22340,22384,22457,220,365,585,790,1,790,1,820,1,1,1
195,22501,22546,22615,225,345,570,805,1,810,1,790,1,1,1
196,22657,22701,22777,220,380,600,780,1,775,1,810,1,1,1
197,22817,22863,22932,230,345,575,800,1,810,1,775,1,1,1
198,22978,23023,23093,225,350,575,805,1,800,1,805,1,1,1
199,23135,23181,23250,230,345,575,785,1,790,1,785,1,1,1
200,23294,23339,23410,225,355,580,795,1,790,1,800,1,1,1
201,23459,23505,23577,230,360,590,825,1,830,1,835,1,1,1
203,23620,23665,23737,225,360,585,805,1,800,1,800,1,1,1
204,23782,23828,23893,230,325,555,810,1,815,1,780,1,1,1
