"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,46,75,130,145,275,420,NA,1,NA,1,NA,1,1,1
2,205,234,296,145,310,455,795,1,795,1,830,1,1,1
3,363,393,457,150,320,470,790,1,795,1,805,1,1,1
4,518,547,625,145,390,535,775,1,770,1,840,1,1,0
5,673,702,757,145,275,420,775,1,775,1,660,0,1,1
6,831,859,928,140,345,485,790,1,785,1,855,1,0,1
7,989,1018,1087,145,345,490,790,1,795,1,795,1,1,1
9,1149,1178,1249,145,355,500,800,1,800,1,810,1,1,1
10,1307,1337,1399,150,310,460,790,1,795,1,750,1,1,1
11,1468,1497,1556,145,295,440,805,1,800,1,785,1,1,1
12,1630,1659,1716,145,285,430,810,1,810,1,800,1,1,1
13,1792,1823,1879,155,280,435,810,1,820,1,815,1,1,1
14,1952,1983,2040,155,285,440,800,1,800,1,805,1,1,1
16,2115,2145,2208,150,315,465,815,1,810,1,840,1,1,1
18,2280,2309,2365,145,280,425,825,1,820,1,785,1,1,1
20,2444,2474,2546,150,360,510,820,1,825,1,905,0,1,1
22,2606,2638,2696,160,290,450,810,1,820,1,750,1,1,1
23,2763,2795,2857,160,310,470,785,1,785,1,805,1,1,1
24,2913,2945,3007,160,310,470,750,0,750,0,750,1,1,1
25,3064,3096,3167,160,355,515,755,1,755,1,800,1,1,1
26,3220,3250,3322,150,360,510,780,1,770,1,775,1,1,1
27,3375,3407,3470,160,315,475,775,1,785,1,740,1,1,1
28,3529,3561,3626,160,325,485,770,1,770,1,780,1,1,1
29,3687,3717,3790,150,365,515,790,1,780,1,820,1,1,1
30,3847,3879,3947,160,340,500,800,1,810,1,785,1,1,1
32,4009,4039,4105,150,330,480,810,1,800,1,790,1,1,1
33,4169,4199,4266,150,335,485,800,1,800,1,805,1,1,1
34,4327,4358,4431,155,365,520,790,1,795,1,825,1,1,1
35,4489,4521,4590,160,345,505,810,1,815,1,795,1,1,1
37,4652,4684,4762,160,390,550,815,1,815,1,860,1,1,0
39,4814,4845,4913,155,340,495,810,1,805,1,755,1,1,1
40,4973,5006,5065,165,295,460,795,1,805,1,760,1,0,1
41,5133,5167,5228,170,305,475,800,1,805,1,815,1,0,1
42,5294,5325,5394,155,345,500,805,1,790,1,830,1,1,1
44,5455,5488,5547,165,295,460,805,1,815,1,765,1,0,1
45,5611,5643,5704,160,305,465,780,1,775,1,785,1,1,1
46,5769,5799,5872,150,365,515,790,1,780,1,840,1,1,1
47,5930,5961,6029,155,340,495,805,1,810,1,785,1,1,1
48,6091,6122,6190,155,340,495,805,1,805,1,805,1,1,1
49,6249,6280,6344,155,320,475,790,1,790,1,770,1,1,1
51,6410,6439,6502,145,315,460,805,1,795,1,790,1,1,1
52,6572,6603,6662,155,295,450,810,1,820,1,800,1,1,1
54,6735,6766,6822,155,280,435,815,1,815,1,800,1,1,1
55,6894,6926,6984,160,290,450,795,1,800,1,810,1,1,1
56,7053,7082,7148,145,330,475,795,1,780,1,820,1,1,1
57,7214,7244,7314,150,350,500,805,1,810,1,830,1,1,1
59,7377,7408,7477,155,345,500,815,1,820,1,815,1,1,1
60,7539,7570,7639,155,345,500,810,1,810,1,810,1,1,1
61,7695,7724,7783,145,295,440,780,1,770,1,720,0,1,1
62,7852,7885,7950,165,325,490,785,1,805,1,835,1,0,1
63,8011,8043,8110,160,335,495,795,1,790,1,800,1,1,1
64,8171,8204,8266,165,310,475,800,1,805,1,780,1,0,1
66,8333,8363,8425,150,310,460,810,1,795,1,795,1,1,1
67,8493,8524,8591,155,335,490,800,1,805,1,830,1,1,1
68,8653,8684,8747,155,315,470,800,1,800,1,780,1,1,1
70,8815,8846,8908,155,310,465,810,1,810,1,805,1,1,1
72,8976,9006,9076,150,350,500,805,1,800,1,840,1,1,1
73,9133,9167,9229,170,310,480,785,1,805,1,765,1,0,1
74,9288,9319,9382,155,315,470,775,1,760,1,765,1,1,1
75,9445,9476,9543,155,335,490,785,1,785,1,805,1,1,1
76,9603,9635,9698,160,315,475,790,1,795,1,775,1,1,1
77,9761,9793,9863,160,350,510,790,1,790,1,825,1,1,1
78,9920,9950,10010,150,300,450,795,1,785,1,735,1,1,1
79,10078,10108,10175,150,335,485,790,1,790,1,825,1,1,1
80,10238,10269,10340,155,355,510,800,1,805,1,825,1,1,1
82,10399,10431,10497,160,330,490,805,1,810,1,785,1,1,1
83,10560,10591,10653,155,310,465,805,1,800,1,780,1,1,1
84,10719,10750,10817,155,335,490,795,1,795,1,820,1,1,1
85,10879,10909,10975,150,330,480,800,1,795,1,790,1,1,1
86,11040,11070,11135,150,325,475,805,1,805,1,800,1,1,1
87,11200,11232,11297,160,325,485,800,1,810,1,810,1,1,1
88,11359,11390,11447,155,285,440,795,1,790,1,750,1,1,1
89,11518,11549,11617,155,340,495,795,1,795,1,850,1,1,1
90,11678,11709,11770,155,305,460,800,1,800,1,765,1,1,1
91,11837,11869,11929,160,300,460,795,1,800,1,795,1,1,1
92,11995,12024,12089,145,325,470,790,1,775,1,800,1,1,1
93,12150,12180,12245,150,325,475,775,1,780,1,780,1,1,1
94,12308,12338,12403,150,325,475,790,1,790,1,790,1,1,1
95,12468,12499,12567,155,340,495,800,1,805,1,820,1,1,1
96,12627,12657,12726,150,345,495,795,1,790,1,795,1,1,1
97,12783,12814,12876,155,310,465,780,1,785,1,750,1,1,1
98,12941,12972,13037,155,325,480,790,1,790,1,805,1,1,1
99,13100,13131,13197,155,330,485,795,1,795,1,800,1,1,1
100,13259,13292,13346,165,270,435,795,1,805,1,745,1,0,1
101,13415,13445,13501,150,280,430,780,1,765,1,775,1,1,1
102,13573,13603,13672,150,345,495,790,1,790,1,855,1,1,1
103,13731,13762,13825,155,315,470,790,1,795,1,765,1,1,1
104,13891,13920,13986,145,330,475,800,1,790,1,805,1,1,1
105,14049,14080,14143,155,315,470,790,1,800,1,785,1,1,1
106,14204,14236,14299,160,315,475,775,1,780,1,780,1,1,1
107,14364,14392,14458,140,330,470,800,1,780,1,795,1,0,1
108,14524,14553,14615,145,310,455,800,1,805,1,785,1,1,1
109,14683,14714,14775,155,305,460,795,1,805,1,800,1,1,1
110,14840,14874,14929,170,275,445,785,1,800,1,770,1,0,1
111,15000,15030,15095,150,325,475,800,1,780,1,830,1,1,1
113,15160,15190,15261,150,355,505,800,1,800,1,830,1,1,1
114,15321,15353,15412,160,295,455,805,1,815,1,755,1,1,1
115,15480,15511,15569,155,290,445,795,1,790,1,785,1,1,1
116,15640,15671,15735,155,320,475,800,1,800,1,830,1,1,1
117,15800,15832,15894,160,310,470,800,1,805,1,795,1,1,1
118,15962,15992,16053,150,305,455,810,1,800,1,795,1,1,1
119,16123,16153,16211,150,290,440,805,1,805,1,790,1,1,1
120,16281,16312,16377,155,325,480,790,1,795,1,830,1,1,1
121,16440,16471,16532,155,305,460,795,1,795,1,775,1,1,1
122,16599,16628,16693,145,325,470,795,1,785,1,805,1,1,1
123,16758,16788,16853,150,325,475,795,1,800,1,800,1,1,1
124,16914,16946,17006,160,300,460,780,1,790,1,765,1,1,1
125,17072,17102,17164,150,310,460,790,1,780,1,790,1,1,1
126,17231,17262,17331,155,345,500,795,1,800,1,835,1,1,1
127,17391,17421,17477,150,280,430,800,1,795,1,730,1,1,1
128,17549,17579,17635,150,280,430,790,1,790,1,790,1,1,1
129,17705,17735,17797,150,310,460,780,1,780,1,810,1,1,1
130,17863,17892,17956,145,320,465,790,1,785,1,795,1,1,1
131,18021,18050,18112,145,310,455,790,1,790,1,780,1,1,1
132,18178,18208,18269,150,305,455,785,1,790,1,785,1,1,1
133,18334,18365,18425,155,300,455,780,1,785,1,780,1,1,1
134,18489,18519,18581,150,310,460,775,1,770,1,780,1,1,1
135,18646,18675,18731,145,280,425,785,1,780,1,750,1,1,1
136,18804,18833,18900,145,335,480,790,1,790,1,845,1,1,1
137,18960,18990,19056,150,330,480,780,1,785,1,780,1,1,1
138,19114,19146,19208,160,310,470,770,1,780,1,760,1,1,1
139,19270,19300,19363,150,315,465,780,1,770,1,775,1,1,1
140,19428,19457,19517,145,300,445,790,1,785,1,770,1,1,1
141,19583,19615,19675,160,300,460,775,1,790,1,790,1,1,1
142,19735,19766,19828,155,310,465,760,1,755,1,765,1,1,1
143,19890,19919,19984,145,325,470,775,1,765,1,780,1,1,1
144,20046,20075,20139,145,320,465,780,1,780,1,775,1,1,1
145,20203,20233,20293,150,300,450,785,1,790,1,770,1,1,1
146,20358,20389,20448,155,295,450,775,1,780,1,775,1,1,1
147,20513,20544,20608,155,320,475,775,1,775,1,800,1,1,1
148,20670,20699,20769,145,350,495,785,1,775,1,805,1,1,1
149,20825,20855,20919,150,320,470,775,1,780,1,750,1,1,1
150,20980,21012,21082,160,350,510,775,1,785,1,815,1,1,1
151,21133,21165,21226,160,305,465,765,1,765,1,720,0,1,1
152,21287,21318,21374,155,280,435,770,1,765,1,740,1,1,1
153,21443,21472,21538,145,330,475,780,1,770,1,820,1,1,1
154,21599,21628,21697,145,345,490,780,1,780,1,795,1,1,1
155,21754,21783,21850,145,335,480,775,1,775,1,765,1,1,1
156,21908,21939,22002,155,315,470,770,1,780,1,760,1,1,1
157,22062,22092,22147,150,275,425,770,1,765,1,725,1,1,1
158,22218,22247,22311,145,320,465,780,1,775,1,820,1,1,1
159,22375,22405,22467,150,310,460,785,1,790,1,780,1,1,1
160,22530,22560,22624,150,320,470,775,1,775,1,785,1,1,1
161,22685,22714,22780,145,330,475,775,1,770,1,780,1,1,1
162,22843,22873,22938,150,325,475,790,1,795,1,790,1,1,1
163,23003,23032,23098,145,330,475,800,1,795,1,800,1,1,1
164,23163,23193,23264,150,355,505,800,1,805,1,830,1,1,1
165,23321,23351,23410,150,295,445,790,1,790,1,730,1,1,1
166,23480,23511,23579,155,340,495,795,1,800,1,845,1,1,1
