"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
3,220,252,311,160,295,455,NA,1,NA,1,NA,1,1,1
4,342,370,412,140,210,350,610,1,590,1,505,1,1,1
5,461,490,551,145,305,450,595,1,600,1,695,1,1,1
6,581,613,655,160,210,370,600,1,615,1,520,1,1,1
7,702,731,774,145,215,360,605,1,590,1,595,1,1,1
8,824,853,897,145,220,365,610,1,610,1,615,1,1,1
9,943,972,1029,145,285,430,595,1,595,1,660,1,1,1
10,1062,1092,1146,150,270,420,595,1,600,1,585,1,1,1
11,1184,1214,1261,150,235,385,610,1,610,1,575,1,1,1
12,1305,1332,1376,135,220,355,605,1,590,1,575,1,1,1
13,1424,1457,1506,165,245,410,595,1,625,1,650,1,1,1
14,1542,1571,1630,145,295,440,590,1,570,1,620,1,1,1
15,1660,1691,1741,155,250,405,590,1,600,1,555,1,1,1
16,1782,1811,1861,145,250,395,610,1,600,1,600,1,1,1
17,1903,1933,1973,150,200,350,605,1,610,1,560,1,1,1
18,2022,2052,2105,150,265,415,595,1,595,1,660,1,1,1
19,2139,2171,2210,160,195,355,585,1,595,1,525,1,1,1
20,2257,2287,2346,150,295,445,590,1,580,1,680,1,1,1
21,2376,2405,2444,145,195,340,595,1,590,1,490,1,1,1
22,2492,2523,2571,155,240,395,580,1,590,1,635,1,1,1
23,2607,2638,2692,155,270,425,575,1,575,1,605,1,1,1
24,2723,2752,2805,145,265,410,580,1,570,1,565,1,1,1
25,2839,2869,2908,150,195,345,580,1,585,1,515,1,1,1
26,2953,2984,3022,155,190,345,570,1,575,1,570,1,1,1
27,3067,3095,3139,140,220,360,570,1,555,1,585,1,1,1
28,3180,3209,3262,145,265,410,565,1,570,1,615,1,1,1
29,3298,3324,3373,130,245,375,590,1,575,1,555,1,0,1
30,3413,3443,3485,150,210,360,575,1,595,1,560,1,1,1
31,3528,3558,3613,150,275,425,575,1,575,1,640,1,1,1
32,3643,3671,3711,140,200,340,575,1,565,1,490,1,1,1
33,3759,3787,3824,140,185,325,580,1,580,1,565,1,1,1
34,3874,3903,3941,145,190,335,575,1,580,1,585,1,1,1
35,3987,4017,4071,150,270,420,565,1,570,1,650,1,1,1
36,4100,4129,4183,145,270,415,565,1,560,1,560,1,1,1
37,4212,4249,4290,185,205,390,560,1,600,1,535,1,0,1
38,4323,4353,4394,150,205,355,555,1,520,0,520,1,1,1
39,4433,4463,4524,150,305,455,550,0,550,1,650,1,1,1
40,4547,4578,4620,155,210,365,570,1,575,1,480,1,1,1
41,4666,4699,4739,165,200,365,595,1,605,1,595,1,1,1
42,4783,4818,4867,175,245,420,585,1,595,1,640,1,0,1
43,4900,4930,4964,150,170,320,585,1,560,1,485,1,1,1
44,5014,5045,5079,155,170,325,570,1,575,1,575,1,1,1
45,5130,5163,5207,165,220,385,580,1,590,1,640,1,1,1
46,5248,5277,5318,145,205,350,590,1,570,1,555,1,1,1
47,5367,5395,5449,140,270,410,595,1,590,1,655,1,1,1
48,5484,5515,5558,155,215,370,585,1,600,1,545,1,1,1
49,5603,5632,5681,145,245,390,595,1,585,1,615,1,1,1
50,5721,5750,5811,145,305,450,590,1,590,1,650,1,1,1
51,5839,5871,5917,160,230,390,590,1,605,1,530,1,1,1
52,5962,5992,6034,150,210,360,615,1,605,1,585,1,1,1
53,6083,6111,6162,140,255,395,605,1,595,1,640,1,1,1
54,6200,6231,6278,155,235,390,585,1,600,1,580,1,1,1
55,6323,6352,6391,145,195,340,615,1,605,1,565,1,1,1
56,6446,6475,6531,145,280,425,615,1,615,1,700,1,1,1
57,6567,6593,6647,130,270,400,605,1,590,1,580,1,0,1
58,6689,6722,6762,165,200,365,610,1,645,0,575,1,1,1
59,6812,6842,6886,150,220,370,615,1,600,1,620,1,1,1
60,6934,6967,7007,165,200,365,610,1,625,1,605,1,1,1
61,7054,7085,7134,155,245,400,600,1,590,1,635,1,1,1
62,7178,7205,7271,135,330,465,620,1,600,1,685,1,1,1
63,7299,7331,7388,160,285,445,605,1,630,1,585,1,1,1
64,7419,7446,7509,135,315,450,600,1,575,1,605,1,1,1
65,7540,7571,7622,155,255,410,605,1,625,1,565,1,1,1
66,7662,7694,7746,160,260,420,610,1,615,1,620,1,1,1
67,7782,7814,7857,160,215,375,600,1,600,1,555,1,1,1
68,7901,7928,7973,135,225,360,595,1,570,1,580,1,1,1
69,8023,8056,8111,165,275,440,610,1,640,0,690,1,1,1
70,8145,8176,8217,155,205,360,610,1,600,1,530,1,1,1
71,8264,8292,8339,140,235,375,595,1,580,1,610,1,1,1
72,8383,8412,8457,145,225,370,595,1,600,1,590,1,1,1
73,8506,8536,8579,150,215,365,615,1,620,1,610,1,1,1
74,8627,8660,8714,165,270,435,605,1,620,1,675,1,1,1
75,8745,8773,8825,140,260,400,590,1,565,1,555,1,1,1
76,8865,8895,8946,150,255,405,600,1,610,1,605,1,1,1
77,8987,9018,9073,155,275,430,610,1,615,1,635,1,1,1
78,9107,9137,9189,150,260,410,600,1,595,1,580,1,1,1
79,9225,9258,9297,165,195,360,590,1,605,1,540,1,1,1
80,9345,9374,9433,145,295,440,600,1,580,1,680,1,1,1
81,9466,9495,9543,145,240,385,605,1,605,1,550,1,1,1
82,9583,9612,9656,145,220,365,585,1,585,1,565,1,1,1
83,9700,9728,9784,140,280,420,585,1,580,1,640,1,1,1
84,9817,9845,9887,140,210,350,585,1,585,1,515,1,1,1
85,9933,9963,10024,150,305,455,580,1,590,1,685,1,1,1
86,10047,10079,10127,160,240,400,570,1,580,1,515,1,1,1
87,10163,10190,10249,135,295,430,580,1,555,1,610,1,1,1
88,10281,10310,10366,145,280,425,590,1,600,1,585,1,1,1
89,10399,10428,10485,145,285,430,590,1,590,1,595,1,1,1
90,10517,10546,10590,145,220,365,590,1,590,1,525,1,1,1
91,10640,10668,10718,140,250,390,615,1,610,1,640,1,1,1
92,10760,10790,10836,150,230,380,600,1,610,1,590,1,1,1
93,10878,10907,10961,145,270,415,590,1,585,1,625,1,1,1
94,10995,11025,11075,150,250,400,585,1,590,1,570,1,1,1
95,11113,11140,11185,135,225,360,590,1,575,1,550,1,1,1
96,11230,11261,11303,155,210,365,585,1,605,1,590,1,1,1
97,11346,11376,11424,150,240,390,580,1,575,1,605,1,1,1
98,11460,11492,11535,160,215,375,570,1,580,1,555,1,1,1
99,11579,11608,11649,145,205,350,595,1,580,1,570,1,1,1
100,11698,11726,11766,140,200,340,595,1,590,1,585,1,1,1
101,11815,11842,11894,135,260,395,585,1,580,1,640,1,1,1
102,11931,11963,12018,160,275,435,580,1,605,1,620,1,1,1
103,12052,12080,12128,140,240,380,605,1,585,1,550,1,1,1
