"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,42,96,149,270,265,535,NA,1,NA,1,NA,1,1,1
2,175,210,241,175,155,330,665,1,570,0,460,0,1,1
3,287,321,368,170,235,405,560,0,555,0,635,1,1,1
7,768,800,841,160,205,365,2405,0,2395,0,2365,0,1,1
8,896,930,974,170,220,390,640,0,650,1,665,1,1,1
9,1021,1056,1097,175,205,380,625,0,630,1,615,1,1,1
10,1140,1177,1222,185,225,410,595,0,605,0,625,1,1,1
11,1257,1291,1326,170,175,345,585,0,570,0,520,1,1,1
12,1375,1407,1463,160,280,440,590,0,580,0,685,1,1,1
13,1502,1533,1607,155,370,525,635,0,630,1,720,1,0,1
14,1638,1671,1734,165,315,480,680,1,690,1,635,1,1,1
15,1784,1816,1864,160,240,400,730,1,725,1,650,1,1,1
16,1933,1967,2031,170,320,490,745,1,755,1,835,1,1,1
17,2083,2121,2173,190,260,450,750,1,770,1,710,1,1,1
18,2230,2268,2307,190,195,385,735,1,735,1,670,1,1,1
21,2502,2535,2605,165,350,515,1360,0,1335,0,1490,0,1,1
22,2636,2670,2714,170,220,390,670,1,675,1,545,1,1,1
23,2770,2805,2855,175,250,425,670,1,675,1,705,1,1,1
26,3049,3084,3134,175,250,425,1395,0,1395,0,1395,0,1,1
27,3191,3225,3288,170,315,485,710,1,705,1,770,1,1,1
28,3340,3373,3426,165,265,430,745,1,740,1,690,1,1,1
29,3496,3532,3594,180,310,490,780,0,795,0,840,1,1,1
30,3653,3689,3744,180,275,455,785,0,785,0,750,1,1,1
31,3805,3839,3905,170,330,500,760,0,750,1,805,1,1,1
32,3955,3992,4059,185,335,520,750,1,765,1,770,1,1,1
33,4101,4140,4190,195,250,445,730,1,740,1,655,1,0,1
34,4247,4284,4326,185,210,395,730,1,720,1,680,1,1,1
35,4389,4426,4470,185,220,405,710,1,710,1,720,1,1,1
36,4530,4566,4617,180,255,435,705,1,700,1,735,1,1,1
37,4671,4706,4781,175,375,550,705,1,700,1,820,1,1,1
38,4817,4854,4904,185,250,435,730,1,740,1,615,1,1,1
39,4964,5000,5058,180,290,470,735,1,730,1,770,1,1,1
40,5110,5148,5213,190,325,515,730,1,740,1,775,1,1,1
41,5258,5292,5358,170,330,500,740,1,720,1,725,1,1,1
42,5408,5443,5506,175,315,490,750,1,755,1,740,1,1,1
43,5558,5593,5667,175,370,545,750,1,750,1,805,1,1,1
44,5706,5742,5813,180,355,535,740,1,745,1,730,1,1,1
45,5849,5883,5928,170,225,395,715,1,705,1,575,1,1,1
46,5990,6027,6071,185,220,405,705,1,720,1,715,1,1,1
47,6129,6164,6207,175,215,390,695,1,685,1,680,1,1,1
48,6266,6298,6373,160,375,535,685,1,670,1,830,1,1,1
49,6402,6439,6493,185,270,455,680,1,705,1,600,1,1,1
50,6539,6574,6623,175,245,420,685,1,675,1,650,1,1,1
51,6679,6714,6756,175,210,385,700,1,700,1,665,1,1,1
52,6817,6855,6910,190,275,465,690,1,705,1,770,1,1,1
53,6952,6987,7062,175,375,550,675,1,660,1,760,1,1,1
54,7087,7122,7175,175,265,440,675,1,675,1,565,1,1,1
55,7221,7255,7311,170,280,450,670,1,665,1,680,1,1,1
56,7358,7393,7434,175,205,380,685,1,690,1,615,1,1,1
57,7494,7530,7584,180,270,450,680,1,685,1,750,1,1,1
58,7629,7664,7711,175,235,410,675,1,670,1,635,1,1,1
59,7759,7791,7832,160,205,365,650,1,635,1,605,1,1,1
60,7889,7924,7968,175,220,395,650,1,665,1,680,1,1,1
61,8020,8057,8099,185,210,395,655,1,665,1,655,1,1,1
62,8151,8182,8239,155,285,440,655,1,625,1,700,1,0,1
63,8280,8317,8361,185,220,405,645,1,675,1,610,1,1,1
64,8412,8447,8495,175,240,415,660,1,650,1,670,1,1,1
65,8548,8582,8628,170,230,400,680,1,675,1,665,1,1,1
66,8688,8723,8795,175,360,535,700,1,705,1,835,1,1,1
67,8829,8864,8913,175,245,420,705,1,705,1,590,1,1,1
68,8967,9005,9050,190,225,415,690,1,705,1,685,1,1,1
69,9106,9140,9201,170,305,475,695,1,675,1,755,1,1,1
70,9244,9281,9345,185,320,505,690,1,705,1,720,1,1,1
71,9383,9416,9468,165,260,425,695,1,675,1,615,1,1,1
72,9521,9557,9622,180,325,505,690,1,705,1,770,1,1,1
73,9662,9696,9742,170,230,400,705,1,695,1,600,1,1,1
74,9805,9841,9891,180,250,430,715,1,725,1,745,1,1,1
75,9949,9985,10041,180,280,460,720,1,720,1,750,1,1,1
76,10091,10126,10193,175,335,510,710,1,705,1,760,1,1,1
77,10231,10265,10313,170,240,410,700,1,695,1,600,1,1,1
78,10374,10409,10457,175,240,415,715,1,720,1,720,1,1,1
79,10516,10548,10615,160,335,495,710,1,695,1,790,1,1,1
80,10660,10694,10746,170,260,430,720,1,730,1,655,1,1,1
81,10802,10838,10882,180,220,400,710,1,720,1,680,1,1,1
82,10946,10981,11037,175,280,455,720,1,715,1,775,1,1,1
83,11093,11128,11193,175,325,500,735,1,735,1,780,1,1,1
84,11240,11274,11337,170,315,485,735,1,730,1,720,1,1,1
85,11383,11419,11474,180,275,455,715,1,725,1,685,1,1,1
86,11526,11561,11616,175,275,450,715,1,710,1,710,1,1,1
87,11666,11702,11766,180,320,500,700,1,705,1,750,1,1,1
88,11805,11842,11882,185,200,385,695,1,700,1,580,1,1,1
89,11942,11979,12037,185,290,475,685,1,685,1,775,1,1,1
90,12079,12114,12188,175,370,545,685,1,675,1,755,1,1,1
91,12218,12252,12307,170,275,445,695,1,690,1,595,1,1,1
92,12357,12391,12453,170,310,480,695,1,695,1,730,1,1,1
93,12494,12529,12573,175,220,395,685,1,690,1,600,1,1,1
94,12633,12669,12739,180,350,530,695,1,700,1,830,1,1,1
95,12774,12808,12864,170,280,450,705,1,695,1,625,1,1,1
96,12920,12956,13017,180,305,485,730,1,740,1,765,1,1,1
97,13066,13102,13147,180,225,405,730,1,730,1,650,1,1,1
98,13211,13246,13311,175,325,500,725,1,720,1,820,1,1,1
99,13358,13393,13455,175,310,485,735,1,735,1,720,1,1,1
100,13503,13538,13581,175,215,390,725,1,725,1,630,1,1,1
101,13644,13682,13737,190,275,465,705,1,720,1,780,1,1,1
102,13783,13819,13881,180,310,490,695,1,685,1,720,1,1,1
103,13921,13955,14002,170,235,405,690,1,680,1,605,1,1,1
104,14058,14091,14135,165,220,385,685,1,680,1,665,1,1,1
105,14196,14231,14286,175,275,450,690,1,700,1,755,1,1,1
106,14333,14368,14418,175,250,425,685,1,685,1,660,1,1,1
