"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
3,226,259,339,165,400,565,NA,1,NA,1,NA,1,1,1
5,413,449,528,180,395,575,935,1,950,1,945,1,1,1
7,597,633,726,180,465,645,920,1,920,1,990,1,1,0
9,811,849,926,190,385,575,1070,1,1080,1,1000,1,1,1
11,1015,1052,1124,185,360,545,1020,1,1015,1,990,1,1,1
16,1645,1682,1748,185,330,515,3150,0,3150,0,3120,0,1,1
20,2054,2090,2164,180,370,550,2045,0,2040,0,2080,0,1,1
22,2259,2295,2374,180,395,575,1025,1,1025,1,1050,1,1,1
24,2465,2503,2563,190,300,490,1030,1,1040,1,945,1,1,1
26,2642,2678,2755,180,385,565,885,1,875,1,960,1,1,1
28,2864,2900,2982,180,410,590,1110,1,1110,1,1135,1,1,1
30,3092,3127,3200,175,365,540,1140,1,1135,1,1090,1,1,1
32,3315,3352,3411,185,295,480,1115,1,1125,1,1055,1,1,1
33,3458,3496,3574,190,390,580,715,1,720,1,815,1,1,1
35,3716,3752,3826,180,370,550,1290,1,1280,1,1260,1,1,1
37,3912,3947,4046,175,495,670,980,1,975,1,1100,1,1,0
39,4122,4159,4239,185,400,585,1050,1,1060,1,965,1,1,1
41,4322,4356,4437,170,405,575,1000,1,985,1,990,1,1,1
43,4517,4556,4624,195,340,535,975,1,1000,1,935,1,1,1
45,4700,4738,4803,190,325,515,915,1,910,1,895,1,1,1
47,4886,4946,5027,300,405,705,930,1,1040,1,1120,1,0,1
49,5108,5145,5220,185,375,560,1110,1,995,1,965,1,1,1
51,5305,5342,5414,185,360,545,985,1,985,1,970,1,1,1
53,5494,5534,5608,200,370,570,945,1,960,1,970,1,0,1
55,5663,5700,5773,185,365,550,845,1,830,1,825,1,1,1
57,5878,5911,5977,165,330,495,1075,1,1055,1,1020,1,1,1
