"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
2,126,152,203,130,255,385,NA,1,NA,1,NA,1,1,1
3,281,305,359,120,270,390,775,1,765,1,780,1,0,1
4,435,461,511,130,250,380,770,1,780,1,760,1,1,1
5,582,607,661,125,270,395,735,1,730,1,750,1,0,1
6,736,761,813,125,260,385,770,1,770,1,760,1,0,1
7,893,918,974,125,280,405,785,1,785,1,805,1,0,1
8,1042,1068,1120,130,260,390,745,1,750,1,730,1,1,1
9,1199,1224,1276,125,260,385,785,1,780,1,780,1,0,1
10,1357,1381,1432,120,255,375,790,1,785,1,780,1,0,1
11,1504,1530,1581,130,255,385,735,1,745,1,745,1,1,1
12,1660,1684,1738,120,270,390,780,1,770,1,785,1,0,1
13,1815,1844,1893,145,245,390,775,1,800,1,775,1,1,1
14,1963,1990,2052,135,310,445,740,1,730,1,795,1,1,0
15,2115,2140,2193,125,265,390,760,1,750,1,705,1,0,1
16,2270,2297,2352,135,275,410,775,1,785,1,795,1,1,1
17,2417,2444,2494,135,250,385,735,1,735,1,710,1,1,1
18,2560,2587,2635,135,240,375,715,1,715,1,705,1,1,1
19,2716,2742,2798,130,280,410,780,1,775,1,815,1,1,1
20,2866,2893,2943,135,250,385,750,1,755,1,725,1,1,1
21,3009,3037,3093,140,280,420,715,1,720,1,750,1,1,1
22,3162,3188,3242,130,270,400,765,1,755,1,745,1,1,1
23,3310,3338,3398,140,300,440,740,1,750,1,780,1,1,0
24,3455,3481,3540,130,295,425,725,1,715,1,710,1,1,0
25,3613,3639,3691,130,260,390,790,1,790,1,755,1,1,1
26,3771,3797,3847,130,250,380,790,1,790,1,780,1,1,1
27,3921,3948,4000,135,260,395,750,1,755,1,765,1,1,1
28,4080,4106,4159,130,265,395,795,1,790,1,795,1,1,1
31,4394,4419,4472,125,265,390,1570,0,1565,0,1565,0,0,1
32,4549,4574,4630,125,280,405,775,1,775,1,790,1,0,1
33,4699,4726,4778,135,260,395,750,1,760,1,740,1,1,1
34,4845,4871,4922,130,255,385,730,1,725,1,720,1,1,1
35,4995,5022,5074,135,260,395,750,1,755,1,760,1,1,1
36,5153,5180,5230,135,250,385,790,1,790,1,780,1,1,1
37,5302,5329,5377,135,240,375,745,1,745,1,735,1,1,1
38,5448,5475,5533,135,290,425,730,1,730,1,780,1,1,0
