"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,84,116,171,160,275,435,NA,1,NA,1,NA,1,1,1
3,252,282,348,150,330,480,840,1,830,1,885,1,1,0
5,424,453,512,145,295,440,860,1,855,1,820,1,1,1
7,601,631,692,150,305,455,885,1,890,1,900,1,1,1
9,780,812,866,160,270,430,895,1,905,1,870,1,1,1
11,947,977,1030,150,265,415,835,1,825,1,820,1,1,1
12,1107,1139,1193,160,270,430,800,1,810,1,815,1,1,1
14,1272,1302,1360,150,290,440,825,1,815,1,835,1,1,1
16,1439,1468,1524,145,280,425,835,1,830,1,820,1,1,1
18,1611,1640,1698,145,290,435,860,1,860,1,870,1,1,1
20,1789,1820,1872,155,260,415,890,1,900,1,870,1,1,1
22,1954,1986,2039,160,265,425,825,1,830,1,835,1,1,1
24,2115,2146,2200,155,270,425,805,1,800,1,805,1,1,1
26,2285,2314,2368,145,270,415,850,1,840,1,840,1,1,1
28,2458,2483,2536,125,265,390,865,1,845,1,840,1,0,1
30,2638,2667,2724,145,285,430,900,1,920,1,940,0,1,1
32,2800,2827,2903,135,380,515,810,1,800,1,895,1,1,0
34,2967,2997,3053,150,280,430,835,1,850,1,750,0,1,1
37,3290,3317,3374,135,285,420,1615,0,1600,0,1605,0,1,1
39,3453,3484,3545,155,305,460,815,1,835,1,855,1,1,1
40,3606,3640,3687,170,235,405,765,1,780,1,710,0,1,0
41,3762,3794,3848,160,270,430,780,1,770,1,805,1,1,1
43,3924,3954,4007,150,265,415,810,1,800,1,795,1,1,1
45,4091,4119,4178,140,295,435,835,1,825,1,855,1,1,1
46,4257,4289,4338,160,245,405,830,1,850,1,800,1,1,1
47,4412,4443,4499,155,280,435,775,1,770,1,805,1,1,1
48,4571,4602,4661,155,295,450,795,1,795,1,810,1,1,1
49,4733,4764,4819,155,275,430,810,1,810,1,790,1,1,1
51,4898,4928,4984,150,280,430,825,1,820,1,825,1,1,1
53,5069,5096,5153,135,285,420,855,1,840,1,845,1,1,1
55,5238,5268,5322,150,270,420,845,1,860,1,845,1,1,1
56,5395,5427,5478,160,255,415,785,1,795,1,780,1,1,1
58,5558,5587,5642,145,275,420,815,1,800,1,820,1,1,1
59,5723,5751,5805,140,270,410,825,1,820,1,815,1,1,1
61,5895,5922,5981,135,295,430,860,1,855,1,880,1,1,1
63,6068,6097,6150,145,265,410,865,1,875,1,845,1,1,1
65,6234,6267,6316,165,245,410,830,1,850,1,830,1,1,1
66,6394,6425,6476,155,255,410,800,1,790,1,800,1,1,1
68,6558,6587,6644,145,285,430,820,1,810,1,840,1,1,1
70,6732,6761,6816,145,275,420,870,1,870,1,860,1,1,1
72,6908,6936,6994,140,290,430,880,1,875,1,890,1,1,1
74,7080,7110,7161,150,255,405,860,1,870,1,835,1,1,1
76,7241,7272,7325,155,265,420,805,1,810,1,820,1,1,1
78,7405,7435,7490,150,275,425,820,1,815,1,825,1,1,1
80,7573,7602,7660,145,290,435,840,1,835,1,850,1,1,1
82,7745,7772,7829,135,285,420,860,1,850,1,845,1,1,1
84,7916,7944,8003,140,295,435,855,1,860,1,870,1,1,1
85,8081,8113,8158,160,225,385,825,1,845,1,775,1,1,0
87,8242,8273,8328,155,275,430,805,1,800,1,850,1,1,1
89,8408,8436,8491,140,275,415,830,1,815,1,815,1,1,1
91,8577,8607,8661,150,270,420,845,1,855,1,850,1,1,1
93,8752,8787,8838,175,255,430,875,1,900,1,885,1,0,1
96,9074,9107,9167,165,300,465,1610,0,1600,0,1645,0,1,1
98,9243,9269,9329,130,300,430,845,1,810,1,810,1,1,1
100,9416,9446,9499,150,265,415,865,1,885,1,850,1,1,1
102,9590,9619,9700,145,405,550,870,1,865,1,1005,0,1,0
104,9771,9805,9854,170,245,415,905,1,930,1,770,1,1,1
105,9934,9968,10029,170,305,475,815,1,815,1,875,1,1,1
106,10097,10129,10185,160,280,440,815,1,805,1,780,1,1,1
108,10263,10293,10349,150,280,430,830,1,820,1,820,1,1,1
110,10438,10467,10521,145,270,415,875,1,870,1,860,1,1,1
112,10614,10642,10695,140,265,405,880,1,875,1,870,1,1,1
114,10787,10818,10868,155,250,405,865,1,880,1,865,1,1,1
115,10949,10980,11048,155,340,495,810,1,810,1,900,1,1,0
117,11121,11151,11202,150,255,405,860,1,855,1,770,1,1,1
119,11296,11326,11381,150,275,425,875,1,875,1,895,1,1,1
121,11474,11505,11564,155,295,450,890,1,895,1,915,1,1,1
123,11636,11666,11719,150,265,415,810,1,805,1,775,1,1,1
124,11806,11837,11894,155,285,440,850,1,855,1,875,1,1,1
126,11983,12011,12066,140,275,415,885,1,870,1,860,1,1,1
128,12161,12190,12242,145,260,405,890,1,895,1,880,1,1,1
130,12333,12366,12421,165,275,440,860,1,880,1,895,1,1,1
132,12497,12529,12586,160,285,445,820,1,815,1,825,1,1,1
134,12667,12696,12751,145,275,420,850,1,835,1,825,1,1,1
136,12842,12871,12927,145,280,425,875,1,875,1,880,1,1,1
138,13019,13052,13102,165,250,415,885,1,905,1,875,1,1,1
140,13186,13217,13269,155,260,415,835,1,825,1,835,1,1,1
142,13350,13383,13437,165,270,435,820,1,830,1,840,1,1,1
144,13523,13553,13610,150,285,435,865,1,850,1,865,1,1,1
146,13699,13729,13785,150,280,430,880,1,880,1,875,1,1,1
148,13876,13907,13961,155,270,425,885,1,890,1,880,1,1,1
150,14040,14072,14126,160,270,430,820,1,825,1,825,1,1,1
152,14207,14237,14296,150,295,445,835,1,825,1,850,1,1,1
154,14377,14407,14465,150,290,440,850,1,850,1,845,1,1,1
156,14548,14577,14648,145,355,500,855,1,850,1,915,1,1,0
158,14726,14758,14809,160,255,415,890,1,905,1,805,1,1,1
159,14888,14919,14978,155,295,450,810,1,805,1,845,1,1,1
161,15050,15080,15143,150,315,465,810,1,805,1,825,1,1,0
163,15217,15245,15303,140,290,430,835,1,825,1,800,1,1,1
165,15388,15417,15468,145,255,400,855,1,860,1,825,1,1,1
167,15561,15595,15641,170,230,400,865,1,890,1,865,1,1,0
169,15725,15758,15810,165,260,425,820,1,815,1,845,1,1,1
170,15885,15918,15971,165,265,430,800,1,800,1,805,1,1,1
172,16051,16082,16135,155,265,420,830,1,820,1,820,1,1,1
174,16220,16250,16305,150,275,425,845,1,840,1,850,1,1,1
176,16393,16425,16475,160,250,410,865,1,875,1,850,1,1,1
178,16556,16588,16640,160,260,420,815,1,815,1,825,1,1,1
179,16716,16748,16801,160,265,425,800,1,800,1,805,1,1,1
181,16883,16912,16969,145,285,430,835,1,820,1,840,1,1,1
183,17057,17086,17143,145,285,430,870,1,870,1,870,1,1,1
185,17233,17264,17316,155,260,415,880,1,890,1,865,1,1,1
186,17402,17433,17486,155,265,420,845,1,845,1,850,1,1,1
188,17566,17598,17650,160,260,420,820,1,825,1,820,1,1,1
190,17736,17765,17823,145,290,435,850,1,835,1,865,1,1,1
192,17911,17940,17995,145,275,420,875,1,875,1,860,1,1,1
194,18089,18118,18172,145,270,415,890,1,890,1,885,1,1,1
196,18259,18291,18339,160,240,400,850,1,865,1,835,1,1,1
197,18421,18452,18506,155,270,425,810,1,805,1,835,1,1,1
199,18588,18618,18673,150,275,425,835,1,830,1,835,1,1,1
201,18760,18788,18844,140,280,420,860,1,850,1,855,1,1,1
203,18934,18962,19018,140,280,420,870,1,870,1,870,1,1,1
205,19110,19140,19193,150,265,415,880,1,890,1,875,1,1,1
207,19272,19305,19363,165,290,455,810,1,825,1,850,1,1,1
208,19435,19466,19519,155,265,420,815,1,805,1,780,1,1,1
210,19604,19634,19689,150,275,425,845,1,840,1,850,1,1,1
212,19776,19806,19861,150,275,425,860,1,860,1,860,1,1,1
214,19946,19979,20046,165,335,500,850,1,865,1,925,1,1,0
215,20106,20139,20188,165,245,410,800,1,800,1,710,0,1,1
216,20269,20299,20354,150,275,425,815,1,800,1,830,1,1,1
218,20439,20470,20524,155,270,425,850,1,855,1,850,1,1,1
220,20611,20639,20694,140,275,415,860,1,845,1,850,1,1,1
222,20783,20813,20867,150,270,420,860,1,870,1,865,1,1,1
223,20943,20976,21025,165,245,410,800,1,815,1,790,1,1,1
225,21106,21136,21193,150,285,435,815,1,800,1,840,1,1,1
227,21275,21303,21359,140,280,420,845,1,835,1,830,1,1,1
229,21446,21474,21529,140,275,415,855,1,855,1,850,1,1,1
