"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,59,95,162,180,335,515,NA,1,NA,1,NA,1,1,1
2,205,242,314,185,360,545,730,1,735,1,760,1,1,1
3,350,385,455,175,350,525,725,1,715,1,705,1,1,1
4,500,535,615,175,400,575,750,1,750,1,800,1,1,1
5,652,689,761,185,360,545,760,1,770,1,730,1,1,1
6,803,840,923,185,415,600,755,1,755,1,810,1,1,0
7,951,988,1055,185,335,520,740,1,740,1,660,1,1,1
8,1094,1133,1208,195,375,570,715,1,725,1,765,1,0,1
9,1237,1275,1350,190,375,565,715,1,710,1,710,1,0,1
10,1382,1421,1483,195,310,505,725,1,730,1,665,1,0,1
13,1665,1701,1748,180,235,415,1415,0,1400,0,1325,0,1,1
14,1808,1842,1913,170,355,525,715,1,705,1,825,1,1,1
15,1952,1987,2055,175,340,515,720,1,725,1,710,1,1,1
16,2093,2130,2195,185,325,510,705,1,715,1,700,1,1,1
17,2233,2268,2330,175,310,485,700,1,690,1,675,1,1,1
18,2373,2408,2469,175,305,480,700,1,700,1,695,1,1,1
19,2511,2547,2611,180,320,500,690,1,695,1,710,1,1,1
20,2649,2685,2758,180,365,545,690,1,690,1,735,1,1,1
21,2781,2817,2884,180,335,515,660,1,660,1,630,1,1,1
22,2913,2951,2995,190,220,410,660,1,670,1,555,1,0,1
23,3047,3081,3131,170,250,420,670,1,650,1,680,1,1,1
24,3182,3218,3282,180,320,500,675,1,685,1,755,1,1,1
25,3318,3354,3398,180,220,400,680,1,680,1,580,1,1,1
26,3454,3489,3555,175,330,505,680,1,675,1,785,1,1,1
27,3592,3628,3695,180,335,515,690,1,695,1,700,1,1,1
28,3733,3769,3842,180,365,545,705,1,705,1,735,1,1,1
29,3873,3910,3974,185,320,505,700,1,705,1,660,1,1,1
30,4010,4047,4102,185,275,460,685,1,685,1,640,1,1,1
31,4149,4184,4250,175,330,505,695,1,685,1,740,1,1,1
32,4286,4323,4390,185,335,520,685,1,695,1,700,1,1,1
33,4425,4462,4528,185,330,515,695,1,695,1,690,1,1,1
34,4565,4600,4665,175,325,500,700,1,690,1,685,1,1,1
35,4707,4743,4806,180,315,495,710,1,715,1,705,1,1,1
36,4847,4882,4934,175,260,435,700,1,695,1,640,1,1,1
37,4988,5023,5092,175,345,520,705,1,705,1,790,1,1,1
38,5125,5163,5227,190,320,510,685,1,700,1,675,1,0,1
39,5258,5295,5353,185,290,475,665,1,660,1,630,1,1,1
40,5390,5424,5476,170,260,430,660,1,645,1,615,1,1,1
41,5521,5558,5620,185,310,495,655,1,670,1,720,1,1,1
42,5655,5689,5744,170,275,445,670,1,655,1,620,1,1,1
43,5789,5823,5889,170,330,500,670,1,670,1,725,1,1,1
44,5923,5959,6024,180,325,505,670,1,680,1,675,1,1,1
45,6054,6090,6159,180,345,525,655,1,655,1,675,1,1,1
46,6185,6218,6288,165,350,515,655,1,640,1,645,1,1,1
47,6315,6350,6414,175,320,495,650,1,660,1,630,1,1,1
48,6448,6482,6549,170,335,505,665,1,660,1,675,1,1,1
49,6584,6619,6678,175,295,470,680,1,685,1,645,1,1,1
50,6719,6753,6809,170,280,450,675,1,670,1,655,1,1,1
51,6853,6888,6941,175,265,440,670,1,675,1,660,1,1,1
