"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,33,58,82,125,120,245,NA,1,NA,1,NA,1,1,1
2,141,167,192,130,125,255,540,1,545,1,550,1,1,1
3,251,276,301,125,125,250,550,1,545,1,545,1,1,1
4,360,385,410,125,125,250,545,1,545,1,545,1,1,1
5,468,493,520,125,135,260,540,1,540,1,550,1,1,1
6,577,602,628,125,130,255,545,1,545,1,540,1,1,1
7,685,710,736,125,130,255,540,1,540,1,540,1,1,1
8,792,817,842,125,125,250,535,1,535,1,530,0,1,1
9,899,926,950,135,120,255,535,1,545,1,540,1,1,1
10,1006,1031,1057,125,130,255,535,1,525,1,535,1,1,1
11,1114,1139,1163,125,120,245,540,1,540,1,530,0,1,1
12,1223,1248,1273,125,125,250,545,1,545,1,550,1,1,1
13,1334,1359,1385,125,130,255,555,1,555,1,560,1,1,1
14,1445,1471,1496,130,125,255,555,1,560,1,555,1,1,1
15,1558,1583,1609,125,130,255,565,1,560,1,565,1,1,1
16,1669,1694,1722,125,140,265,555,1,555,1,565,1,1,1
17,1780,1806,1832,130,130,260,555,1,560,1,550,1,1,1
18,1892,1917,1944,125,135,260,560,1,555,1,560,1,1,1
19,2003,2028,2055,125,135,260,555,1,555,1,555,1,1,1
20,2114,2139,2164,125,125,250,555,1,555,1,545,1,1,1
21,2224,2250,2275,130,125,255,550,1,555,1,555,1,1,1
22,2333,2358,2384,125,130,255,545,1,540,1,545,1,1,1
23,2442,2467,2492,125,125,250,545,1,545,1,540,1,1,1
24,2552,2577,2602,125,125,250,550,1,550,1,550,1,1,1
25,2663,2689,2714,130,125,255,555,1,560,1,560,1,1,1
26,2776,2801,2828,125,135,260,565,1,560,1,570,1,1,1
27,2888,2913,2938,125,125,250,560,1,560,1,550,1,1,1
28,3001,3026,3053,125,135,260,565,1,565,1,575,1,1,1
29,3115,3141,3168,130,135,265,570,1,575,1,575,1,1,1
30,3231,3256,3282,125,130,255,580,1,575,1,570,1,1,1
31,3347,3372,3398,125,130,255,580,1,580,1,580,1,1,1
32,3461,3486,3512,125,130,255,570,1,570,1,570,1,1,1
33,3575,3601,3626,130,125,255,570,1,575,1,570,1,1,1
34,3687,3712,3739,125,135,260,560,1,555,1,565,1,1,1
35,3800,3826,3853,130,135,265,565,1,570,1,570,1,1,1
36,3914,3940,3965,130,125,255,570,1,570,1,560,1,1,1
37,4027,4053,4078,130,125,255,565,1,565,1,565,1,1,1
38,4139,4164,4190,125,130,255,560,1,555,1,560,1,1,1
39,4249,4275,4300,130,125,255,550,1,555,1,550,1,1,1
40,4359,4384,4409,125,125,250,550,1,545,1,545,1,1,1
41,4469,4494,4522,125,140,265,550,1,550,1,565,1,1,1
42,4581,4605,4632,120,135,255,560,1,555,1,550,1,1,1
43,4693,4718,4744,125,130,255,560,1,565,1,560,1,1,1
44,4805,4831,4855,130,120,250,560,1,565,1,555,1,1,1
45,4917,4942,4967,125,125,250,560,1,555,1,560,1,1,1
46,5030,5054,5079,120,125,245,565,1,560,1,560,1,1,1
47,5144,5169,5194,125,125,250,570,1,575,1,575,1,1,1
48,5259,5283,5310,120,135,255,575,1,570,1,580,1,1,1
49,5375,5400,5425,125,125,250,580,1,585,1,575,1,1,1
50,5490,5515,5541,125,130,255,575,1,575,1,580,1,1,1
51,5604,5628,5655,120,135,255,570,1,565,1,570,1,1,1
