"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
2,143,193,256,250,315,565,NA,1,NA,1,NA,1,1,1
3,296,344,398,240,270,510,765,1,755,1,710,1,1,1
4,452,499,569,235,350,585,780,1,775,1,855,1,1,1
5,599,648,688,245,200,445,735,1,745,1,595,0,0,1
6,742,788,831,230,215,445,715,1,700,1,715,1,1,1
7,889,933,997,220,320,540,735,1,725,1,830,1,1,1
8,1037,1083,1140,230,285,515,740,1,750,1,715,1,1,1
9,1181,1227,1276,230,245,475,720,1,720,1,680,1,1,1
10,1331,1375,1441,220,330,550,750,1,740,1,825,1,1,1
11,1484,1528,1600,220,360,580,765,1,765,1,795,1,1,1
12,1640,1687,1751,235,320,555,780,1,795,1,755,1,1,1
13,1786,1832,1873,230,205,435,730,1,725,1,610,1,1,1
14,1940,1985,2038,225,265,490,770,1,765,1,825,1,1,1
15,2094,2140,2194,230,270,500,770,1,775,1,780,1,1,1
16,2236,2282,2330,230,240,470,710,1,710,1,680,1,1,1
17,2380,2424,2480,220,280,500,720,1,710,1,750,1,1,1
18,2526,2571,2631,225,300,525,730,1,735,1,755,1,1,1
19,2675,2719,2773,220,270,490,745,1,740,1,710,1,1,1
20,2816,2863,2908,235,225,460,705,1,720,1,675,1,1,1
21,2966,3011,3065,225,270,495,750,1,740,1,785,1,1,1
22,3117,3162,3223,225,305,530,755,1,755,1,790,1,1,1
23,3265,3310,3365,225,275,500,740,1,740,1,710,1,1,1
24,3410,3455,3518,225,315,540,725,1,725,1,765,1,1,1
25,3564,3610,3669,230,295,525,770,1,775,1,755,1,1,1
26,3722,3768,3821,230,265,495,790,1,790,1,760,1,1,1
27,3873,3920,3977,235,285,520,755,1,760,1,780,1,1,1
28,4020,4067,4127,235,300,535,735,1,735,1,750,1,1,1
29,4175,4221,4270,230,245,475,775,1,770,1,715,1,1,1
30,4333,4381,4434,240,265,505,790,1,800,1,820,1,1,1
31,4482,4530,4583,240,265,505,745,1,745,1,745,1,1,1
32,4632,4679,4738,235,295,530,750,1,745,1,775,1,1,1
33,4784,4831,4890,235,295,530,760,1,760,1,760,1,1,1
34,4935,4981,5037,230,280,510,755,1,750,1,735,1,1,1
35,5076,5122,5178,230,280,510,705,1,705,1,705,1,1,1
36,5225,5268,5329,215,305,520,745,1,730,1,755,1,1,1
37,5377,5424,5478,235,270,505,760,1,780,1,745,1,1,1
38,5523,5568,5621,225,265,490,730,1,720,1,715,1,1,1
39,5662,5708,5756,230,240,470,695,1,700,1,675,1,1,1
40,5807,5851,5900,220,245,465,725,1,715,1,720,1,1,1
41,5955,5999,6051,220,260,480,740,1,740,1,755,1,1,1
42,6100,6146,6193,230,235,465,725,1,735,1,710,1,1,1
43,6242,6288,6351,230,315,545,710,1,710,1,790,1,1,1
44,6390,6434,6489,220,275,495,740,1,730,1,690,1,1,1
45,6543,6590,6650,235,300,535,765,1,780,1,805,1,1,1
46,6684,6729,6772,225,215,440,705,1,695,1,610,1,1,1
47,6829,6873,6924,220,255,475,725,1,720,1,760,1,1,1
48,6977,7023,7082,230,295,525,740,1,750,1,790,1,1,1
49,7127,7175,7226,240,255,495,750,1,760,1,720,1,1,1
50,7268,7316,7363,240,235,475,705,1,705,1,685,1,1,1
51,7413,7458,7509,225,255,480,725,1,710,1,730,1,1,1
52,7560,7605,7657,225,260,485,735,1,735,1,740,1,1,1
53,7706,7753,7808,235,275,510,730,1,740,1,755,1,1,1
54,7844,7890,7939,230,245,475,690,1,685,1,655,1,1,1
55,7989,8032,8092,215,300,515,725,1,710,1,765,1,1,1
56,8137,8181,8237,220,280,500,740,1,745,1,725,1,1,1
57,8284,8330,8380,230,250,480,735,1,745,1,715,1,1,1
58,8427,8472,8524,225,260,485,715,1,710,1,720,1,1,1
59,8576,8621,8675,225,270,495,745,1,745,1,755,1,1,1
60,8728,8773,8825,225,260,485,760,1,760,1,750,1,1,1
61,8871,8917,8975,230,290,520,715,1,720,1,750,1,1,1
62,9022,9068,9115,230,235,465,755,1,755,1,700,1,1,1
63,9175,9221,9273,230,260,490,765,1,765,1,790,1,1,1
64,9323,9369,9414,230,225,455,740,1,740,1,705,1,1,1
65,9464,9512,9563,240,255,495,705,1,715,1,745,1,1,1
66,9614,9660,9722,230,310,540,750,1,740,1,795,1,1,1
67,9769,9816,9865,235,245,480,775,1,780,1,715,1,1,1
68,9915,9963,10006,240,215,455,730,1,735,1,705,1,1,1
69,10058,10106,10156,240,250,490,715,1,715,1,750,1,1,1
70,10208,10254,10310,230,280,510,750,1,740,1,770,1,1,1
71,10358,10405,10456,235,255,490,750,1,755,1,730,1,1,1
72,10502,10549,10594,235,225,460,720,1,720,1,690,1,1,1
73,10651,10696,10747,225,255,480,745,1,735,1,765,1,1,1
74,10801,10846,10906,225,300,525,750,1,750,1,795,1,1,1
75,10960,11006,11066,230,300,530,795,1,800,1,800,1,1,1
