"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
1,64,94,174,150,400,550,NA,1,NA,1,NA,1,1,1
3,296,331,374,175,215,390,1160,0,1185,0,1000,0,1,1
4,414,449,488,175,195,370,590,1,590,1,570,1,1,1
5,530,563,605,165,210,375,580,1,570,1,585,1,1,1
6,649,683,722,170,195,365,595,1,600,1,585,1,1,1
7,768,800,842,160,210,370,595,1,585,1,600,1,1,1
8,890,923,967,165,220,385,610,1,615,1,625,1,1,1
9,1013,1047,1081,170,170,340,615,1,620,1,570,1,1,1
10,1143,1178,1212,175,170,345,650,1,655,1,655,1,1,1
11,1277,1312,1354,175,210,385,670,1,670,1,710,1,1,1
12,1414,1447,1492,165,225,390,685,1,675,1,690,1,1,1
13,1551,1586,1630,175,220,395,685,1,695,1,690,1,1,1
14,1683,1717,1763,170,230,400,660,1,655,1,665,1,1,1
15,1809,1844,1888,175,220,395,630,1,635,1,625,1,1,1
16,1933,1967,2011,170,220,390,620,1,615,1,615,1,1,1
17,2057,2090,2139,165,245,410,620,1,615,1,640,1,1,1
18,2181,2216,2262,175,230,405,620,1,630,1,615,1,1,1
19,2308,2342,2384,170,210,380,635,1,630,1,610,1,1,1
20,2437,2471,2514,170,215,385,645,1,645,1,650,1,1,1
21,2567,2601,2649,170,240,410,650,1,650,1,675,1,1,1
22,2698,2733,2804,175,355,530,655,1,660,1,775,0,1,0
23,2825,2858,2900,165,210,375,635,1,625,1,480,0,1,1
24,2950,2984,3028,170,220,390,625,1,630,1,640,1,1,1
25,3073,3108,3150,175,210,385,615,1,620,1,610,1,1,1
26,3191,3225,3275,170,250,420,590,1,585,1,625,1,1,1
27,3310,3343,3388,165,225,390,595,1,590,1,565,1,1,1
28,3431,3464,3511,165,235,400,605,1,605,1,615,1,1,1
29,3561,3593,3642,160,245,405,650,1,645,1,655,1,1,1
30,3696,3730,3780,170,250,420,675,1,685,1,690,1,1,1
31,3832,3865,3912,165,235,400,680,1,675,1,660,1,1,1
32,3961,3995,4048,170,265,435,645,1,650,1,680,1,1,1
33,4089,4123,4167,170,220,390,640,1,640,1,595,1,1,1
34,4219,4253,4309,170,280,450,650,1,650,1,710,1,1,1
35,4353,4387,4449,170,310,480,670,1,670,1,700,1,1,0
36,4487,4521,4572,170,255,425,670,1,670,1,615,1,1,1
37,4619,4653,4699,170,230,400,660,1,660,1,635,1,1,1
38,4742,4777,4822,175,225,400,615,1,620,1,615,1,1,1
39,4863,4896,4943,165,235,400,605,1,595,1,605,1,1,1
40,4984,5017,5066,165,245,410,605,1,605,1,615,1,1,1
41,5107,5140,5193,165,265,430,615,1,615,1,635,1,1,1
42,5230,5265,5318,175,265,440,615,1,625,1,625,1,1,1
43,5347,5382,5422,175,200,375,585,1,585,1,520,1,1,1
44,5464,5497,5545,165,240,405,585,1,575,1,615,1,1,1
45,5590,5623,5670,165,235,400,630,1,630,1,625,1,1,1
46,5723,5756,5824,165,340,505,665,1,665,1,770,0,1,0
47,5850,5883,5931,165,240,405,635,1,635,1,535,1,1,1
48,5983,6016,6076,165,300,465,665,1,665,1,725,1,1,0
49,6118,6152,6201,170,245,415,675,1,680,1,625,1,1,1
50,6256,6291,6354,175,315,490,690,1,695,1,765,0,1,0
51,6384,6420,6462,180,210,390,640,1,645,1,540,1,1,1
52,6513,6546,6596,165,250,415,645,1,630,1,670,1,1,1
53,6643,6678,6736,175,290,465,650,1,660,1,700,1,1,1
54,6767,6803,6844,180,205,385,620,1,625,1,540,1,1,1
55,6889,6924,6969,175,225,400,610,1,605,1,625,1,1,1
56,7011,7046,7097,175,255,430,610,1,610,1,640,1,1,1
57,7136,7171,7215,175,220,395,625,1,625,1,590,1,1,1
58,7257,7292,7338,175,230,405,605,1,605,1,615,1,1,1
59,7380,7413,7463,165,250,415,615,1,605,1,625,1,1,1
60,7509,7542,7600,165,290,455,645,1,645,1,685,1,1,1
61,7650,7683,7741,165,290,455,705,1,705,1,705,1,1,1
62,7783,7818,7881,175,315,490,665,1,675,1,700,1,1,0
63,7915,7949,8000,170,255,425,660,1,655,1,595,1,1,1
64,8053,8087,8144,170,285,455,690,1,690,1,720,1,1,1
65,8189,8222,8277,165,275,440,680,1,675,1,665,1,1,1
66,8320,8354,8411,170,285,455,655,1,660,1,670,1,1,1
67,8456,8491,8555,175,320,495,680,1,685,1,720,1,1,0
68,8597,8631,8705,170,370,540,705,1,700,1,750,1,1,0
69,8739,8775,8831,180,280,460,710,1,720,1,630,1,1,1
70,8874,8910,8959,180,245,425,675,1,675,1,640,1,1,1
71,9004,9039,9091,175,260,435,650,1,645,1,660,1,1,1
72,9141,9175,9223,170,240,410,685,1,680,1,660,1,1,1
73,9278,9312,9362,170,250,420,685,1,685,1,695,1,1,1
74,9410,9445,9504,175,295,470,660,1,665,1,710,1,1,1
75,9547,9581,9645,170,320,490,685,1,680,1,705,1,1,0
76,9693,9728,9796,175,340,515,730,1,735,0,755,0,1,0
77,9833,9868,9936,175,340,515,700,1,700,1,700,1,1,0
78,9971,10006,10074,175,340,515,690,1,690,1,690,1,1,0
79,10115,10149,10211,170,310,480,720,1,715,1,685,1,1,0
80,10249,10284,10349,175,325,500,670,1,675,1,690,1,1,0
81,10385,10419,10482,170,315,485,680,1,675,1,665,1,1,0
82,10523,10559,10606,180,235,415,690,1,700,1,620,1,1,1
83,10650,10683,10731,165,240,405,635,1,620,1,625,1,1,1
84,10773,10808,10853,175,225,400,615,1,625,1,610,1,1,1
85,10896,10930,10977,170,235,405,615,1,610,1,620,1,1,1
86,11018,11052,11095,170,215,385,610,1,610,1,590,1,1,1
87,11135,11169,11211,170,210,380,585,1,585,1,580,1,1,1
