"INDEX","ECG_R","PPG_F","PPG_S","PAT1","PAT2","PAT3","ECG_R_INT","ECG_R_FLAG","PPG_F_INT","PPG_F_FLAG","PPG_S_INT","PPG_S_FLAG","PAT1_FLAG","PAT2_FLAG"
2,119,155,222,180,335,515,NA,1,NA,1,NA,1,1,1
4,286,322,393,180,355,535,835,1,835,1,855,1,1,1
5,444,480,526,180,230,410,790,1,790,1,665,1,1,1
6,597,633,678,180,225,405,765,1,765,1,760,1,1,1
7,750,786,851,180,325,505,765,1,765,1,865,1,1,1
8,901,937,998,180,305,485,755,1,755,1,735,1,1,1
9,1064,1099,1167,175,340,515,815,1,810,1,845,1,1,1
11,1234,1269,1339,175,350,525,850,1,850,1,860,1,1,1
13,1407,1442,1497,175,275,450,865,1,865,1,790,1,1,1
15,1583,1619,1697,180,390,570,880,1,885,1,1000,1,1,1
17,1759,1796,1870,185,370,555,880,1,885,1,865,1,1,1
19,1928,1966,2023,190,285,475,845,1,850,1,765,1,1,1
21,2100,2136,2201,180,325,505,860,1,850,1,890,1,1,1
23,2268,2305,2350,185,225,410,840,1,845,1,745,1,1,1
24,2429,2465,2533,180,340,520,805,1,800,1,915,1,1,1
25,2589,2625,2695,180,350,530,800,1,800,1,810,1,1,1
27,2750,2786,2854,180,340,520,805,1,805,1,795,1,1,1
28,2906,2943,2987,185,220,405,780,1,785,1,665,1,1,1
29,3066,3100,3173,170,365,535,800,1,785,1,930,1,1,1
30,3227,3264,3334,185,350,535,805,1,820,1,805,1,1,1
31,3386,3422,3487,180,325,505,795,1,790,1,765,1,1,1
33,3553,3588,3649,175,305,480,835,1,830,1,810,1,1,1
35,3724,3760,3832,180,360,540,855,1,860,1,915,1,1,1
37,3893,3929,3996,180,335,515,845,1,845,1,820,1,1,1
38,4059,4094,4141,175,235,410,830,1,825,1,725,1,1,1
39,4218,4254,4296,180,210,390,795,1,800,1,775,1,1,1
40,4369,4406,4447,185,205,390,755,1,760,1,755,1,1,1
41,4514,4550,4600,180,250,430,725,1,720,1,765,1,1,1
42,4661,4697,4761,180,320,500,735,1,735,1,805,1,1,1
43,4803,4840,4883,185,215,400,710,1,715,1,610,1,1,1
44,4948,4983,5028,175,225,400,725,1,715,1,725,1,1,1
45,5093,5128,5171,175,215,390,725,1,725,1,715,1,1,1
46,5228,5264,5306,180,210,390,675,1,680,1,675,1,1,1
47,5370,5404,5450,170,230,400,710,1,700,1,720,1,1,1
49,5537,5572,5643,175,355,530,835,1,840,1,965,1,1,1
51,5707,5741,5811,170,350,520,850,1,845,1,840,1,1,1
